key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	animal	num_animals	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	reload	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	mounted_draughts	sync_locomotion	can_brace
nag_mortarch_arkhan	10	wh2_main_plate_90	2100	inf_melee	12	com	0	20	wh2_dlc09_tmb_cha_arkhan	hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	40	50	75	4832			0	0	wh2_dlc09_tmb_sword_hero_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	small	0	0	-25	0	0	0	15	0	melee_mage_highvalue	false	false	false	true
nag_mortarch_arkhan_warhorse	10	wh2_main_plate_90	2100	cavalry	32	com	13	71	wh2_dlc09_tmb_cha_arkhan	hu1_tomb_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	40	50	75	5232	wh2_dlc09_tmb_mnt_tomb_steed_hero		0	1	wh2_dlc09_tmb_sword_hero_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_monstrous_cavalry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_encourage_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	8.0	large	0	0	-25	0	0	0	15	0	melee_mage_highvalue	false	false	false	false
nag_mortarch_arkhan_chariot	10	wh2_main_plate_110	2100	war_machine	75	com	20	33	wh2_dlc09_tmb_cha_arkhan	hu1_arkhan_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	30	36	75	5588	wh2_dlc09_tmb_mnt_arkhan_tomb_steed_chariot		0	2	wh2_dlc09_tmb_chariot_lord		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_chariot	placeholder	false	trained	wh2_dlc09_tmb_chariot_officer_arkhan	wh2_dlc09_tmb_chariot_arkhan	wh2_dlc09_tmb_chariot_arkhan	true	40.0	1500.0	0.0	wh2_dlc16_encourage_fear_undead_strider_hideForest	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	10.0	large_bst	0	0	-25	0	1	0	15	0	melee_mage_highvalue	false	false	false	false
nag_mortarch_arkhan_abyssal	10	plate_70	2100	war_beast	32	com	13	71	wh2_dlc09_tmb_cha_arkhan	hu1_tomb_hr1_tomb_steed_staff_and_sword	wh2_dlc09_tmb_skeleton_infantry_hero	35	45	75	7057	nag_abyssal_razark		0	1	wh_main_emp_karl_franz_griffon_deathclaw		1	none	wh2_dlc09_tmb_cha_arkhan	wh_main_monstrous_cavalry	placeholder	false	trained	nag_arkhan_abyssal			true	40.0	1500.0	0.0	wh_encourage_fear_terror_undead	60	80	0	false	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0	8.0	large	0	0	-25	0	0	0	15	0	melee_mage_highvalue	false	false	false	false
nag_mortarch_isabella	10	wh2_main_plate_90	2100	inf_melee	25	com	20	33	wh_pro02_unit_long_text_vmp_isabella_von_carstein	hu1b_bretonnian_sword_and_chalice	wh_dlc07_vmp_inf_isabella	50	65	80	4200			0	0	wh_main_vmp_sword_hero_lord		1	none	wh_pro02_unit_short_text_vmp_isabella_von_carstein	wh_main_infantry	placeholder	false	trained	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	15	0	melee_cav_shock_highvalue	false	false	false	true
nag_mortarch_isabella_hellsteed	10	wh2_main_plate_90	2100	cavalry	50	com	20	33	wh_pro02_unit_long_text_vmp_isabella_von_carstein	hu1b_vampire_hr1_pegasus_sword_and_chalice	wh_dlc07_vmp_inf_isabella	50	65	80	4844	wh_main_vmp_mnt_hellsteed		0	1	wh_main_vmp_sword_hero_lord		1	none	wh_pro02_unit_short_text_vmp_isabella_von_carstein	wh_main_monstrous_cavalry	placeholder	false	trained	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_fear_undead	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	15	0	melee_cav_shock_highvalue	false	false	false	false
nag_mortarch_isabella_warhorse	10	wh2_main_plate_110	2100	cavalry	50	com	20	33	wh_pro02_unit_long_text_vmp_isabella_von_carstein	hu1b_bretonnian_hr1_warhorse_sword_and_chalice	wh_dlc07_vmp_inf_isabella	50	65	80	4844	wh_main_vmp_mnt_barded_nightmare_hero		0	1	wh_main_vmp_sword_hero_lord		1	none	wh_pro02_unit_short_text_vmp_isabella_von_carstein	wh_main_cavalry_chaotic	placeholder	false	trained	A_blank_record			false	40.0	1500.0	0.0	wh_encourage_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	15	0	melee_cav_shock_highvalue	false	false	false	false
nag_morghasts	10	bone_110	2100	inf_melee	34	inf_mel	20	33	wh2_dlc09_tmb_mon_ushabti	hu12_minotaur_dual_axe	nag_morghasts	50	40	75	1492			0	0	nag_morghasts		2	none	nag_morghasts	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
nag_morghasts_archai	10	bone_130	2100	inf_melee	18	com	20	33	wh2_dlc09_tmb_mon_ushabti	hu12_minotaur_2handed_axe	nag_morghasts_archai	50	50	80	5860			0	0	wh_dlc03_bst_gor_axe_gorebull		1	none	nag_morghasts_archai	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	true
nag_nagashi_guard	10	bone_100	2100	inf_melee	12	inf_mel	20	35	wh_main_unit_long_text_vmp_grave_guard	hu1_graveguard_sword_and_shield	wh2_dlc09_tmb_skeleton_heavy	27	40	60	76			0	0	wh_main_vmp_wightblade_grave_guard		6	wh_missile_block_55_wood	nag_nagashi_guard	wh_main_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
nag_nagashi_guard_halb	10	bone_100	2100	inf_melee	10	inf_mel	20	35	wh2_dlc09_tmb_inf_tomb_guard	hu1_graveguard_2handed_sword	wh2_dlc09_tmb_skeleton_heavy	32	35	60	76			0	0	nag_nagashi_guard_halb		8	none	nag_nagashi_guard_halb	wh_main_infantry_2handed	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflector_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
nag_mortis_engine	10	wh2_main_heavy_metal_40	2100	war_machine	12	chariot	9	50	wh_dlc04_unit_long_text_vmp_mortis_engine	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_infantry_standard	30	13	60	7084			0	0	wh_dlc04_vmp_mortis_engine		1	none	wh_dlc04_unit_short_text_vmp_mortis_engine	wh_main_chariot	placeholder	false	trained	wh2_dlc09_tmb_casket_of_souls_officer		wh_dlc04_vmp_veh_mortis_engine	true	40.0	1500.0	0.0	wh2_dlc15_fear_terror_strider_undead	60	80	0	false	vo_sel_vampire_mortis_engine	vo_sel_generic	vo_sel_generic	1.0	8.0	large	0	0	0	0	1	0	0	0	melee_cav	false	false	false	false
nag_bone_thrower	10	bone_20	2100	artillery	5	art_fld	2	10	wh_main_unit_long_text_dwf_bolt_thrower	hu1_tomb_skeleton_sword	wh2_dlc09_tmb_skeleton	10	6	40	48			0	0	wh2_dlc09_tmb_sword_short		5	none	nag_bone_thrower	wh_main_artillery	placeholder	true	trained	A_blank_record		nag_bone_thrower	true	40.0	1500.0	0.0	wh2_cantRun_fear_undead	60	80	10	false	vo_sel_artillery	vo_sel_artillery	vo_sel_generic	1.0	10.0	small	0	22	0	0	4	0	0	0	ranged_direct	false	false	false	false
nag_bone_golems	10	bone_100	2100	inf_melee	18	inf_mel	20	33	wh2_dlc09_tmb_mon_ushabti	hc2_cst_hulks	nag_bone_golems	20	52	58	552			0	0	nag_bone_golems		3	wh_missile_block_35_metal	nag_bone_golems	wh_main_monstrous_trolls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_chargeReflector_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
nag_inf_zombie_construct	10	body_0	2100	inf_melee	3	inf_mel	0	10	wh_main_unit_long_text_vmp_zombies	hu1_vampire_zombie_sword	wh_main_infantry_zombie_blood_dismembers	5	6	30	55			0	0	wh_main_vmp_sword_zombie		10	none	wh_main_unit_short_text_vmp_zombies	wh2_main_inf_chaotic_formation_tight	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
nag_inf_crypt_ghouls_construct	10	body_10	2100	inf_melee	16	com	20	33	wh_main_unit_long_text_vmp_crypt_ghouls	hu8c_ghoul_club	wh_main_vmp_inf_ghoul_blood_dismembers	27	25	44	55			0	0	wh_main_claws_ghouls		6	none	wh_main_unit_short_text_vmp_crypt_ghouls	wh_main_vmp_crypt_ghouls	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	small	0	0	0	0	0	0	0	0	melee	false	false	false	true
nag_mon_crypt_horrors_construct	10	body_15	2100	inf_melee	24	com	20	33	wh_main_unit_long_text_vmp_crypt_horrors	hu8_crypt_horror_club	wh_main_monster_crypt_horrors	34	25	44	552			0	0	wh_main_claws_crypt_horrors		3	none	wh_main_unit_short_text_vmp_crypt_horrors	wh_main_monstrous_infantry	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	false	false	true
nag_cav_hexwraiths_0_summon	10	wh_main_body_0	2100	cavalry	34	cav_mel	20	33	wh_main_unit_long_text_vmp_hexwraiths	hu1_vampire_counts_hr1_warhorse_scythe	wh_main_cavalry_rider_standard_ethereal	26	23	40	80	wh_main_vmp_mnt_skeletal_steed_hexwraiths		0	60	wh_main_vmp_scythe_hexwraith		5	none	wh_main_unit_short_text_vmp_hexwraiths	wh_main_cavalry_very_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_dlc14_fear_terror_vanguard_hideforest_strider_undead	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	ethereal	0	0	0	0	0	75	0	0	melee_flanker	false	false	false	false
nag_cav_black_knights_0_summon	10	plate_80	2100	cavalry	26	cav_mel	20	33	wh_main_unit_long_text_vmp_black_knights	hu1_black_knights_hr1_skeletal_steed_sword_and_shield	wh_main_cavalry_rider_standard	24	30	50	98	wh_main_vmp_mnt_skeletal_steed		0	60	wh_main_vmp_wightblade_black_knight		5	wh_missile_block_30_wood	wh_main_unit_short_text_vmp_black_knights	wh_main_cavalry_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_hideForest_undead	60	80	0	false	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0	8.0	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false
nag_hero_team_summon	10	plate_70	2100	inf_ranged	35	inf_mel	20	33	wh2_dlc11_unit_long_text_cst_cha_fleet_admiral	hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_inf_admiral_blood_dismembers	65	45	75	1000			0	0	wh_main_vmp_sword_hero_lord	wh2_dlc11_cst_vampire_fleet_admiral_female_pistol	1	none	wh2_dlc11_unit_short_text_cst_cha_fleet_admiral	wh_main_infantry	placeholder	false	trained	wh_nagash_heroes			true	40.0	1500.0	0.0	wh_encourage_fear_hideForest_undead_mountedFireMove	60	80	10	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	aquatic_small	0	40	0	0	0	0	15	0	mage_highvalue	true	false	false	true
nag_hero_warsphinx_summon	10	bone_95	2100	war_beast	64	inf_mel	50	80	wh2_dlc09_tmb_veh_khemrian_warsphinx	hu1_tomb_wb_bigcat01_bow	wh2_dlc09_tmb_warsphinx_rider_360	34	42	55	9612	nag_lon_mortis_sphinx		0	1	wh2_dlc09_tmb_warsphinx		1	none	wh2_dlc09_tmb_veh_khemrian_warsphinx	wh_main_monster	placeholder	false	trained	nag_hero_warsphinx_rider_0			true	40.0	1500.0	0.0	wh2_construct_fear_terror	60	80	0	false	vo_sel_default	vo_sel_default	vo_sel_culture	1.0	10.0	large	15	200	0	0	0	0	0	0	melee_gatecrusher	false	false	false	true
nag_sand_crawlies	10	bone_30	2100	inf_melee	35	inf_mel	20	33	wh_main_unit_long_text_vmp_dire_wolves	gh4_cst_mourngul	wh_main_monster_crypt_horrors	30	14	40	142			0	0	nag_sand_crawlies		4	none	nag_sand_crawlies	wh_main_cavalry_chaotic	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_guerilla_hideForest_undead_stalk	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false
nag_carrion_riders	10	body_20	2100	war_beast	26	cav_mel	20	35	wh2_dlc09_tmb_mon_carrion	gh1_cairn_wraith	wh_main_vmp_inf_wraith	28	36	40	235	nag_carrion_riders		0	24	wh_main_vmp_scythe_cairnwraith		2	none	nag_carrion_riders	wh2_dlc09_tmb_carrions	placeholder	false	trained	cr_nag_cav_carrion_riders_officer			true	40.0	1500.0	0.0	wh_fear_guerrilla_terror_undead	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	0.0	large	0	0	0	0	0	40	0	0	flying_melee_flanker_shock	false	false	false	false
nag_giant_spoop	10	bone_0	2100	inf_melee	20	inf_mel	50	80	wh2_dlc09_tmb_mon_heirotitan	gi1_hierotitan_staff_and_scales	wh2_dlc09_tmb_mon_hierotitan	56	45	60	12612			0	0	whh2_dlc09_tmb_heirotitan		1	none	wh2_dlc09_tmb_mon_heirotitan	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_construct_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	ethereal	0	0	0	0	0	75	0	0	melee_gatecrusher	false	false	false	false
nag_bone_colossus	10	wh2_main_bone_150	2100	inf_melee	30	inf_mel	50	80	wh2_dlc15_unit_long_text_grn_mon_rogue_idol	hu4e_dlc15_rogue_idol	wh2_dlc15_monster_rogue_idol	60	20	75	15992			0	0	wh2_dlc15_rogue_idol_fist		1	none	wh2_dlc15_unit_short_text_grn_mon_rogue_idol	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	15	0	melee_gatecrusher_highvalue	false	false	false	false
nag_endless_tomb	10	bone_50	2100	inf_ranged	20	inf_mis	50	80	wh2_pro06_unit_long_text_tmb_mon_bone_giant	gi1_colossus_bow	nag_endless_tomb	30	25	150	1			0	0	wh_main_vmp_sword_zombie		1	none	nag_endless_tomb	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_construct_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	40	0	ranged_direct_highvalue	false	false	false	false
nag_bombardment_targeting	10	bone_50	2100	inf_ranged	20	inf_mis	50	80	wh2_pro06_unit_long_text_tmb_mon_bone_giant	gi1_colossus_bow	nag_pyramid_bombardment_dummy	30	25	150	1			0	0	wh_main_vmp_sword_zombie		1	none	nag_endless_tomb	wh_main_monster	placeholder	false	trained	A_blank_record			true	40.0	1500.0	0.0	wh2_construct_fear_terror	60	80	0	false	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	10.0	large	0	0	0	0	0	0	40	0	ranged_direct_highvalue	false	false	false	false
nag_spirit_host	10	body_0	2100	war_machine	12	chariot	9	50	wh_dlc04_unit_long_text_vmp_mortis_engine	hu1_empire_hr1_warhorse_lance_sword_shield	wh_main_infantry_standard	30	13	60	7084			0	0	wh_dlc04_vmp_mortis_engine		1	none	nag_spirit_host	wh_main_chariot	placeholder	false	trained	nag_spirit_host		nag_spirit_host_base	true	40.0	1500.0	0.0	wh2_dlc15_fear_terror_strider_undead	60	80	0	false	vo_sel_vampire_mortis_engine	vo_sel_generic	vo_sel_generic	1.0	8.0	large	0	0	0	0	1	75	0	0	melee_cav	false	false	false	false
