id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
90909103	nag_mortarch_arkhan	0	0		none	wh2_dlc09_uniform_tmb_arkhan			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_arkhan_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909104	nag_mortarch_krell	0	0		none	nag_mortarch_krell			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_settra_2handed_halberd	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909105	nag_mortarch_neferata	0	0		none	nag_mortarch_neferata			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1b_def_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909106	nag_mortarch_isabella	0	0		none	nag_mortarch_isabella			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909107	nag_morghasts_archai	0	0		none	nag_morghasts_archai			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_hu12m_morghast_archai	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909108	nag_tomb_prince_01	0	0		none	wh2_dlc09_uniform_tmb_tomb_prince_01			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_tomb_halberd_and_shield	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909109	nag_tomb_prince_02	0	0		none	wh2_dlc09_uniform_tmb_tomb_prince_02			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_tomb_halberd_and_shield	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909110	nag_tomb_prince_03	0	0		none	wh2_dlc09_uniform_tmb_tomb_prince_03			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_tomb_halberd_and_shield	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909111	nag_tomb_prince_04	0	0		none	wh2_dlc09_uniform_tmb_tomb_prince_04			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_tomb_halberd_and_shield	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909112	nag_tomb_prince_05	0	0		none	wh2_dlc09_uniform_tmb_tomb_prince_05			wh2_dlc09_campaign_tmb_ship_transport	wh2_dlc09_campaign_tmb_ship_transport	cam_lord_hu1_tomb_halberd_and_shield	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909113	nag_liche_priest_01_nehek	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_01			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909114	nag_liche_priest_01_death	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_01			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909115	nag_liche_priest_01_light	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_01			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909116	nag_liche_priest_01_shadow	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_01			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909117	nag_liche_priest_01_undeath	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_01			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909118	nag_liche_priest_02_nehek	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_02			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909119	nag_liche_priest_02_death	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_02			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909120	nag_liche_priest_02_light	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_02			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909121	nag_liche_priest_02_shadow	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_02			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909122	nag_liche_priest_02_undeath	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_02			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909123	nag_liche_priest_03_nehek	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_03			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909124	nag_liche_priest_03_death	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_03			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909125	nag_liche_priest_03_light	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_03			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909126	nag_liche_priest_03_shadow	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_03			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909127	nag_liche_priest_03_undeath	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_03			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909128	nag_liche_priest_04_nehek	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_04			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909129	nag_liche_priest_04_death	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_04			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909130	nag_liche_priest_04_light	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_04			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909131	nag_liche_priest_04_shadow	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_04			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909132	nag_liche_priest_04_undeath	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_04			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909133	nag_liche_priest_05_nehek	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_05			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909134	nag_liche_priest_05_death	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_05			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909135	nag_liche_priest_05_light	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_05			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909136	nag_liche_priest_05_shadow	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_05			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909137	nag_liche_priest_05_undeath	0	0		none	wh2_dlc09_uniform_tmb_liche_priest_05			wh2_dlc09_campaign_tmb_ship_agent	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1_liche_priest_staff_and_sword	cam_agent_ship_04	cam_heavy_ship_01	44	0	0
90909138	nag_vampire_01	0	0		none	wh_main_uniform_vmp_vampire_01			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909139	nag_vampire_02	0	0		none	wh_main_uniform_vmp_vampire_02			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909140	nag_vampire_03	0	0		none	wh_main_uniform_vmp_vampire_03			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909141	nag_vampire_alt_01	0	0		none	wh_main_uniform_vmp_vampire_01			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909142	nag_vampire_alt_02	0	0		none	wh_main_uniform_vmp_vampire_02			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909143	nag_vampire_alt_03	0	0		none	wh_main_uniform_vmp_vampire_03			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909144	nag_wight_king_01	0	0		none	wh_main_uniform_vmp_wight_king_01			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909145	nag_wight_king_02	0	0		none	wh_main_uniform_vmp_wight_king_02			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909146	nag_wight_king_03	0	0		none	wh_main_uniform_vmp_wight_king_03			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909147	nag_wight_king_04	0	0		none	wh_main_uniform_vmp_wight_king_04			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909148	nag_gunnery_wight_01	0	0		none	wh2_dlc11_uniform_cst_gunnery_wight_01			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_hu1_cst_gunnery_rifle	cam_cst_transport_ship_01	cam_cst_transport_ship_01	0	0	0
90909149	nag_gunnery_wight_02	0	0		none	wh2_dlc11_uniform_cst_gunnery_wight_02			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hero_hu1_cst_gunnery_rifle	cam_cst_transport_ship_01	cam_cst_transport_ship_01	0	0	0
90909155	nag_mixu_art_set_vmp_dieter_helsnicht	0	0		none	mixu_uniform_vmp_dieter_helsnicht			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909156	nag_mortarch_azhag	0	0		none	wh_main_uniform_grn_azhag_the_slaughterer			wh_main_campaign_grn_ship_heavy	wh_main_campaign_grn_ship_heavy	cam_hu2_orc_sword_and_axe	cam_heavy_ship_02	cam_heavy_ship_02	0	0	0
90909157	nag_lahmia_neferata	0	0		none	nag_mortarch_neferata			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_lord_hu1b_def_staff_and_sword	cam_transport_ship_06	cam_transport_ship_06	0	0	0
90909158	nag_vampire_lord_01	0	0		none	wh_main_uniform_vmp_lord_01			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909159	nag_vampire_lord_02	0	0		none	wh_main_uniform_vmp_lord_02			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909160	nag_vampire_lord_03	0	0		none	wh_main_uniform_vmp_lord_03			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909161	nag_vampire_lord_04	0	0		none	wh_main_uniform_vmp_lord_04			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909162	nag_vampire_lord_05	0	0		none	wh_main_uniform_vmp_lord_05			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_sword_and_shield	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909163	nag_master_necromancer_01	0	0		none	wh_main_uniform_vmp_master_necromancer_01			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909164	nag_master_necromancer_02	0	0		none	wh_main_uniform_vmp_master_necromancer_02			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909165	nag_master_necromancer_03	0	0		none	wh_main_uniform_vmp_master_necromancer_03			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909166	nag_master_necromancer_04	0	0		none	wh_main_uniform_vmp_master_necromancer_04			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hu1_empire_staff_and_sword	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909167	nag_tomb_banshee_01	0	0		none	wh_main_uniform_vmp_banshee_01			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_gh1_ghost	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909168	nag_tomb_banshee_02	0	0		none	wh_main_uniform_vmp_banshee_02			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_gh1_ghost	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909169	nag_tomb_banshee_03	0	0		none	wh_main_uniform_vmp_banshee_03			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_gh1_ghost	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909170	nag_mortarch_dk	0	0		none	Dread_King			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
90909171	nag_mortarch_hand	0	0		none	elo_hand_of_nagash			ovn_campaign_dkl_ship_transport	ovn_campaign_dkl_ship_transport	cam_hu1_empire_staff_and_sword	cam_drk_ship_01	cam_drk_ship_01	0	0	0
90909172	nag_mortarch_drekla	0	0		none	mixu_uniform_cst_drekla			wh2_dlc11_campaign_cst_ship_agent	wh2_dlc11_campaign_cst_ship_agent	cam_hu1_empire_sword_and_shield	cam_cst_transport_ship_01	cam_cst_transport_ship_01	0	0	0
90909173	nag_guinevere	0	0		none	nag_guinevere			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909174	nag_guinevere_male	0	0		none	nag_guinevere			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_hu1b_vampire_sword	cam_light_ship_01	cam_heavy_ship_01	0	0	0
90909175	nag_mortarch_kalledria	0	0		none	nag_mortarch_kalledria			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hero_hu1f_dlc16_ariel_staff	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909176	nag_vmp_kalledria	0	0		none	nag_mortarch_kalledria			wh_main_campaign_vmp_ship_heavy	wh_main_campaign_vmp_ship_heavy	cam_hero_hu1f_dlc16_ariel_staff	cam_heavy_ship_01	cam_heavy_ship_01	0	0	0
90909177	rhox_nagash_banshee_summoned	0	0		none	wh_main_uniform_vmp_banshee_01			wh_main_campaign_vmp_ship_light	wh_main_campaign_vmp_ship_heavy	cam_gh1_ghost	cam_light_ship_01	cam_heavy_ship_01	0	0	0
