level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value
nag_bpyramid_ew3_growth_2	nag_bpyramid_ew3_growth	1	1	1500	0		false	false		true	nag_bpyramid_ew3_growth	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_bpyramid_ww3_industry_1	nag_bpyramid_ww3_industry	0	1	750	0		false	false		true	nag_bpyramid_ww3_industry	false	0.0000	0	true	0		true	0	0		0
nag_bpyramid_ww3_industry_2	nag_bpyramid_ww3_industry	1	1	1500	0		false	false		true	nag_bpyramid_ww3_industry	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_bpyramid_ew4_other_1	nag_bpyramid_ew4_other	0	1	15000	0		false	false		true	nag_bpyramid_ew4_other	false	0.0000	0	true	0		true	0	0	nag_building_4	0
nag_bpyramid_ww4_extra_1	nag_bpyramid_ww4_extra	0	1	15000	0		false	false		true	nag_bpyramid_ww4_extra	false	0.0000	0	true	0		true	0	0	nag_building_4	0
nag_bpyramid_hidden_1	nag_bpyramid_hidden	0	1	9000	0		false	false		true	nag_bpyramid_hidden	false	0.0000	10	true	0		false	0	0		0
nag_nagash_horde_special_1	nag_nagash_horde_special	0	1	1000	0		false	false		true	nag_nagash_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_nagash_horde_special_2	nag_nagash_horde_special	1	1	2000	0		false	false		true	nag_nagash_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_nagash_horde_special_3	nag_nagash_horde_special	2	1	4000	0		false	false		true	nag_nagash_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_arkhan_horde_special_1	nag_arkhan_horde_special	0	1	1000	0		false	false		true	nag_arkhan_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_arkhan_horde_special_2	nag_arkhan_horde_special	1	1	2000	0		false	false		true	nag_arkhan_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_arkhan_horde_special_3	nag_arkhan_horde_special	2	1	4000	0		false	false		true	nag_arkhan_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_arkhan_horde_special_4	nag_arkhan_horde_special	3	1	6000	0		false	false		true	nag_arkhan_horde_special	false	0.0000	4	false	3		true	0	0		0
nag_arkhan_horde_special_5	nag_arkhan_horde_special	4	1	8000	0		false	false		true	nag_arkhan_horde_special	false	0.0000	5	false	4		true	0	0		0
nag_vlad_horde_special_1	nag_vlad_horde_special	0	1	1000	0		false	false		true	nag_vlad_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_vlad_horde_special_2	nag_vlad_horde_special	1	1	2000	0		false	false		true	nag_vlad_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_vlad_horde_special_3	nag_vlad_horde_special	2	1	4000	0		false	false		true	nag_vlad_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_vlad_horde_special_4	nag_vlad_horde_special	3	1	6000	0		false	false		true	nag_vlad_horde_special	false	0.0000	4	false	3		true	0	0		0
nag_vlad_horde_special_5	nag_vlad_horde_special	4	1	8000	0		false	false		true	nag_vlad_horde_special	false	0.0000	5	false	4		true	0	0		0
nag_neffy_horde_special_1	nag_neffy_horde_special	0	1	1000	0		false	false		true	nag_neffy_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_neffy_horde_special_2	nag_neffy_horde_special	1	1	2000	0		false	false		true	nag_neffy_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_neffy_horde_special_3	nag_neffy_horde_special	2	1	4000	0		false	false		true	nag_neffy_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_neffy_horde_special_4	nag_neffy_horde_special	3	1	6000	0		false	false		true	nag_neffy_horde_special	false	0.0000	4	false	3		true	0	0		0
nag_neffy_horde_special_5	nag_neffy_horde_special	4	1	8000	0		false	false		true	nag_neffy_horde_special	false	0.0000	5	false	4		true	0	0		0
nag_manny_horde_special_1	nag_manny_horde_special	0	1	1000	0		false	false		true	nag_manny_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_manny_horde_special_2	nag_manny_horde_special	1	1	2000	0		false	false		true	nag_manny_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_manny_horde_special_3	nag_manny_horde_special	2	1	4000	0		false	false		true	nag_manny_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_manny_horde_special_4	nag_manny_horde_special	3	1	6000	0		false	false		true	nag_manny_horde_special	false	0.0000	4	false	3		true	0	0		0
nag_manny_horde_special_5	nag_manny_horde_special	4	1	8000	0		false	false		true	nag_manny_horde_special	false	0.0000	5	false	4		true	0	0		0
nag_krell_horde_special_1	nag_krell_horde_special	0	1	1000	0		false	false		true	nag_krell_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_krell_horde_special_2	nag_krell_horde_special	1	1	2000	0		false	false		true	nag_krell_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_krell_horde_special_3	nag_krell_horde_special	2	1	4000	0		false	false		true	nag_krell_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_krell_horde_special_4	nag_krell_horde_special	3	1	6000	0		false	false		true	nag_krell_horde_special	false	0.0000	4	false	3		true	0	0		0
nag_krell_horde_special_5	nag_krell_horde_special	4	1	8000	0		false	false		true	nag_krell_horde_special	false	0.0000	5	false	4		true	0	0		0
nag_luthor_horde_special_1	nag_luthor_horde_special	0	1	1000	0		false	false		true	nag_luthor_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_luthor_horde_special_2	nag_luthor_horde_special	1	1	2000	0		false	false		true	nag_luthor_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_luthor_horde_special_3	nag_luthor_horde_special	2	1	4000	0		false	false		true	nag_luthor_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_luthor_horde_special_4	nag_luthor_horde_special	3	1	6000	0		false	false		true	nag_luthor_horde_special	false	0.0000	4	false	3		true	0	0		0
nag_luthor_horde_special_5	nag_luthor_horde_special	4	1	8000	0		false	false		true	nag_luthor_horde_special	false	0.0000	5	false	4		true	0	0		0
nag_nagash_horde_landmark_0	nag_nagash_horde_landmark	0	1	2500	0		false	false		true	nag_nagash_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_nagash_horde_landmark_1	nag_nagash_horde_landmark	1	1	5000	0		false	false		true	nag_nagash_horde_landmark	false	0.0000	2	true	2		true	0	0		0
nag_arkhan_horde_landmark_0	nag_arkhan_horde_landmark	0	1	2500	0		false	false		true	nag_arkhan_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_arkhan_horde_landmark_1	nag_arkhan_horde_landmark	1	1	5000	0		false	false		true	nag_arkhan_horde_landmark	false	0.0000	2	true	3		true	0	0		0
nag_vlad_horde_landmark_0	nag_vlad_horde_landmark	0	1	2500	0		false	false		true	nag_vlad_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_vlad_horde_landmark_1	nag_vlad_horde_landmark	1	1	5000	0		false	false		true	nag_vlad_horde_landmark	false	0.0000	2	true	3		true	0	0		0
nag_neffy_horde_landmark_0	nag_neffy_horde_landmark	0	1	2500	0		false	false		true	nag_neffy_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_neffy_horde_landmark_1	nag_neffy_horde_landmark	1	1	5000	0		false	false		true	nag_neffy_horde_landmark	false	0.0000	2	true	3		true	0	0		0
nag_manny_horde_landmark_0	nag_manny_horde_landmark	0	1	2500	0		false	false		true	nag_manny_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_manny_horde_landmark_1	nag_manny_horde_landmark	1	1	5000	0		false	false		true	nag_manny_horde_landmark	false	0.0000	2	true	3		true	0	0		0
nag_krell_horde_landmark_0	nag_krell_horde_landmark	0	1	2500	0		false	false		true	nag_krell_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_krell_horde_landmark_1	nag_krell_horde_landmark	1	1	5000	0		false	false		true	nag_krell_horde_landmark	false	0.0000	2	true	3		true	0	0		0
nag_luthor_horde_landmark_0	nag_luthor_horde_landmark	0	1	2500	0		false	false		true	nag_luthor_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_luthor_horde_landmark_1	nag_luthor_horde_landmark	1	1	5000	0		false	false		true	nag_luthor_horde_landmark	false	0.0000	2	true	3		true	0	0		0
nag_horde_military1_barracks_1	nag_horde_military1_barracks	0	1	1000	0		false	false		true	nag_horde_military1_barracks	false	0.0000	0	true	0		true	0	0		0
nag_horde_military1_barracks_2	nag_horde_military1_barracks	1	1	2000	0		false	false		true	nag_horde_military1_barracks	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_horde_military1_barracks_3	nag_horde_military1_barracks	2	1	3000	0		false	false		true	nag_horde_military1_barracks	false	0.0000	0	true	2		true	0	0	nag_building_2	0
nag_horde_military2_stables_1	nag_horde_military2_stables	0	1	1000	0		false	false		true	nag_horde_military2_stables	false	0.0000	0	true	0		true	0	0		0
nag_horde_military2_stables_2	nag_horde_military2_stables	1	1	2000	0		false	false		true	nag_horde_military2_stables	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_horde_military2_stables_3	nag_horde_military2_stables	2	1	3000	0		false	false		true	nag_horde_military2_stables	false	0.0000	0	true	3		true	0	0	nag_building_2	0
nag_horde_military3_warmachines_1	nag_horde_military3_warmachines	0	1	2000	0		false	false		true	nag_horde_military3_warmachines	false	0.0000	0	true	2		true	0	0		0
nag_horde_military3_warmachines_2	nag_horde_military3_warmachines	1	1	4000	0		false	false		true	nag_horde_military3_warmachines	false	0.0000	0	true	3		true	0	0	nag_building_1	0
nag_horde_military4_monsters_1	nag_horde_military4_monsters	0	1	1500	0		false	false		true	nag_horde_military4_monsters	false	0.0000	0	true	2		true	0	0		0
nag_horde_military4_monsters_2	nag_horde_military4_monsters	1	1	3000	0		false	false		true	nag_horde_military4_monsters	false	0.0000	0	true	3		true	0	0	nag_building_1	0
nag_horde_military4_monsters_3	nag_horde_military4_monsters	2	1	4500	0		false	false		true	nag_horde_military4_monsters	false	0.0000	0	true	4		true	0	0	nag_building_2	0
nag_horde_support1_smith_1	nag_horde_support1_smith	0	1	2000	0		false	false		true	nag_horde_support1_smith	false	0.0000	0	true	2		true	0	0		0
nag_horde_support1_smith_2	nag_horde_support1_smith	1	1	4000	0		false	false		true	nag_horde_support1_smith	false	0.0000	0	true	3		true	0	0	nag_building_1	0
nag_horde_support2_worship_1	nag_horde_support2_worship	0	1	1000	0		false	false		true	nag_horde_support2_worship	false	0.0000	0	true	0		true	0	0		0
nag_horde_support2_worship_2	nag_horde_support2_worship	1	1	2000	0		false	false		true	nag_horde_support2_worship	false	0.0000	0	true	2		true	0	0	nag_building_1	0
nag_horde_support2_worship_3	nag_horde_support2_worship	2	1	3000	0		false	false		true	nag_horde_support2_worship	false	0.0000	0	true	3		true	0	0	nag_building_2	0
nag_horde_support2_worship_4	nag_horde_support2_worship	3	1	4000	0		false	false		true	nag_horde_support2_worship	false	0.0000	0	true	4		true	0	0	nag_building_3	0
nag_horde_support3_wizards_1	nag_horde_support3_wizards	0	1	3000	0		false	false		true	nag_horde_support3_wizards	false	0.0000	0	true	3		true	0	0		0
nag_horde_infrastructure1_growth_1	nag_horde_infrastructure1_growth	0	1	750	0		false	false		true	nag_horde_infrastructure1_growth	false	0.0000	0	true	0		true	0	0		0
nag_horde_infrastructure1_growth_2	nag_horde_infrastructure1_growth	1	1	1500	0		false	false		true	nag_horde_infrastructure1_growth	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_horde_infrastructure1_growth_3	nag_horde_infrastructure1_growth	2	1	2250	0		false	false		true	nag_horde_infrastructure1_growth	false	0.0000	0	true	2		true	0	0	nag_building_2	0
nag_horde_infrastructure2_industry_1	nag_horde_infrastructure2_industry	0	1	750	0		false	false		true	nag_horde_infrastructure2_industry	false	0.0000	0	true	0		true	0	0		0
nag_horde_infrastructure2_industry_2	nag_horde_infrastructure2_industry	1	1	1500	0		false	false		true	nag_horde_infrastructure2_industry	false	0.0000	0	true	2		true	0	0	nag_building_2	0
nag_horde_infrastructure3_energy_1	nag_horde_infrastructure3_energy	0	1	750	0		false	false		true	nag_horde_infrastructure3_energy	false	0.0000	0	true	0		true	0	0		0
nag_horde_infrastructure3_energy_2	nag_horde_infrastructure3_energy	1	1	1500	0		false	false		true	nag_horde_infrastructure3_energy	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_horde_infrastructure3_energy_3	nag_horde_infrastructure3_energy	2	1	2250	0		false	false		true	nag_horde_infrastructure3_energy	false	0.0000	0	true	2		true	0	0	nag_building_2	0
nag_horde_infrastructure4_other_1	nag_horde_infrastructure4_other	0	1	750	0		false	false		true	nag_horde_infrastructure4_other	false	0.0000	0	true	0		true	0	0		0
nag_horde_infrastructure4_other_2	nag_horde_infrastructure4_other	1	1	1500	0		false	false		true	nag_horde_infrastructure4_other	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_subhorde_main_1	nag_subhorde_main	0	1	1000	0		false	false		true	nag_subhorde_main	false	0.0000	0	false	0		true	0	0		0
nag_subhorde_main_2	nag_subhorde_main	1	1	2000	0		false	false		true	nag_subhorde_main	false	0.0000	1	false	1		true	0	0		0
nag_subhorde_main_3	nag_subhorde_main	2	1	4000	0		false	false		true	nag_subhorde_main	false	0.0000	2	false	2		true	0	0		0
nag_subhorde_military0_guard_1	nag_subhorde_military0_guard	0	1	4000	0		false	false		true	nag_subhorde_military0_guard	false	0.0000	0	true	2		true	0	0		0
nag_subhorde_military1_barracks_1	nag_subhorde_military1_barracks	0	1	1000	0		false	false		true	nag_subhorde_military1_barracks	false	0.0000	0	true	0		true	0	0		0
nag_subhorde_military1_barracks_2	nag_subhorde_military1_barracks	1	1	2000	0		false	false		true	nag_subhorde_military1_barracks	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_subhorde_military1_barracks_3	nag_subhorde_military1_barracks	2	1	3000	0		false	false		true	nag_subhorde_military1_barracks	false	0.0000	0	true	2		true	0	0	nag_building_2	0
nag_subhorde_military2_stables_1	nag_subhorde_military2_stables	0	1	1000	0		false	false		true	nag_subhorde_military2_stables	false	0.0000	0	true	0		true	0	0		0
nag_subhorde_military2_stables_2	nag_subhorde_military2_stables	1	1	2000	0		false	false		true	nag_subhorde_military2_stables	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_subhorde_military3_warmachines	nag_subhorde_military3_warmachines	0	1	2000	0		false	false		true	nag_subhorde_military3_warmachines	false	0.0000	0	true	2		true	0	0		0
nag_subhorde_military4_monsters	nag_subhorde_military4_monsters	0	1	1500	0		false	false		true	nag_subhorde_military4_monsters	false	0.0000	0	true	2		true	0	0		0
nag_subhorde_support1_smith_1	nag_subhorde_support1_smith	0	1	2000	0		false	false		true	nag_subhorde_support1_smith	false	0.0000	0	true	2		true	0	0		0
nag_subhorde_support2_worship_1	nag_subhorde_support2_worship	0	1	1000	0		false	false		true	nag_subhorde_support2_worship	false	0.0000	0	true	0		true	0	0		0
nag_subhorde_support2_worship_2	nag_subhorde_support2_worship	1	1	2000	0		false	false		true	nag_subhorde_support2_worship	false	0.0000	0	true	2		true	0	0	nag_building_1	0
nag_subhorde_infrastructure1_growth_1	nag_subhorde_infrastructure1_growth	0	1	750	0		false	false		true	nag_subhorde_infrastructure1_growth	false	0.0000	0	true	0		true	0	0		0
nag_subhorde_infrastructure1_growth_2	nag_subhorde_infrastructure1_growth	1	1	1500	0		false	false		true	nag_subhorde_infrastructure1_growth	false	0.0000	0	true	1		true	0	0	nag_building_1	0
nag_subhorde_infrastructure2_industry_1	nag_subhorde_infrastructure2_industry	0	1	750	0		false	false		true	nag_subhorde_infrastructure2_industry	false	0.0000	0	true	0		true	0	0		0
nag_subhorde_infrastructure2_industry_2	nag_subhorde_infrastructure2_industry	1	1	1500	0		false	false		true	nag_subhorde_infrastructure2_industry	false	0.0000	0	true	2		true	0	0	nag_building_1	0
nag_dieter_horde_landmark_0	nag_dieter_horde_landmark	0	1	2500	0		false	false		true	nag_dieter_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_dieter_horde_landmark_1	nag_dieter_horde_landmark	1	1	5000	0		false	false		true	nag_dieter_horde_landmark	false	0.0000	2	true	3		true	0	0		0
nag_dieter_horde_special_1	nag_dieter_horde_special	0	1	1000	0		false	false		true	nag_dieter_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_dieter_horde_special_2	nag_dieter_horde_special	1	1	2000	0		false	false		true	nag_dieter_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_dieter_horde_special_3	nag_dieter_horde_special	2	1	4000	0		false	false		true	nag_dieter_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_dieter_horde_special_4	nag_dieter_horde_special	3	1	6000	0		false	false		true	nag_dieter_horde_special	false	0.0000	4	false	3		true	0	0		0
nag_dieter_horde_special_5	nag_dieter_horde_special	4	1	8000	0		false	false		true	nag_dieter_horde_special	false	0.0000	5	false	4		true	0	0		0
nag_azhag_horde_landmark_0	nag_azhag_horde_landmark	0	1	2500	0		false	false		true	nag_azhag_horde_landmark	false	0.0000	1	true	1		true	0	0		0
nag_azhag_horde_landmark_1	nag_azhag_horde_landmark	1	1	5000	0		false	false		true	nag_azhag_horde_landmark	false	0.0000	2	true	3		true	0	0		0
nag_azhag_horde_special_1	nag_azhag_horde_special	0	1	1000	0		false	false		true	nag_azhag_horde_special	false	0.0000	0	false	0		true	0	0		0
nag_azhag_horde_special_2	nag_azhag_horde_special	1	1	2000	0		false	false		true	nag_azhag_horde_special	false	0.0000	1	false	1		true	0	0		0
nag_azhag_horde_special_3	nag_azhag_horde_special	2	1	4000	0		false	false		true	nag_azhag_horde_special	false	0.0000	2	false	2		true	0	0		0
nag_azhag_horde_special_4	nag_azhag_horde_special	3	1	6000	0		false	false		true	nag_azhag_horde_special	false	0.0000	4	false	3		true	0	0		0
nag_azhag_horde_special_5	nag_azhag_horde_special	4	1	8000	0		false	false		true	nag_azhag_horde_special	false	0.0000	5	false	4		true	0	0		0
