level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
wh2_dlc09_special_settlement_gaean_vale_nag_1	wh2_dlc09_special_settlement_gaean_vale_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc09_special_settlement_gaean_vale_nag_ruin	wh2_dlc09_special_settlement_gaean_vale_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_hexoatl_nag_1	wh2_dlc09_special_settlement_hexoatl_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc09_special_settlement_hexoatl_nag_ruin	wh2_dlc09_special_settlement_hexoatl_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_itza_nag_1	wh2_dlc09_special_settlement_itza_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc09_special_settlement_itza_nag_ruin	wh2_dlc09_special_settlement_itza_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_karaz_a_karak_nag_1	wh2_dlc09_special_settlement_karaz_a_karak_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc09_special_settlement_karaz_a_karak_nag_ruin	wh2_dlc09_special_settlement_karaz_a_karak_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_khemri_nag_1	wh2_dlc09_special_settlement_khemri_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
wh2_dlc09_special_settlement_khemri_nag_ruin	wh2_dlc09_special_settlement_khemri_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_kislev_nag_1	wh2_dlc09_special_settlement_kislev_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc09_special_settlement_kislev_nag_ruin	wh2_dlc09_special_settlement_kislev_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_konquata_nag_1	wh2_dlc09_special_settlement_konquata_nag	1	2	800	0		false	0	0	0	0	false				true		false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
wh2_dlc09_special_settlement_konquata_nag_ruin	wh2_dlc09_special_settlement_konquata_nag	0	1	0	0		false	0	0	0	0	false				true		false	0.0	0	true	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_lahmia_nag_1	wh2_dlc09_special_settlement_lahmia_nag	1	2	800	0		false	0	0	0	0	false				true		false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
wh2_dlc09_special_settlement_lahmia_nag_ruin	wh2_dlc09_special_settlement_lahmia_nag	0	1	0	0		false	0	0	0	0	false				true		false	0.0	0	true	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_lothern_nag_1	wh2_dlc09_special_settlement_lothern_nag	1	2	1000	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc09_special_settlement_lothern_nag_ruin	wh2_dlc09_special_settlement_lothern_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_miragliano_nag_1	wh2_dlc09_special_settlement_miragliano_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc09_special_settlement_miragliano_nag_ruin	wh2_dlc09_special_settlement_miragliano_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_naggarond_nag_1	wh2_dlc09_special_settlement_naggarond_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc09_special_settlement_naggarond_nag_ruin	wh2_dlc09_special_settlement_naggarond_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc09_special_settlement_pyramid_of_nagash_nag_1	wh2_dlc09_special_settlement_pyramid_of_nagash_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	true	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
wh2_dlc09_special_settlement_pyramid_of_nagash_nag_ruin	wh2_dlc09_special_settlement_pyramid_of_nagash_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main_coast	true	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc15_special_settlement_massif_orcal_nag_1	wh2_dlc15_special_settlement_massif_orcal_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc15_special_settlement_massif_orcal_nag_ruin	wh2_dlc15_special_settlement_massif_orcal_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc15_special_settlement_tor_yvresse_nag_1	wh2_dlc15_special_settlement_tor_yvresse_nag	1	2	800	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	2000
wh2_dlc15_special_settlement_tor_yvresse_nag_ruin	wh2_dlc15_special_settlement_tor_yvresse_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_settlement_sartosa_nag_1	wh2_main_special_settlement_sartosa_nag	1	2	1000	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
wh2_main_special_settlement_sartosa_nag_ruin	wh2_main_special_settlement_sartosa_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_settlement_the_awakening_nag_1	wh2_main_special_settlement_the_awakening_nag	1	2	1000	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
wh2_main_special_settlement_the_awakening_nag_ruin	wh2_main_special_settlement_the_awakening_nag	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_primary_main	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc11_special_settlement_galleons_graveyard_nag_1	wh2_dlc11_special_settlement_galleons_graveyard_nag	1	1	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_dlc11_cam_settlement_galleons_graveyard_vampire_coast	true	0	0
wh2_dlc11_special_settlement_galleons_graveyard_nag_ruin	wh2_dlc11_special_settlement_galleons_graveyard_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh2_dlc11_cam_settlement_galleons_graveyard_vampire_coast	true	0	0
wh2_main_special_settlement_hellpit_nag_1	wh2_main_special_settlement_hellpit_nag	1	2	1000	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_settlement_hellpit_nag_ruin	wh2_main_special_settlement_hellpit_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_settlement_skavenblight_nag_1	wh2_main_special_settlement_skavenblight_nag	1	2	1000	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh2_cam_settlement_capital_skaven	true	0	0
wh2_main_special_settlement_skavenblight_nag_ruin	wh2_main_special_settlement_skavenblight_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_empire_fort_nag_1	wh2_main_special_empire_fort_nag	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
wh2_main_special_empire_fort_nag_ruins	wh2_main_special_empire_fort_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_fortress_gate_eagle_nag_1	wh2_main_special_fortress_gate_eagle_nag	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
wh2_main_special_fortress_gate_eagle_nag_ruins	wh2_main_special_fortress_gate_eagle_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_fortress_gate_griffon_nag_1	wh2_main_special_fortress_gate_griffon_nag	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
wh2_main_special_fortress_gate_griffon_nag_ruins	wh2_main_special_fortress_gate_griffon_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_fortress_gate_phoenix_nag_1	wh2_main_special_fortress_gate_phoenix_nag	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
wh2_main_special_fortress_gate_phoenix_nag_ruins	wh2_main_special_fortress_gate_phoenix_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_fortress_gate_unicorn_nag_1	wh2_main_special_fortress_gate_unicorn_nag	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh_cam_settlement_major_vampire	true	0	0
wh2_main_special_fortress_gate_unicorn_nag_ruins	wh2_main_special_fortress_gate_unicorn_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_settlement_colony_major_nag_1	wh2_main_special_settlement_colony_major_nag	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh_cam_settlement_major_empire	true	0	2000
wh2_main_special_settlement_colony_major_nag_ruin	wh2_main_special_settlement_colony_major_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_settlement_colony_minor_nag_1	wh2_main_special_settlement_colony_minor_nag	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	true	0	wh_cam_settlement_minor_empire	true	0	2000
wh2_main_special_settlement_colony_minor_nag_ruin	wh2_main_special_settlement_colony_minor_nag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_wef_oak_of_ages_nag_1	wh_dlc05_wef_oak_of_ages_nag	1	1	100	0		false	0	0	0	0	false				true	wh_dlc05_elf_oak_of_ages	false	0.0	0	true	0	wh_dlc05_wef_oak_of_ages_low_tier	true	0	0
wh2_main_wef_oak_of_ages_nag_ruin	wh_dlc05_wef_oak_of_ages_nag	0	1	0	0		false	0	0	0	0	false				true	wh_dlc05_elf_oak_of_ages	false	0.0	0	true	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc15_special_morgheim_necropolis_nag_1	wh2_dlc15_special_morgheim_necropolis_nag	0	4	5000	0		false	0	0	0	0	false				true	wh2_dlc15_special_morgheim_necropolis_tmb	false	0.0	0	true	1		true	0	0
wh2_main_special_galbaraz_mourkain_nag_1	wh2_main_special_galbaraz_mourkain_nag	0	4	4000	0		false	0	0	0	0	false				true	wh2_main_special_galbaraz_mourkain_tmb	false	0.0	0	true	1		true	0	0
wh2_twa03_special_ogham_stones_nag_1	wh2_twa03_special_ogham_stones_nag	0	3	2000	0		false	0	0	0	0	false				true	wh2_twa03_special_ogham_stones	false	0.0	0	true	1		true	0	0
wh2_dlc14_special_dragon_isle_port_nag_1	wh2_dlc14_special_dragon_isle_port_nag	1	1	800	0		false	0	0	0	0	false				true	wh2_dlc14_special_dragon_isle_port	false	0.0	0	true	1		true	0	0
wh2_dlc14_special_dragon_isle_port_ruin_nag	wh2_dlc14_special_dragon_isle_port_nag	0	0	0	0		false	0	0	0	0	false				true	wh2_dlc14_special_dragon_isle_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_main_special_lothern_port_nag_1	wh2_main_special_lothern_port_nag	1	2	1000	0		false	0	0	0	0	false				true	wh2_main_special_lothern_port	false	0.0	0	true	1		true	0	0
wh2_main_special_lothern_port_nag_ruin	wh2_main_special_lothern_port_nag	0	0	0	0		false	0	0	0	0	false				true	wh2_main_special_lothern_port	false	0.0	0	false	0		true	0	0
wh_main_special_erengrad_port_nag_1	wh_main_special_erengrad_port_nag	1	2	1000	0		false	0	0	0	0	false				true	wh_main_special_erengrad_port	false	0.0	0	true	1		true	0	0
wh_main_special_erengrad_port_nag_ruin	wh_main_special_erengrad_port_nag	0	0	0	0		false	0	0	0	0	false				true	wh_main_special_erengrad_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh_main_special_marienburg_port_nag_1	wh_main_special_marienburg_port_nag	1	2	1000	0		false	0	0	0	0	false				true	wh_main_special_marienburg_port	false	0.0	0	true	1		true	0	0
wh_main_special_marienburg_port_nag_ruin	wh_main_special_marienburg_port_nag	0	0	0	0		false	0	0	0	0	false				true	wh_main_special_marienburg_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh_twa03_special_albion_port_nag_1	wh_twa03_special_albion_port_nag	1	1	500	0		false	0	0	0	0	false				true	wh_main_special_albion_port	false	0.0	0	true	1		true	0	0
wh_twa03_special_albion_port_nag_ruin	wh_twa03_special_albion_port_nag	0	0	0	0		false	0	0	0	0	false				true	wh_main_special_albion_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh2_dlc14_special_copher_port_nag_1	wh2_dlc14_special_copher_port_nag	1	2	1000	0		false	0	0	0	0	false				true	wh2_dlc14_special_copher_port	false	0.0	0	true	1		true	0	0
wh2_dlc14_special_copher_port_nag_ruin	wh2_dlc14_special_copher_port_nag	0	1	0	0		false	0	0	0	0	false				true	wh2_dlc14_special_copher_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
wh_main_brt_legendary_port_nag_1	wh_main_bretonnia_legendary_bordeleaux_nag	1	2	1500	0		false	0	0	0	0	false				true	wh_main_BRETONNIA_port	false	0.0	0	true	1		true	0	0
wh_main_brt_legendary_port_nag_ruin	wh_main_bretonnia_legendary_bordeleaux_nag	0	0	0	0		false	0	0	0	0	false				true	wh_main_BRETONNIA_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
