level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
nag_outpost_norsca_primary_main_coast_4	nag_outpost_norsca_primary_main_coast	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_norsca_primary_main_coast_5	nag_outpost_norsca_primary_main_coast	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_secondary_main_ruin	nag_outpost_secondary_main	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_secondary_main_1	nag_outpost_secondary_main	1	1	300	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor	false	0.0	0	true	0	wh2_cam_settlement_minor_tombkings	true	0	0
nag_outpost_secondary_main_coast_ruin	nag_outpost_secondary_main_coast	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_secondary_main_coast_1	nag_outpost_secondary_main_coast	1	1	300	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	true	0	wh2_cam_settlement_minor_tombkings	true	0	0
nag_outpost_norsca_secondary_main_ruin	nag_outpost_norsca_secondary_main	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_norsca_secondary_main_1	nag_outpost_norsca_secondary_main	1	1	300	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor	false	0.0	0	true	0	wh2_cam_settlement_minor_tombkings	true	0	0
nag_outpost_norsca_secondary_coast_main_ruin	nag_outpost_norsca_secondary_main_coast	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_norsca_secondary_main_coast_1	nag_outpost_norsca_secondary_main_coast	1	1	300	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_minor_coast	false	0.0	0	true	0	wh2_cam_settlement_minor_tombkings	true	0	0
nag_outpost_main_port_ruin	nag_outpost_main_port	0	1	0	0		false	0	0	0	0	false				true	nag_outpost_main_port	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_main_port_1	nag_outpost_main_port	1	1	500	0		false	0	0	0	0	false				true	nag_outpost_main_port	false	0.0	0	true	1	Wh_Cam_Settlement_Port_Tomb_Kings	true	0	0
nag_outpost_primary_main_altdorf_1	nag_outpost_primary_main_altdorf	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_altdorf_2	nag_outpost_primary_main_altdorf	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_altdorf_3	nag_outpost_primary_main_altdorf	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_altdorf_4	nag_outpost_primary_main_altdorf	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_altdorf_5	nag_outpost_primary_main_altdorf	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_altdorf_ruin	nag_outpost_primary_main_altdorf	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_athel_loren_1	nag_outpost_primary_main_athel_loren	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_athel_loren_2	nag_outpost_primary_main_athel_loren	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_athel_loren_3	nag_outpost_primary_main_athel_loren	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_athel_loren_4	nag_outpost_primary_main_athel_loren	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_athel_loren_5	nag_outpost_primary_main_athel_loren	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_athel_loren_ruin	nag_outpost_primary_main_athel_loren	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_black_crag_1	nag_outpost_primary_main_black_crag	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_black_crag_2	nag_outpost_primary_main_black_crag	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_black_crag_3	nag_outpost_primary_main_black_crag	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_black_crag_4	nag_outpost_primary_main_black_crag	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_black_crag_5	nag_outpost_primary_main_black_crag	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_black_crag_ruin	nag_outpost_primary_main_black_crag	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_castle_drakenhof_1	nag_outpost_primary_main_castle_drakenhof	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_castle_drakenhof_2	nag_outpost_primary_main_castle_drakenhof	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_castle_drakenhof_3	nag_outpost_primary_main_castle_drakenhof	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_castle_drakenhof_4	nag_outpost_primary_main_castle_drakenhof	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_castle_drakenhof_5	nag_outpost_primary_main_castle_drakenhof	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_castle_drakenhof_ruin	nag_outpost_primary_main_castle_drakenhof	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_couronne_1	nag_outpost_primary_main_couronne	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_couronne_2	nag_outpost_primary_main_couronne	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_couronne_3	nag_outpost_primary_main_couronne	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_couronne_4	nag_outpost_primary_main_couronne	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_couronne_5	nag_outpost_primary_main_couronne	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_couronne_ruin	nag_outpost_primary_main_couronne	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_eight_peaks_1	nag_outpost_primary_main_eight_peaks	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_eight_peaks_2	nag_outpost_primary_main_eight_peaks	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_eight_peaks_3	nag_outpost_primary_main_eight_peaks	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_eight_peaks_4	nag_outpost_primary_main_eight_peaks	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_eight_peaks_5	nag_outpost_primary_main_eight_peaks	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_eight_peaks_ruin	nag_outpost_primary_main_eight_peaks	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_gaean_vale_1	nag_outpost_primary_main_gaean_vale	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_gaean_vale_2	nag_outpost_primary_main_gaean_vale	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_gaean_vale_3	nag_outpost_primary_main_gaean_vale	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_gaean_vale_4	nag_outpost_primary_main_gaean_vale	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_gaean_vale_5	nag_outpost_primary_main_gaean_vale	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_gaean_vale_ruin	nag_outpost_primary_main_gaean_vale	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_hexoatl_1	nag_outpost_primary_main_hexoatl	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_hexoatl_2	nag_outpost_primary_main_hexoatl	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_hexoatl_3	nag_outpost_primary_main_hexoatl	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_hexoatl_4	nag_outpost_primary_main_hexoatl	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_hexoatl_5	nag_outpost_primary_main_hexoatl	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_hexoatl_ruin	nag_outpost_primary_main_hexoatl	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_itza_1	nag_outpost_primary_main_itza	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_itza_2	nag_outpost_primary_main_itza	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_itza_3	nag_outpost_primary_main_itza	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_itza_4	nag_outpost_primary_main_itza	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_itza_5	nag_outpost_primary_main_itza	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_itza_ruin	nag_outpost_primary_main_itza	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_karaz_a_karak_1	nag_outpost_primary_main_karaz_a_karak	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_karaz_a_karak_2	nag_outpost_primary_main_karaz_a_karak	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_karaz_a_karak_3	nag_outpost_primary_main_karaz_a_karak	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_karaz_a_karak_4	nag_outpost_primary_main_karaz_a_karak	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_karaz_a_karak_5	nag_outpost_primary_main_karaz_a_karak	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_karaz_a_karak_ruin	nag_outpost_primary_main_karaz_a_karak	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_khemri_1	nag_outpost_primary_main_khemri	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_khemri_2	nag_outpost_primary_main_khemri	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_khemri_3	nag_outpost_primary_main_khemri	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_khemri_4	nag_outpost_primary_main_khemri	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_khemri_5	nag_outpost_primary_main_khemri	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_khemri_ruin	nag_outpost_primary_main_khemri	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_kislev_1	nag_outpost_primary_main_kislev	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_kislev_2	nag_outpost_primary_main_kislev	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_kislev_3	nag_outpost_primary_main_kislev	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_kislev_4	nag_outpost_primary_main_kislev	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_kislev_5	nag_outpost_primary_main_kislev	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_kislev_ruin	nag_outpost_primary_main_kislev	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	false	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_konquata_1	nag_outpost_primary_main_konquata	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_konquata_2	nag_outpost_primary_main_konquata	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_konquata_3	nag_outpost_primary_main_konquata	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_konquata_4	nag_outpost_primary_main_konquata	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_konquata_5	nag_outpost_primary_main_konquata	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_konquata_ruin	nag_outpost_primary_main_konquata	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh_cam_settlement_generic_ruin	true	0	0
nag_outpost_primary_main_lahmia_1	nag_outpost_primary_main_lahmia	1	2	800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh2_cam_settlement_capital_tombkings	true	0	0
nag_outpost_primary_main_lahmia_2	nag_outpost_primary_main_lahmia	2	3	1600	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	1	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_lahmia_3	nag_outpost_primary_main_lahmia	3	4	3200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	2	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_lahmia_4	nag_outpost_primary_main_lahmia	4	5	4800	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	4	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_lahmia_5	nag_outpost_primary_main_lahmia	5	6	7200	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	5	true	0	wh2_cam_settlement_major_tombkings	true	0	0
nag_outpost_primary_main_lahmia_ruin	nag_outpost_primary_main_lahmia	0	1	0	0		false	0	0	0	0	false				true	wh_main_HUMAN_settlement_major_coast	false	0.0	0	true	0	wh_cam_settlement_generic_ruin	true	0	0
