building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
nag_settlement_estate_1				wh_main_PLACEHOLDER	tmb_estate	false	wh2_dlc09_tmb_estate_1	true
nag_settlement_growth_1				wh_main_PLACEHOLDER	tmb_ growth	false	wh2_dlc09_tmb_growth_1	true
nag_settlement_growth_2				wh_main_PLACEHOLDER	tmb_ growth	false	wh2_dlc09_tmb_growth_2	true
nag_settlement_growth_3				wh_main_PLACEHOLDER	tmb_ growth	false	wh2_dlc09_tmb_growth_3	true
nag_settlement_hierotitan_1				wh_main_PLACEHOLDER	tmb_hierotitan	false	wh2_dlc09_tmb_hierotitan_1	true
nag_settlement_income_1				wh_main_PLACEHOLDER	tmb_ income	false	wh2_dlc09_tmb_income_1	true
nag_settlement_income_2				wh_main_PLACEHOLDER	tmb_ income	false	wh2_dlc09_tmb_income_2	true
nag_settlement_income_3				wh_main_PLACEHOLDER	tmb_ income	false	wh2_dlc09_tmb_income_3	true
nag_settlement_infantry_1				wh_main_PLACEHOLDER	tmb_ infantry_barracks	false	wh2_dlc09_tmb_infantry_1	true
nag_settlement_infantry_2				wh_main_PLACEHOLDER	tmb_ infantry_barracks	false	wh2_dlc09_tmb_infantry_2	true
nag_settlement_infantry_3				wh_main_PLACEHOLDER	tmb_ infantry_barracks	false	wh2_dlc09_tmb_infantry_3	true
nag_settlement_necrosphinx_1				wh_main_PLACEHOLDER	tmb_necrosphinx	false	wh2_dlc09_tmb_necrosphinx_1	true
nag_settlement_scorpions_1				wh_main_PLACEHOLDER	tmb_ flying_scorpions	false	wh2_dlc09_tmb_scorpions_1	true
nag_settlement_ushabti_1				wh_main_PLACEHOLDER	tmb_ushabti	false	wh2_dlc09_tmb_ushabti_1	true
nag_settlement_ushabti_2				wh_main_PLACEHOLDER	tmb_ushabti	false	wh2_dlc09_tmb_ushabti_2	true
nag_settlement_warsphinx_1				wh_main_PLACEHOLDER	tmb_ warsphinx	false	wh2_dlc09_tmb_warsphinx_1	true
wh2_main_vmp_resource_gemstones_1	nag_nagash			wh_main_PLACEHOLDER	dwarf_gemstones	false	nag_resource_gems_1	true
wh2_main_vmp_resource_gemstones_2	nag_nagash			wh_main_PLACEHOLDER	dwarf_gemstones	false	nag_resource_gems_2	true
wh2_main_vmp_resource_gemstones_3	nag_nagash			wh_main_PLACEHOLDER	dwarf_gemstones	false	nag_resource_gems_3	true
wh2_main_vmp_resource_obsidian_1	nag_nagash			wh_main_PLACEHOLDER	empire_resource_obsidian	false	nag_resource_obsidian_1	true
wh2_main_vmp_resource_obsidian_2	nag_nagash			wh_main_PLACEHOLDER	empire_resource_obsidian	false	nag_resource_obsidian_2	true
wh2_main_vmp_resource_obsidian_3	nag_nagash			wh_main_PLACEHOLDER	empire_resource_obsidian	false	nag_resource_obsidian_3	true
wh_main_vmp_resource_dyes_1	nag_nagash			wh_main_PLACEHOLDER	empire_cinnabar	false	nag_resource_dyes_1	true
wh_main_vmp_resource_dyes_2	nag_nagash			wh_main_PLACEHOLDER	empire_cinnabar	false	nag_resource_dyes_2	true
wh_main_vmp_resource_dyes_3	nag_nagash			wh_main_PLACEHOLDER	empire_cinnabar	false	nag_resource_dyes_3	true
wh_main_vmp_resource_furs_1	nag_nagash			wh_main_PLACEHOLDER	empire_wild_game	false	nag_resource_furs_1	true
wh_main_vmp_resource_furs_2	nag_nagash			wh_main_PLACEHOLDER	empire_wild_game	false	nag_resource_furs_2	true
wh_main_vmp_resource_furs_3	nag_nagash			wh_main_PLACEHOLDER	empire_wild_game	false	nag_resource_furs_3	true
wh_main_vmp_resource_gold_1	nag_nagash			wh_main_PLACEHOLDER	empire_gold	false	nag_resource_gold_1	true
wh_main_vmp_resource_gold_2	nag_nagash			wh_main_PLACEHOLDER	empire_gold	false	nag_resource_gold_2	true
wh_main_vmp_resource_gold_3	nag_nagash			wh_main_PLACEHOLDER	empire_gold	false	nag_resource_gold_3	true
wh_main_vmp_resource_iron_1	nag_nagash			wh_main_PLACEHOLDER	empire_iron	false	nag_resource_iron_1	true
wh_main_vmp_resource_iron_2	nag_nagash			wh_main_PLACEHOLDER	empire_iron	false	nag_resource_iron_2	true
wh_main_vmp_resource_iron_3	nag_nagash			wh_main_PLACEHOLDER	empire_iron	false	nag_resource_iron_3	true
wh_main_vmp_resource_marble_1	nag_nagash			wh_main_PLACEHOLDER	empire_marble	false	nag_resource_marble_1	true
wh_main_vmp_resource_marble_2	nag_nagash			wh_main_PLACEHOLDER	empire_marble	false	nag_resource_marble_2	true
wh_main_vmp_resource_marble_3	nag_nagash			wh_main_PLACEHOLDER	empire_marble	false	nag_resource_marble_3	true
wh_main_vmp_resource_pottery_1	nag_nagash			wh_main_PLACEHOLDER	empire_pottery	false	nag_resource_pottery_1	true
wh_main_vmp_resource_pottery_2	nag_nagash			wh_main_PLACEHOLDER	empire_pottery	false	nag_resource_pottery_2	true
wh_main_vmp_resource_pottery_3	nag_nagash			wh_main_PLACEHOLDER	empire_pottery	false	nag_resource_pottery_3	true
wh_main_vmp_resource_salt_1	nag_nagash			wh_main_PLACEHOLDER	empire_brine	false	nag_resource_salt_1	true
wh_main_vmp_resource_salt_2	nag_nagash			wh_main_PLACEHOLDER	empire_brine	false	nag_resource_salt_2	true
wh_main_vmp_resource_salt_3	nag_nagash			wh_main_PLACEHOLDER	empire_brine	false	nag_resource_salt_3	true
wh_main_vmp_resource_timber_1	nag_nagash			wh_main_PLACEHOLDER	empire_timber	false	nag_resource_timber_1	true
wh_main_vmp_resource_timber_2	nag_nagash			wh_main_PLACEHOLDER	empire_timber	false	nag_resource_timber_2	true
wh_main_vmp_resource_timber_3	nag_nagash			wh_main_PLACEHOLDER	empire_timber	false	nag_resource_timber_3	true
wh_main_vmp_resource_wine_1	nag_nagash			wh_main_PLACEHOLDER	empire_orchards	false	nag_resource_wine_1	true
wh_main_vmp_resource_wine_2	nag_nagash			wh_main_PLACEHOLDER	empire_orchards	false	nag_resource_wine_2	true
wh_main_vmp_resource_wine_3	nag_nagash			wh_main_PLACEHOLDER	empire_orchards	false	nag_resource_wine_3	true
wh2_twa03_special_ogham_stones_1	nag_nagash			wh_main_PLACEHOLDER	wh2_twa03_special_albion_ogham_stones	false	nag_special_ogham_stones_1	true
wh2_twa03_special_ogham_stones_2	nag_nagash			wh_main_PLACEHOLDER	wh2_twa03_special_albion_ogham_stones	true	nag_special_ogham_stones_2	true
wh2_twa03_special_ogham_stones_3	nag_nagash			wh_main_PLACEHOLDER	wh2_twa03_special_albion_ogham_stones	true	nag_special_ogham_stones_3	true
