unit	military_group
wh2_dlc11_cst_cha_gunnery_wight_1	mixer_nag_nagash
nag_tomb_banshee	mixer_nag_nagash
nag_cha_liche_priest_death_0	mixer_nag_nagash
nag_cha_liche_priest_death_1	mixer_nag_nagash
nag_cha_liche_priest_light_0	mixer_nag_nagash
nag_cha_liche_priest_light_1	mixer_nag_nagash
nag_cha_liche_priest_nehekhara_0	mixer_nag_nagash
nag_cha_liche_priest_nehekhara_1	mixer_nag_nagash
nag_cha_liche_priest_shadow_0	mixer_nag_nagash
nag_cha_liche_priest_shadow_1	mixer_nag_nagash
nag_cha_liche_priest_undeath_0	mixer_nag_nagash
nag_cha_liche_priest_undeath_1	mixer_nag_nagash
nag_vanilla_tmb_inf_skeleton_archers_0	mixer_nag_nagash
nag_vanilla_tmb_inf_skeleton_spearmen_0	mixer_nag_nagash
nag_vanilla_tmb_inf_skeleton_warriors_0	mixer_nag_nagash
nag_vanilla_tmb_inf_nehekhara_warriors_0	mixer_nag_nagash
nag_vanilla_tmb_inf_tomb_guard_0	mixer_nag_nagash
nag_vanilla_tmb_inf_tomb_guard_1	mixer_nag_nagash
nag_vanilla_tmb_cav_skeleton_horsemen_0	mixer_nag_nagash
nag_vanilla_tmb_cav_skeleton_horsemen_archers_0	mixer_nag_nagash
nag_vanilla_tmb_cav_nehekhara_horsemen_0	mixer_nag_nagash
nag_vanilla_tmb_cav_necropolis_knights_0	mixer_nag_nagash
nag_vanilla_tmb_cav_necropolis_knights_1	mixer_nag_nagash
nag_vanilla_tmb_veh_skeleton_archer_chariot_0	mixer_nag_nagash
nag_vanilla_tmb_veh_skeleton_chariot_0	mixer_nag_nagash
nag_vanilla_tmb_mon_ushabti_0	mixer_nag_nagash
nag_vanilla_tmb_mon_ushabti_1	mixer_nag_nagash
nag_vanilla_tmb_mon_sepulchral_stalkers_0	mixer_nag_nagash
nag_vanilla_tmb_mon_tomb_scorpion_0	mixer_nag_nagash
nag_vanilla_tmb_mon_khemrian_warsphinx_0	mixer_nag_nagash
nag_vanilla_tmb_mon_necrosphinx_0	mixer_nag_nagash
nag_vanilla_tmb_mon_bone_giant_0	mixer_nag_nagash
nag_vanilla_tmb_art_screaming_skull_catapult_0	mixer_nag_nagash
nag_vanilla_tmb_art_casket_of_souls_0	mixer_nag_nagash
nag_vanilla_vmp_inf_zombie	mixer_nag_nagash
nag_vanilla_vmp_inf_skeleton_warriors_0	mixer_nag_nagash
nag_vanilla_vmp_inf_skeleton_warriors_1	mixer_nag_nagash
nag_vanilla_vmp_inf_crypt_ghouls	mixer_nag_nagash
nag_vanilla_vmp_inf_cairn_wraiths	mixer_nag_nagash
nag_vanilla_vmp_inf_grave_guard_0	mixer_nag_nagash
nag_vanilla_vmp_inf_grave_guard_1	mixer_nag_nagash
nag_vanilla_vmp_cav_black_knights_0	mixer_nag_nagash
nag_vanilla_vmp_cav_black_knights_3	mixer_nag_nagash
nag_vanilla_vmp_cav_hexwraiths	mixer_nag_nagash
nag_vanilla_vmp_cav_blood_knights_0	mixer_nag_nagash
nag_vanilla_vmp_veh_corpse_cart_1	mixer_nag_nagash
nag_vanilla_vmp_veh_corpse_cart_2	mixer_nag_nagash
nag_vanilla_vmp_mon_dire_wolves	mixer_nag_nagash
nag_vanilla_vmp_mon_fell_bats	mixer_nag_nagash
nag_vanilla_vmp_mon_vargheists	mixer_nag_nagash
nag_vanilla_vmp_mon_crypt_horrors	mixer_nag_nagash
nag_vanilla_vmp_mon_varghulf	mixer_nag_nagash
nag_vanilla_cst_inf_zombie_deckhands_mob_0	mixer_nag_nagash
nag_vanilla_cst_inf_zombie_deckhands_mob_1	mixer_nag_nagash
nag_vanilla_cst_inf_zombie_gunnery_mob_0	mixer_nag_nagash
nag_vanilla_cst_inf_zombie_gunnery_mob_1	mixer_nag_nagash
nag_vanilla_cst_mon_bloated_corpse_0	mixer_nag_nagash
nag_vanilla_cst_mon_terrorgheist	mixer_nag_nagash
nag_vanilla_cst_inf_deck_gunners_0	mixer_nag_nagash
nag_vanilla_cst_inf_depth_guard_0	mixer_nag_nagash
nag_vanilla_cst_art_carronade	mixer_nag_nagash
nag_vanilla_cst_mon_necrofex_colossus_0	mixer_nag_nagash
nag_shade_haunts	mixer_nag_nagash
nag_spirit_hosts	mixer_nag_nagash
nag_spectre_swarm	mixer_nag_nagash
nag_virion_plaguecart	mixer_nag_nagash
nag_revenants	mixer_nag_nagash
nag_bone_colossus	mixer_nag_nagash
nag_undead_chariot_unit	mixer_nag_nagash
nag_skeleton_reaper	mixer_nag_nagash
vigpro_nagash_skeleton_orcs	mixer_nag_nagash
vigpro_nagash_skeleton_giant	mixer_nag_nagash
vigpro_nagash_skeleton_goblin_range	mixer_nag_nagash
vigpro_nagash_skeleton_goblin_melee	mixer_nag_nagash
vigpro_nagash_skeleton_troll_1h	mixer_nag_nagash
vigpro_nagash_skeleton_troll_2h	mixer_nag_nagash
mixu_vmp_cha_dieter_helsnicht	mixer_nag_nagash
mixu_vmp_cha_dieter_helsnicht_barded_nightmare	mixer_nag_nagash
mixu_vmp_cha_dieter_helsnicht_manticore	mixer_nag_nagash
gp_nag_virion_plague_cart	mixer_nag_nagash
