key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
nag_double_spell_vampires_curse_of_years	true	wh_main_spell_vampires_curse_of_years		wh_type_area_of_hexes	spell_previews/vampire/wh_main_spell_vampires_curse_of_years	wh_main_anc_group_rare	true	false	spell		false
nag_double_spell_vampires_gaze_of_nagash	true	wh_main_spell_vampires_gaze_of_nagash	nag_double_spell_vampires_gaze_of_nagash_upgraded	wh_type_magic_missiles	spell_previews/vampire/wh_main_spell_vampires_gaze_of_nagash	wh_main_anc_group_uncommon	true	false	spell		false
nag_double_spell_vampires_gaze_of_nagash_upgraded	true	wh_main_spell_vampires_gaze_of_nagash		wh_type_magic_missiles	spell_previews/vampire/wh_main_spell_vampires_gaze_of_nagash	wh_main_anc_group_uncommon	true	false	spell		false
nag_double_spell_vampires_invocation_of_nehek	true	wh_main_spell_vampires_invocation_of_nehek	nag_double_spell_vampires_invocation_of_nehek_upgraded	wh_type_regeneration	spell_previews/vampire/wh_main_spell_vampires_invocation_of_nehek	wh_main_anc_group_common	true	false	spell		false
nag_double_spell_vampires_invocation_of_nehek_upgraded	true	wh_main_spell_vampires_invocation_of_nehek		wh_type_area_of_regeneration	spell_previews/vampire/wh_main_spell_vampires_invocation_of_nehek	wh_main_anc_group_common	true	false	spell		false
nag_double_spell_vampires_raise_dead	true	wh_main_spell_vampires_raise_dead	nag_double_spell_vampires_raise_dead_upgraded	wh_type_augment	spell_previews/vampire/wh_main_spell_vampires_raise_dead	wh_main_anc_group_uncommon	true	false	spell		false
nag_double_spell_vampires_raise_dead_upgraded	true	wh_main_spell_vampires_raise_dead		wh_type_augment	spell_previews/vampire/wh_main_spell_vampires_raise_dead	wh_main_anc_group_uncommon	true	false	spell		false
nag_double_spell_vampires_vanhels_danse_macabre	true	wh_main_spell_vampires_vanhels_danse_macabre	nag_double_spell_vampires_vanhels_danse_macabre_upgraded	wh_type_augment	spell_previews/vampire/wh_main_spell_vampires_vanhels_danse_macabre	wh_main_anc_group_common	true	false	spell		false
nag_double_spell_vampires_vanhels_danse_macabre_upgraded	true	wh_main_spell_vampires_vanhels_danse_macabre		wh_type_augment	spell_previews/vampire/wh_main_spell_vampires_vanhels_danse_macabre	wh_main_anc_group_common	true	false	spell		false
nag_double_spell_vampires_wind_of_death	true	wh_main_spell_vampires_wind_of_death	nag_double_spell_vampires_wind_of_death_upgraded	wh_type_wind	spell_previews/vampire/wh_main_spell_vampires_wind_of_death	wh_main_anc_group_rare	true	false	spell		false
nag_double_spell_vampires_wind_of_death_upgraded	true	wh_main_spell_vampires_wind_of_death		wh_type_wind	spell_previews/vampire/wh_main_spell_vampires_wind_of_death	wh_main_anc_group_rare	true	false	spell		false
nag_army_abilities_batocalypse	true	nag_army_abilities_batocalypse		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army		false
nag_army_abilities_endless_tomb	true	nag_army_abilities_endless_tomb		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	army		false
nag_army_abilities_endless_tomb_hidden_dummy	true	wh_main_spell_vampires_raise_dead		wh_type_area_of_augments		wh_main_anc_group_unique	true	true	army		false
nag_army_abilities_endless_tomb_hidden_raise_dead	true	wh_main_spell_vampires_raise_dead		wh_type_area_of_augments		wh_main_anc_group_unique	false	false	unit		false
nag_endless_tomb_visuals	false	wh2_dlc11_lord_passive_magical_void		wh_type_hex		wh_main_anc_group_uncommon	false	true	lord		false
nag_army_abilities_blyramid_bombardment_00	false	wh2_dlc11_lord_passive_magical_void		wh_type_hex		wh_main_anc_group_uncommon	false	true	army		false
nag_army_abilities_blyramid_bombardment_01	false	wh2_dlc11_lord_passive_magical_void		wh_type_hex		wh_main_anc_group_uncommon	false	true	army		false
nag_army_abilities_blyramid_bombardment_02	false	wh2_dlc11_lord_passive_magical_void		wh_type_hex		wh_main_anc_group_uncommon	false	true	army		false
nag_army_abilities_blyramid_bombardment_03	false	wh2_dlc11_lord_passive_magical_void		wh_type_hex		wh_main_anc_group_uncommon	false	true	army		false
nag_army_abilities_blyramid_bombardment_04	false	wh2_dlc11_lord_passive_magical_void		wh_type_hex		wh_main_anc_group_uncommon	false	true	army		false
nag_blyramid_itself	false	wh2_dlc11_lord_passive_magical_void		wh_type_hex		wh_main_anc_group_uncommon	false	true	army		false
nag_army_abilities_blyramid_bombardment_targeting	true	nag_army_abilities_pyramid_bombardment		wh_type_bombardment		wh_main_anc_group_unique	true	false	army		false
nag_spectre_swarm_dummy_vortex	false	wh2_dlc11_lord_passive_magical_void		wh_type_vortex		wh_main_anc_group_uncommon	false	true	unit		false
