building_chain	building_level	building_set	exclude
	nag_settlement_defence_major_3	wh2_dlc09_set_tomb_kings_garrison	false
	nag_settlement_infantry_1	wh2_dlc09_set_tomb_kings_infantry	false
	nag_settlement_infantry_2	wh2_dlc09_set_tomb_kings_infantry	false
	nag_settlement_infantry_3	wh2_dlc09_set_tomb_kings_infantry	false
nag_settlement_citadel		wh2_dlc09_set_tomb_kings_infrastructure	false
nag_settlement_estate		wh2_dlc09_set_tomb_kings_infrastructure	false
nag_settlement_growth		wh2_dlc09_set_tomb_kings_infrastructure	false
nag_settlement_income		wh2_dlc09_set_tomb_kings_infrastructure	false
nag_settlement_cavalry		wh2_dlc09_set_tomb_kings_military_recruitment	false
nag_settlement_chariots		wh2_dlc09_set_tomb_kings_military_recruitment	false
nag_settlement_infantry		wh2_dlc09_set_tomb_kings_military_recruitment	false
nag_settlement_hierotitan		wh2_dlc09_set_tomb_kings_military_support	false
nag_settlement_necrosphinx		wh2_dlc09_set_tomb_kings_military_support	false
nag_settlement_scorpions		wh2_dlc09_set_tomb_kings_military_support	false
nag_settlement_ushabti		wh2_dlc09_set_tomb_kings_military_support	false
nag_settlement_warsphinx		wh2_dlc09_set_tomb_kings_military_support	false
	nag_settlement_cavalry_1	wh2_dlc09_set_tomb_kings_recruitment	false
	nag_settlement_cavalry_2	wh2_dlc09_set_tomb_kings_recruitment	false
	nag_settlement_cavalry_3	wh2_dlc09_set_tomb_kings_recruitment	false
	nag_settlement_infantry_1	wh2_dlc09_set_tomb_kings_recruitment	false
	nag_settlement_infantry_2	wh2_dlc09_set_tomb_kings_recruitment	false
	nag_settlement_infantry_3	wh2_dlc09_set_tomb_kings_recruitment	false
wh2_dlc09_special_settlement_altdorf_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_athel_loren_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_black_crag_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_castle_drakenhof_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_couronne_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_eight_peaks_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_gaean_vale_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_hexoatl_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_itza_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_karaz_a_karak_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_khemri_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_kislev_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_konquata_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_lahmia_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_lothern_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_miragliano_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_naggarond_nag		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_pyramid_of_nagash_nag		wh_main_set_settlement_major	false
wh2_dlc15_special_settlement_massif_orcal_nag		wh_main_set_settlement_major	false
wh2_dlc15_special_settlement_tor_yvresse_nag		wh_main_set_settlement_major	false
wh2_dlc11_special_settlement_galleons_graveyard_nag		wh_main_set_settlement_major	false
wh2_main_special_settlement_sartosa_nag		wh_main_set_settlement_major	false
wh2_main_special_settlement_the_awakening_nag		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_nag		wh_main_set_settlement_major	false
wh2_main_special_settlement_skavenblight_nag		wh_main_set_settlement_major	false
wh2_main_special_empire_fort_nag		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_eagle_nag		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_griffon_nag		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_phoenix_nag		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_unicorn_nag		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_major_nag		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_minor_nag		wh_main_set_settlement_minor	false
wh_dlc05_wef_oak_of_ages_nag		wh_main_set_settlement_major	false
wh2_main_special_galbaraz_mourkain_nag		nag_outpost_unique	false
wh2_dlc15_special_morgheim_necropolis_nag		nag_outpost_unique	false
wh2_twa03_special_ogham_stones_nag		nag_outpost_unique	false
wh2_dlc14_special_dragon_isle_port_nag		wh_main_set_port	false
wh2_main_special_lothern_port_nag		wh_main_set_port	false
wh_main_special_erengrad_port_nag		wh_main_set_port	false
wh_main_special_marienburg_port_nag		wh_main_set_port	false
wh_twa03_special_albion_port_nag		wh_main_set_port	false
wh2_dlc14_special_copher_port_nag		wh_main_set_port	false
wh_main_bretonnia_legendary_bordeleaux_nag		wh_main_set_port	false
