key	generate	localised_description	localised_title	mission_type	ui_icon	ui_image	prioritised	event_category	set_piece_battle	location_x	location_y	quest_mission	trigger_radius	quest_character	quest_mission_final	sticky_by_default
nag_capture_regions_skv	true	Djaf, the dog-headed God of War and Death, demands that land be conquered from the vermin that infest realms that should belong to Nehekhara.	Reigning Rats & Dogs	CAPTURE_REGIONS	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_capture_regions_tmb	true	The true righful ruler, take it back. These are your lands!	My Domain	CAPTURE_REGIONS	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_capture_regions_vmp	true	Your ambitions and desires cloud your mind; do not fear, Daddy's home.	Daddy's Home	CAPTURE_REGIONS	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_capture_regions_wef	true	The woodland realms offer us unique opportunities. Claim such a realm and watch our darkness will infest it.	A Walk in the Woods	CAPTURE_REGIONS	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_brt	true	The rose unfurls to reveal its thorns, does it? We shall show these living fools what a brier patch truly is. Declare war.	War for the Roses	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_bst	true	These sub-man creatures are no threat to the glory of Nasgah. War on them until their extinction.	Tame the Beast	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_chs	true	Ptra the Creator sends the legions of Nehekhara to war, for the Gods of Chaos stand at the gates to the Realm of Souls and must not be allowed to cross the threshold.	The Soul Gate	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_def	true	Make war on the Dark Ones in their frozen climes, for that is the only meaningful discourse they understand.	Cold War	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_dwf	true	The Dwarfs come to make war and we should not disappoint such stunted foes. Make short work of them!	Short War	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_emp	true	This king calls himself an 'emperor', but his rule is weak - he is mortal for one thing. Teach this imposter the true meaning of sovereignty - declare war.	War of the False-Emperor	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_grn	true	The Greenskin menace has festered long enough! Declare war on these primitive tribes and purge them from the world!	Orc Purge	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_hef	true	The High Elves have become a pain in your regal behind, so it is time to end their place in this world. Call the legions to war!	Higher Calling	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_lzd	true	The Lizardmen threat can no longer be ignored. Declare war on the cold-blooded kind, let them see the power of death.	In Cold Blood	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_skv	true	The ratmen infestation grows. These creatures have ever been a threat, it is time for them to finally perish.	Pesticide	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_tmb	true	Some do not see your sovereignty and must be dominated. The legions shall meet in battle.	Uncivil War	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_vmp	true	The time to show allegiance has passed; thus I will force your knee, attached to you or not.	Grave Mistake	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_declare_war_wef	true	The tree-Elves need uprooting. Make war on such long-lived creatures, and show them the true path to immortality.	Blood in the Roots	DECLARE_WAR	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_diplomatic_assassinate_character	true	The prey is marked. Ensure their end.	Assassinate	ASSASSINATE_CHARACTER	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_diplomatic_capture_region	true	Conquer these lands for they are yours, whether its denizens - living or dead - know it yet.	Land of the Dead	CAPTURE_REGIONS	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_diplomatic_eliminate_character_in_battle	true	Bring about the end of this being - we cannot suffer him to exist any longer!	They Shall Perish	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_diplomatic_engage_force	true	This army is threat to your rule. Seek them out and bring them to battle.	Seek & Destroy	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_diplomatic_raid_region	true	This place contains crypts of a lost dynasty - it must be scoured.	Raid & Raid Again	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_diplomatic_raze_sack_settlement	true	Such a settlement, teeming with souls, it must be destroyed. Nagash demands it!	Souless	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_brt	true	Seek out this serf in battle - this dog - and end his pitiful life. Nagash demands nothing less!	Bretonnian Dog	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_bst	true	This Beastmen may not be the best specimen of their feeble race but it should still be dealt with.	Bestial Pal	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_chs	true	While these men seem obsessed with skulls, we'll take any bones on offer - especially from the body of this Champion!	Bones for the Bone Throne	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_def	true	In battle, hunt down this Dark Elf pretender and extinguish his soul.	Dread Elf Mark	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_dwf	true	There is a Dwarf that frustrates the will of Nagash. Hunt down this nuisance in battle and bring about his death!	Die in Thane	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_emp	true	The thralls to this child-emperor mock us. We should seek them out in battle and take their flesh-coated skulls.	Flesh-Coated Skull	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_grn	true	Find this Orc filth that mocks us. Hunt down in the battle and end it.	Gone Green	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_hef	true	Seek out the arrogant breather. Find the High Elf herald and slay it! Our honour demands it.	Bring Low	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_lzd	true	These reptiles use titles such as 'Oldblood' the arrogance! Ours would be the oldest blood there is, if we still had any. Hunt down this lizard usurper and end it!	Older Blood	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_skv	true	Seek out Nagash's bane - the Skaven creature that challenges us. Kill the creature in battle, crush his skull under the weight of dominance!	Rat-Fink	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_tmb	true	This serf - this slave - dares to defy you. Hunt it down in battle and break its soul!	How Dare They!	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_vmp	true	Hunt down the Vampire-spawn - find the creature that dares to refuse your call and end its existence quickly.	Beasts in Velvet	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_eliminate_character_in_battle_high_rank_wef	true	This Elven creature has been sent to challenge us - seek it out during the battle and kill it. Grind its skull into the ground!	Elven Quarry	ELIMINATE_CHARACTER_IN_BATTLE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_brt	true	The Errantry War of the men from the north blocks our way. Engage them with our legions.	Knight Fall	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_bst	true	We have let these Beastmen roam our lands long enough. Bring the warherd to battle!	Confront the Horde	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_chs	true	Chaos comes. The filth-encrusted gods of the north must be stopped. Send your legions forth!	Slaves to Darkness	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_def	true	The Druchii come. Engage their dark host and stop them!	Halt the Dark Host	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_dwf	true	Dwarfs send a throng against us. Nagash demands their destruction - engage them in battle!	The Wrong Throng	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_emp	true	The uncivilised meat-sacks from the north have raised their banners against us. Meet them in battle - raise the legion!	Sigmar's Sons	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_grn	true	An Orc rabble has invaded. Show these filth who should be invading who!	Green Filth	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_hef	true	The High Elves send a host to face us. Do not let this challenge go.	High Predations	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_brt	true	The Bretonnians invade! Repel these living trespassers, make them pay for disturbing the dead!	The Flower Grows	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_bst	true	So the Beastmen wish to walk the land of the dead? So be it!	Coming of the Brayherd	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_chs	true	A Chaos Horde, sent by their vile Gods, invades our lands. Our God-king demand they should be repelled!	Legion of Chaos	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_def	true	The Witch King's thralls dare to invade our lands - these usurpers must be stopped!	Dark Elves Come	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_dwf	true	The Dwarfs dare to invade our territory, a foolish decision. Send them back to their mountain burrows!	Those Who Delve	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_emp	true	So the men of the north dare invade the lands of the dead. Slay them, then raise them, make them clamour for their green and soft lands.	Barbarian Invasion	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_grn	true	The Orcs invade. Show them the true meaning of Waaar!	Green Flood	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_hef	true	A High Elf host invades the lands of the ever-living. Repel these trespassers.	Rude Host	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_lzd	true	The Lizardmen invade! Push these creatures back into their fetid jungles.	Reptile Swarm	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_skv	true	Coming from their lairs, the Skaven invade! Send these pests to the abyss!	Verminous Invasion	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_tmb	true	It would have been amusing if it wasn't for the inconvenience. Yet another pretender invades that must be stopped.	Know Thy Place	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_vmp	true	Some of your kin send their legions against us; this is a slight that will not stand. Halt this pathetic invasion.	The Damned	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_engage_force_army_invading_wef	true	The Wood Elves dare plant their roots in our unholy soil. Stop this Elven invasion!	Uproot Them	ENGAGE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_make_alliance_0	true	War is not the only answer. An alliance is required, for now.	Deadly Alliance	MAKE_ALLIANCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_brt	true	These men defile their dead, parading them around and puppeteering them in mockery of you, my lord; plunder their crypts and raise their dead to fight against them.	Grail Raiders	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_def	true	The Dark Elf lands hide much valuable lore and secrets to eternal life. Raid their lands and seek such knowledge!	Stolen Lore	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_dwf	true	Crack open the Dwarfen Holds and raid their lands, homes and tombs for anything of value.	Karak & Stick	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_emp	true	This young race of men have stolen secrets that belong to Nagash. We shall go, raid and return what has always been ours.	Aged of Sigmar	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_grn	true	The Orcs have looted and stolen from us for too long. Now, raid their slum lands!	Take Back	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_hef	true	Enter High Elf lands and ravage! No longer will these arrogant upstarts keep what should be ours!	High Raid	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_lzd	true	No longer will the Lizardmen hide their so-called knowledge from us. Seek out their treasures, their plaques of lore. Raid their habitat.	Jungle Raid	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_skv	true	We shall plunder the resources of the ratmen. Raid their warrens, destroy their under-world!	Mine Their Stone	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_tmb	true	This inferior king hides relics we need. Raid his lands, scatter the sands and his legions. All we survey is ours.	Royal Trespass	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_vmp	true	Some of the Vampire-kin have locked away treasures that were rightfully yours, reclaim what is owed.	Crypt Robbers	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raid_region_wef	true	Enter the tree-strewn paths of the Wood Elves and take their life-source - claim it for the Supreme Lord of the Dead.	Woodland Raid	RAID_REGION	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raise_force_army	true	Under our feet awaits a long-dead legion, eternally loyal and ready to serve. All they needs is for you to utter an incantation of awakening.	Legions Arise	RAISE_FORCE	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_brt	true	Destroy a living city of Bretonnia. Send their presents fleeing into our bony embrace!	Curse Bretonnia	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_def	true	Seek out a city of the Dark Elves and raze it to the ground. Every stone must tumble. Nagash demands nothing less.	Druchii Curse	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_dwf	true	The Dwarfholds of the stunted are a ripe target for our legions. Make it so.	Karak It Open	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_emp	true	These men have their own "god" of death that inhabits every stone and garden in their vile realm. We will show them whar a true god of death looks like, topple their city.	So Much Morr	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_grn	true	The Orcs gather in one of their settlements. Raise the legions and destroy it.	Orc Hole	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_hef	true	The Gleaming towers of the High Elves attempt to rival the glory of the Black Pyramid. This cannot be allowed to stand - literally.	Glittering Cities	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_lzd	true	The temple-cities of the Lizardmen are a cache of lost lore that could bring aid in the Great Ritual, unseal their crypts and burn what is left.	Do Not Temple Me	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_skv	true	Seek out the Skaven nests and put an end to these vermin once and for all!	Burrow and Destroy	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_tmb	true	The city of a rival Tomb King dares to compete with our greatness! Raze it, and execute execute all who built it, to ensure the Black Pyramid remains the greatest death shrine.	Pyramid Scheme	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_vmp	true	They claim to be creatures of the night, You Are The Night! We will tear down their castles and rip them from their slumber.	I am the Night	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_raze_sack_settlement_wef	true	The Wood Elves lurk in the deep woods. Send in your skeletal legions and fell any tree that could hold such vermin.	Timber	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_agent_champion	true	Raise a Tomb Prince or Wight King, these ancient warrior's martial skills will help our cause.	Barrow Brutes	RECRUIT_AGENT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_agent_engineer	true	Let's summon a Gunnery Wight shall we? It'll aid our missile units no end - the expertise they've retained from their, er, actual lives, is invaluable to us.	Undead Expertise	RECRUIT_AGENT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_agent_wizard	true	Summon a Liche Priest from the Mortuary Cult to serve.	Anoint the Clergy	RECRUIT_AGENT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_agent_spy	true	Call forth a mighty Archai, a sentient vassal bound to your will.	Heralds of the Accursed One	RECRUIT_AGENT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_agent_dignitary	true	A Vampire Count under our dominion is a powerful ally. Just remember, they are as ambitious in their quest for power as us.	Enact the Blood Kiss	RECRUIT_AGENT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_unit_land_artillery	true	We require a Screaming Skull Catapult to ensure your reign.	Skulls! Screaming!	RECRUIT_AGENT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_unit_land_cavalry	true	Bring forth the doomed knights to serve your majesty.	Pale Horsemen	RECRUIT_UNIT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_unit_land_infantry_melee	true	Summon the legions from the Great Halls so they may serve you in battle.	Undead Legions	RECRUIT_UNIT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_unit_land_infantry_ranged	true	The archers of ancient Nehekhara remain the best in the world. Ensure they join your legions.	Death From Above	RECRUIT_UNIT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_unit_land_war_beast	true	Awaken the war statuary. Stone must march.	Statue Still	RECRUIT_UNIT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
nag_recruit_unit_land_war_machine	true	Order the chariots into service at once.	Chariots Not On Fire	RECRUIT_UNIT	rom_event_mission.png	tmb/generic	false	Military		0	0	false	0.0		false	false
