key	mission_type	localised_title	localised_description	ui_image	ui_icon	generate	prioritised	event_category	set_piece_battle	location_x	location_y	quest_mission	quest_mission_final	trigger_radius	quest_character	sticky_by_default	localised_mission_completed_text	can_be_manually_cancelled
nag_capture_regions_vmp	CAPTURE_REGIONS	Daddy's Home	Your ambitions and desires cloud your mind; do not fear, Daddy's home.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_capture_regions_wef	CAPTURE_REGIONS	A Walk in the Woods	The woodland realms offer us unique opportunities. Claim such a realm and watch our darkness will infest it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_brt	DECLARE_WAR	War for the Roses	The rose unfurls to reveal its thorns, does it? We shall show these living fools what a brier patch truly is. Declare war.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_bst	DECLARE_WAR	Tame the Beast	These sub-man creatures are no threat to the glory of Nasgah. War on them until their extinction.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_chs	DECLARE_WAR	The Soul Gate	The Gods of Chaos stand at the gates to the Realm of Souls, siphoning souls for their own causes; this will not stand, Nagash bows before no God.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_def	DECLARE_WAR	Cold War	Make war on the Dark Ones in their frozen climes, for that is the only meaningful discourse they understand.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_dwf	DECLARE_WAR	Short War	The Dwarfs come to make war and we should not disappoint such stunted foes. Make short work of them!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_emp	DECLARE_WAR	War of the False-Emperor	This king calls himself an 'emperor', but his rule is weak - he is mortal for one thing. Teach this imposter the true meaning of sovereignty - declare war.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_grn	DECLARE_WAR	Orc Purge	The Greenskin menace has festered long enough! Declare war on these primitive tribes and purge them from the world!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_hef	DECLARE_WAR	Higher Calling	The High Elves have become a pain in your regal behind, so it is time to end their place in this world. Call the legions to war!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_lzd	DECLARE_WAR	In Cold Blood	The Lizardmen threat can no longer be ignored. Declare war on the cold-blooded kind, let them see the power of death.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_skv	DECLARE_WAR	Pesticide	The ratmen infestation grows. These creatures have ever been a threat, it is time for them to finally perish.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_tmb	DECLARE_WAR	Uncivil War	Some do not see your sovereignty and must be dominated. The legions shall meet in battle.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_vmp	DECLARE_WAR	Grave Mistake	The time to show allegiance has passed; thus I will force your knee, attached to you or not.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_declare_war_wef	DECLARE_WAR	Blood in the Roots	The tree-Elves need uprooting. Make war on such long-lived creatures, and show them the true path to immortality.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_diplomatic_assassinate_character	ASSASSINATE_CHARACTER	Assassinate	The prey is marked. Ensure their end.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_diplomatic_capture_region	CAPTURE_REGIONS	Land of the Dead	Conquer these lands for they are yours, whether its denizens - living or dead - know it yet.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_diplomatic_eliminate_character_in_battle	ELIMINATE_CHARACTER_IN_BATTLE	They Shall Perish	Bring about the end of this being - we cannot suffer him to exist any longer!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_diplomatic_engage_force	ENGAGE_FORCE	Seek & Destroy	This army is threat to your rule. Seek them out and bring them to battle.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_diplomatic_raid_region	RAID_REGION	Raid & Raid Again	This place contains crypts of a lost dynasty - it must be scoured.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_diplomatic_raze_sack_settlement	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Souless	Such a settlement, teeming with souls, it must be destroyed. Nagash demands it!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_brt	ELIMINATE_CHARACTER_IN_BATTLE	Bretonnian Dog	Seek out this serf in battle - this dog - and end his pitiful life. Nagash demands nothing less!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_bst	ELIMINATE_CHARACTER_IN_BATTLE	Bestial Pal	This Beastmen may not be the best specimen of their feeble race but it should still be dealt with.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_chs	ELIMINATE_CHARACTER_IN_BATTLE	Bones for the Bone Throne	While these men seem obsessed with skulls, we'll take any bones on offer - especially from the body of this Champion!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_def	ELIMINATE_CHARACTER_IN_BATTLE	Dread Elf Mark	In battle, hunt down this Dark Elf pretender and extinguish his soul.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_dwf	ELIMINATE_CHARACTER_IN_BATTLE	Die in Thane	There is a Dwarf that frustrates the will of Nagash. Hunt down this nuisance in battle and bring about his death!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_emp	ELIMINATE_CHARACTER_IN_BATTLE	Flesh-Coated Skull	The thralls to this child-emperor mock us. We should seek them out in battle and take their flesh-coated skulls.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_grn	ELIMINATE_CHARACTER_IN_BATTLE	Gone Green	Find this Orc filth that mocks us. Hunt down in the battle and end it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_hef	ELIMINATE_CHARACTER_IN_BATTLE	Bring Low	Seek out the arrogant breather. Find the High Elf herald and slay it! Our honour demands it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_lzd	ELIMINATE_CHARACTER_IN_BATTLE	Older Blood	These reptiles use titles such as 'Oldblood' the arrogance! Ours would be the oldest blood there is, if we still had any. Hunt down this lizard usurper and end it!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_skv	ELIMINATE_CHARACTER_IN_BATTLE	Rat-Fink	Seek out Nagash's bane - the Skaven creature that challenges us. Kill the creature in battle, crush his skull under the weight of dominance!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_tmb	ELIMINATE_CHARACTER_IN_BATTLE	How Dare They!	This serf - this slave - dares to defy you. Hunt it down in battle and break its soul!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_vmp	ELIMINATE_CHARACTER_IN_BATTLE	Beasts in Velvet	Hunt down the Vampire-spawn - find the creature that dares to refuse your call and end its existence quickly.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_eliminate_character_in_battle_high_rank_wef	ELIMINATE_CHARACTER_IN_BATTLE	Elven Quarry	This Elven creature has been sent to challenge us - seek it out during the battle and kill it. Grind its skull into the ground!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_brt	ENGAGE_FORCE	Knight Fall	The Errantry War of the men from the north blocks our way. Engage them with our legions.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_bst	ENGAGE_FORCE	Confront the Horde	We have let these Beastmen roam our lands long enough. Bring the warherd to battle!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_chs	ENGAGE_FORCE	Slaves to Darkness	Chaos comes. The filth-encrusted gods of the north must be stopped. Send your legions forth!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_def	ENGAGE_FORCE	Halt the Dark Host	The Druchii come. Engage their dark host and stop them!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_dwf	ENGAGE_FORCE	The Wrong Throng	Dwarfs send a throng against us. Nagash demands their destruction - engage them in battle!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_emp	ENGAGE_FORCE	Sigmar's Sons	The uncivilised meat-sacks from the north have raised their banners against us. Meet them in battle - raise the legion!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_grn	ENGAGE_FORCE	Green Filth	An Orc rabble has invaded. Show these filth who should be invading who!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_hef	ENGAGE_FORCE	High Predations	The High Elves send a host to face us. Do not let this challenge go.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_brt	ENGAGE_FORCE	The Flower Grows	The Bretonnians invade! Repel these living trespassers, make them pay for disturbing the dead!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_bst	ENGAGE_FORCE	Coming of the Brayherd	So the Beastmen wish to walk the land of the dead? So be it!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_chs	ENGAGE_FORCE	Legion of Chaos	A Chaos Horde, sent by their vile Gods, invades our lands. Our God-king demand they should be repelled!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_def	ENGAGE_FORCE	Dark Elves Come	The Witch King's thralls dare to invade our lands - these usurpers must be stopped!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_dwf	ENGAGE_FORCE	Those Who Delve	The Dwarfs dare to invade our territory, a foolish decision. Send them back to their mountain burrows!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_emp	ENGAGE_FORCE	Barbarian Invasion	So the men of the north dare invade the lands of the dead. Slay them, then raise them, make them clamour for their green and soft lands.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_grn	ENGAGE_FORCE	Green Flood	The Orcs invade. Show them the true meaning of Waaar!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_hef	ENGAGE_FORCE	Rude Host	A High Elf host invades the lands of the ever-living. Repel these trespassers.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_lzd	ENGAGE_FORCE	Reptile Swarm	The Lizardmen invade! Push these creatures back into their fetid jungles.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_skv	ENGAGE_FORCE	Verminous Invasion	Coming from their lairs, the Skaven invade! Send these pests to the abyss!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_tmb	ENGAGE_FORCE	Know Thy Place	It would have been amusing if it wasn't for the inconvenience. Yet another pretender invades that must be stopped.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_vmp	ENGAGE_FORCE	The Damned	Some of your kin send their legions against us; this is a slight that will not stand. Halt this pathetic invasion.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_engage_force_army_invading_wef	ENGAGE_FORCE	Uproot Them	The Wood Elves dare plant their roots in our unholy soil. Stop this Elven invasion!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_make_alliance_0	MAKE_ALLIANCE	Deadly Alliance	War is not the only answer. An alliance is required, for now.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_brt	RAID_REGION	Grail Raiders	These men defile their dead, parading them around and puppeteering them in mockery of you, my lord; plunder their crypts and raise their dead to fight against them.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_def	RAID_REGION	Stolen Lore	The Dark Elf lands hide much valuable lore and secrets to eternal life. Raid their lands and seek such knowledge!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_dwf	RAID_REGION	Karak & Stick	Crack open the Dwarfen Holds and raid their lands, homes and tombs for anything of value.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_emp	RAID_REGION	Aged of Sigmar	This young race of men have stolen secrets that belong to Nagash. We shall go, raid and return what has always been ours.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_grn	RAID_REGION	Take Back	The Orcs have looted and stolen from us for too long. Now, raid their slum lands!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_hef	RAID_REGION	High Raid	Enter High Elf lands and ravage! No longer will these arrogant upstarts keep what should be ours!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_lzd	RAID_REGION	Jungle Raid	No longer will the Lizardmen hide their so-called knowledge from us. Seek out their treasures, their plaques of lore. Raid their habitat.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_skv	RAID_REGION	Mine Their Stone	We shall plunder the resources of the ratmen. Raid their warrens, destroy their under-world!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_tmb	RAID_REGION	Royal Trespass	This inferior king hides relics we need. Raid his lands, scatter the sands and his legions. All we survey is ours.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_vmp	RAID_REGION	Crypt Robbers	Some of the Vampire-kin have locked away treasures that were rightfully yours, reclaim what is owed.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raid_region_wef	RAID_REGION	Woodland Raid	Enter the tree-strewn paths of the Wood Elves and take their life-source - claim it for the Supreme Lord of the Dead.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raise_force_army	RAISE_FORCE	Legions Arise	Under our feet awaits a long-dead legion, eternally loyal and ready to serve. All they needs is for you to utter an incantation of awakening.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_brt	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Curse Bretonnia	Destroy a living city of Bretonnia. Send their presents fleeing into our bony embrace!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_def	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Druchii Curse	Seek out a city of the Dark Elves and raze it to the ground. Every stone must tumble. Nagash demands nothing less.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_dwf	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Karak It Open	The Dwarfholds of the stunted are a ripe target for our legions. Make it so.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_emp	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	So Much Morr	These men have their own "god" of death that inhabits every stone and garden in their vile realm. We will show them whar a true god of death looks like, topple their city.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_grn	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Orc Hole	The Orcs gather in one of their settlements. Raise the legions and destroy it.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_hef	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Glittering Cities	The Gleaming towers of the High Elves attempt to rival the glory of the Black Pyramid. This cannot be allowed to stand - literally.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_lzd	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Do Not Temple Me	The temple-cities of the Lizardmen are a cache of lost lore that could bring aid in the Great Ritual, unseal their crypts and burn what is left.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_skv	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Burrow and Destroy	Seek out the Skaven nests and put an end to these vermin once and for all!	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_tmb	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Pyramid Scheme	The city of a rival Tomb King dares to compete with our greatness! Raze it, and execute execute all who built it, to ensure the Black Pyramid remains the greatest death shrine.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_vmp	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	I am the Night	They claim to be creatures of the night, You Are The Night! We will tear down their castles and rip them from their slumber.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_raze_sack_settlement_wef	RAZE_OR_SACK_N_DIFFERENT_SETTLEMENTS_INCLUDING	Timber	The Wood Elves lurk in the deep woods. Send in your skeletal legions and fell any tree that could hold such vermin.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_recruit_agent_champion	RECRUIT_AGENT	Barrow Brutes	Raise a Tomb Prince or Wight King, these ancient warrior's martial skills will help our cause.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_recruit_agent_engineer	RECRUIT_AGENT	Undead Expertise	Let's summon a Gunnery Wight shall we? It'll aid our missile units no end - the expertise they've retained from their, er, actual lives, is invaluable to us.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_recruit_agent_wizard	RECRUIT_AGENT	Anoint the Clergy	Summon a Liche Priest from the Mortuary Cult to serve.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
nag_recruit_agent_spy	RECRUIT_AGENT	Heralds of the Accursed One	Call forth a mighty Archai, a sentient vassal bound to your will.	tmb/generic	rom_event_mission.png	true	false	Military		0	0	false	false	0.0000		false	Success! You have achieved one of your goals.	true
