id	mission_key	payload_key	status_key	value	target_key
457717298	nag_declare_war_vmp	EFFECT_BUNDLE	SUCCESS	key[nag_payload_attack_versus_vampires];DURATION[8];GLOBAL	default
457717299	nag_declare_war_wef	EFFECT_BUNDLE	SUCCESS	key[nag_payload_attack_versus_wood_elves];DURATION[8];GLOBAL	default
457717369	nag_declare_war_wef	TREASURY	SUCCESS	AMOUNT[500]	default
457717281	nag_diplomatic_assassinate_character	DIPLOMATIC_STANDING	SUCCESS	AMOUNT[1]	default
457717266	nag_diplomatic_assassinate_character	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717370	nag_diplomatic_capture_region	TREASURY	SUCCESS	AMOUNT[500]	default
457717282	nag_diplomatic_capture_region	DIPLOMATIC_STANDING	SUCCESS	AMOUNT[2]	default
457717267	nag_diplomatic_eliminate_character_in_battle	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717283	nag_diplomatic_eliminate_character_in_battle	DIPLOMATIC_STANDING	SUCCESS	AMOUNT[1]	default
457717284	nag_diplomatic_engage_force	DIPLOMATIC_STANDING	SUCCESS	AMOUNT[2]	default
457717371	nag_diplomatic_raid_region	TREASURY	SUCCESS	AMOUNT[650]	default
457717285	nag_diplomatic_raid_region	DIPLOMATIC_STANDING	SUCCESS	AMOUNT[1]	default
457717372	nag_diplomatic_raze_sack_settlement	TREASURY	SUCCESS	AMOUNT[750]	default
457717286	nag_diplomatic_raze_sack_settlement	DIPLOMATIC_STANDING	SUCCESS	AMOUNT[2]	default
457717268	nag_eliminate_character_in_battle_high_rank_brt	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717269	nag_eliminate_character_in_battle_high_rank_bst	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717270	nag_eliminate_character_in_battle_high_rank_chs	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717271	nag_eliminate_character_in_battle_high_rank_def	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717272	nag_eliminate_character_in_battle_high_rank_dwf	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717273	nag_eliminate_character_in_battle_high_rank_emp	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717274	nag_eliminate_character_in_battle_high_rank_grn	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717275	nag_eliminate_character_in_battle_high_rank_hef	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717276	nag_eliminate_character_in_battle_high_rank_lzd	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717277	nag_eliminate_character_in_battle_high_rank_skv	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717278	nag_eliminate_character_in_battle_high_rank_tmb	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717279	nag_eliminate_character_in_battle_high_rank_vmp	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717280	nag_eliminate_character_in_battle_high_rank_wef	ADD_ANCILLARY	SUCCESS	RANDOM_ANCILLARY;TARGET_OWNING_FACTION	default
457717300	nag_engage_force_army_brt	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717301	nag_engage_force_army_bst	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717302	nag_engage_force_army_chs	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717303	nag_engage_force_army_def	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717304	nag_engage_force_army_dwf	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717305	nag_engage_force_army_emp	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717306	nag_engage_force_army_grn	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717307	nag_engage_force_army_hef	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717308	nag_engage_force_army_invading_brt	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717309	nag_engage_force_army_invading_bst	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717310	nag_engage_force_army_invading_chs	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717311	nag_engage_force_army_invading_def	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717312	nag_engage_force_army_invading_dwf	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717313	nag_engage_force_army_invading_emp	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717314	nag_engage_force_army_invading_grn	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717315	nag_engage_force_army_invading_hef	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717316	nag_engage_force_army_invading_lzd	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717317	nag_engage_force_army_invading_skv	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717318	nag_engage_force_army_invading_tmb	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717319	nag_engage_force_army_invading_vmp	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717320	nag_engage_force_army_invading_wef	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_morale_army];DURATION[8];GLOBAL	default
457717373	nag_make_alliance_0	TREASURY	SUCCESS	AMOUNT[500]	default
457717374	nag_raid_region_brt	TREASURY	SUCCESS	AMOUNT[800]	default
457717375	nag_raid_region_def	TREASURY	SUCCESS	AMOUNT[800]	default
457717376	nag_raid_region_dwf	TREASURY	SUCCESS	AMOUNT[800]	default
457717377	nag_raid_region_emp	TREASURY	SUCCESS	AMOUNT[800]	default
457717378	nag_raid_region_grn	TREASURY	SUCCESS	AMOUNT[800]	default
457717379	nag_raid_region_hef	TREASURY	SUCCESS	AMOUNT[800]	default
457717380	nag_raid_region_lzd	TREASURY	SUCCESS	AMOUNT[800]	default
457717381	nag_raid_region_skv	TREASURY	SUCCESS	AMOUNT[800]	default
457717382	nag_raid_region_tmb	TREASURY	SUCCESS	AMOUNT[800]	default
457717383	nag_raid_region_vmp	TREASURY	SUCCESS	AMOUNT[800]	default
457717384	nag_raid_region_wef	TREASURY	SUCCESS	AMOUNT[800]	default
457717321	nag_raise_force_army	EFFECT_BUNDLE	SUCCESS	key[wh_main_payload_call_to_arms_army];DURATION[8];GLOBAL	default
457717385	nag_raze_sack_settlement_brt	TREASURY	SUCCESS	AMOUNT[1200]	default
457717386	nag_raze_sack_settlement_def	TREASURY	SUCCESS	AMOUNT[1200]	default
457717387	nag_raze_sack_settlement_dwf	TREASURY	SUCCESS	AMOUNT[1200]	default
457717388	nag_raze_sack_settlement_emp	TREASURY	SUCCESS	AMOUNT[1200]	default
457717389	nag_raze_sack_settlement_grn	TREASURY	SUCCESS	AMOUNT[1200]	default
457717390	nag_raze_sack_settlement_hef	TREASURY	SUCCESS	AMOUNT[1200]	default
457717391	nag_raze_sack_settlement_lzd	TREASURY	SUCCESS	AMOUNT[1200]	default
457717392	nag_raze_sack_settlement_skv	TREASURY	SUCCESS	AMOUNT[1200]	default
457717393	nag_raze_sack_settlement_tmb	TREASURY	SUCCESS	AMOUNT[1200]	default
457717394	nag_raze_sack_settlement_vmp	TREASURY	SUCCESS	AMOUNT[1200]	default
457717395	nag_raze_sack_settlement_wef	TREASURY	SUCCESS	AMOUNT[1200]	default
457717322	nag_recruit_agent_champion	EFFECT_BUNDLE	SUCCESS	key[nag_payload_improved_agent_champion];DURATION[8];GLOBAL	default
457717323	nag_recruit_agent_engineer	EFFECT_BUNDLE	SUCCESS	key[nag_payload_improved_agent_engineer];DURATION[8];GLOBAL	default
457717324	nag_recruit_agent_wizard	EFFECT_BUNDLE	SUCCESS	key[nag_payload_improved_agent_wizard];DURATION[8];GLOBAL	default
457717325	nag_recruit_agent_spy	EFFECT_BUNDLE	SUCCESS	key[nag_payload_improved_agent_spy];DURATION[8];GLOBAL	default
457717326	nag_recruit_agent_dignitary	EFFECT_BUNDLE	SUCCESS	key[nag_payload_improved_agent_dignitary];DURATION[8];GLOBAL	default
457717327	nag_recruit_unit_land_artillery	EFFECT_BUNDLE	SUCCESS	key[nag_payload_training_artillery];DURATION[8];GLOBAL	default
457717328	nag_recruit_unit_land_cavalry	EFFECT_BUNDLE	SUCCESS	key[nag_payload_training_cavalry];DURATION[8];GLOBAL	default
457717329	nag_recruit_unit_land_infantry_melee	EFFECT_BUNDLE	SUCCESS	key[nag_payload_training_infantry_melee];DURATION[8];GLOBAL	default
457717330	nag_recruit_unit_land_infantry_ranged	EFFECT_BUNDLE	SUCCESS	key[nag_payload_training_infantry_ranged];DURATION[8];GLOBAL	default
457717331	nag_recruit_unit_land_war_beast	EFFECT_BUNDLE	SUCCESS	key[nag_payload_training_war_beasts];DURATION[8];GLOBAL	default
457717332	nag_recruit_unit_land_war_machine	EFFECT_BUNDLE	SUCCESS	key[nag_payload_training_war_machines];DURATION[8];GLOBAL	default
