issuer_key	mission_key
CLAN_ELDERS	nag_engage_force_army_invading_def
CLAN_ELDERS	nag_engage_force_army_invading_dwf
CLAN_ELDERS	nag_engage_force_army_invading_emp
CLAN_ELDERS	nag_engage_force_army_invading_grn
CLAN_ELDERS	nag_engage_force_army_invading_hef
CLAN_ELDERS	nag_engage_force_army_invading_lzd
CLAN_ELDERS	nag_engage_force_army_invading_skv
CLAN_ELDERS	nag_engage_force_army_invading_tmb
CLAN_ELDERS	nag_engage_force_army_invading_vmp
CLAN_ELDERS	nag_engage_force_army_invading_wef
CLAN_ELDERS	nag_make_alliance_0
CLAN_ELDERS	nag_raid_region_brt
CLAN_ELDERS	nag_raid_region_def
CLAN_ELDERS	nag_raid_region_dwf
CLAN_ELDERS	nag_raid_region_emp
CLAN_ELDERS	nag_raid_region_grn
CLAN_ELDERS	nag_raid_region_hef
CLAN_ELDERS	nag_raid_region_lzd
CLAN_ELDERS	nag_raid_region_skv
CLAN_ELDERS	nag_raid_region_tmb
CLAN_ELDERS	nag_raid_region_vmp
CLAN_ELDERS	nag_raid_region_wef
CLAN_ELDERS	nag_raise_force_army
CLAN_ELDERS	nag_raze_sack_settlement_brt
CLAN_ELDERS	nag_raze_sack_settlement_def
CLAN_ELDERS	nag_raze_sack_settlement_dwf
CLAN_ELDERS	nag_raze_sack_settlement_emp
CLAN_ELDERS	nag_raze_sack_settlement_grn
CLAN_ELDERS	nag_raze_sack_settlement_hef
CLAN_ELDERS	nag_raze_sack_settlement_lzd
CLAN_ELDERS	nag_raze_sack_settlement_skv
CLAN_ELDERS	nag_raze_sack_settlement_tmb
CLAN_ELDERS	nag_raze_sack_settlement_vmp
CLAN_ELDERS	nag_raze_sack_settlement_wef
CLAN_ELDERS	nag_recruit_agent_champion
CLAN_ELDERS	nag_recruit_agent_engineer
CLAN_ELDERS	nag_recruit_agent_wizard
CLAN_ELDERS	nag_recruit_agent_spy
CLAN_ELDERS	nag_recruit_agent_dignitary
CLAN_ELDERS	nag_recruit_unit_land_artillery
CLAN_ELDERS	nag_recruit_unit_land_cavalry
CLAN_ELDERS	nag_recruit_unit_land_infantry_melee
CLAN_ELDERS	nag_recruit_unit_land_infantry_ranged
CLAN_ELDERS	nag_recruit_unit_land_war_beast
CLAN_ELDERS	nag_recruit_unit_land_war_machine
