unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
rhox_nagash_lahmia_nor_inf_marauder_berserkers_0		-1	melee_infantry	1	false	wh_dlc08_nor_inf_marauder_berserkers_0	100	0	750	wh_main_shp_transport	1	1	100	750	188	medium		0	true	wh_main_vo_culture_Chaos	infantry_axe_dual	2	false	chaos_warrior_30_degrees		false		750.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_hef_inf_swordmasters_of_hoeth_0		-1	melee_infantry	2	false	wh2_main_hef_inf_swordmasters_of_hoeth_0	100	0	1300	wh_main_shp_transport	1	1	100	1250	313	medium		0	true	wh2_main_vo_culture_High_Elves	infantry_sword_great	3	false	wef_infantry_15_degrees		false		1250.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_hef_inf_white_lions_of_chrace_0		-1	melee_infantry	1	false	wh2_main_hef_inf_white_lions_of_chrace_0	100	0	800	wh_main_shp_transport	1	1	100	800	200	medium		0	true	wh2_main_vo_culture_High_Elves	infantry_axe_great	2	false	wef_infantry_30_degrees		false		800.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_def_inf_shades_2		-1	missile_infantry	1	false	wh2_main_def_inf_shades_2	80	0	1100	wh_main_shp_transport	1	1	80	1050	288	medium		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_def_missile_infantry_bow_shades_great_weapons	3	false	wef_infantry_15_degrees		false		360.0000	790.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_def_cav_cold_one_knights_1		-1	melee_cavalry	2	false	wh2_main_def_cav_cold_one_knights_1	48	0	1300	wh_main_shp_transport	1	1	48	1300	325	heavy		0	true	wh2_main_vo_culture_Dark_Elves	wh2_main_cold_one	3	false	liz_cold_one_riders		false		1300.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_Dark_Elves_Mounted	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_wef_inf_waywatchers_0		-1	missile_infantry	2	false	wh_dlc05_wef_inf_waywatchers_0	60	0	1200	wh_main_shp_transport	1	1	120	1200	300	medium		0	true	wh_dlc05_vo_culture_Wood_Elves	missile_infantry_bow	3	false	wef_infantry_45_degrees		false		220.0000	930.0000	false	vo_culture_None	false	wh_dlc05_vo_actor_Wood_Elves_Male_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_wef_inf_wardancers_0		-1	melee_infantry	1	false	wh_dlc05_wef_inf_wardancers_0	100	0	750	wh_main_shp_transport	1	1	100	750	200	medium		0	true	wh_dlc05_vo_culture_Wood_Elves	wh2_main_infantry_dual_swords	2	false	emp_soldier_15_degrees		false		800.0000	0.0000	false	vo_culture_None	false	wh_dlc05_vo_actor_Wood_Elves_Female_Units	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_dwf_inf_dwarf_warrior_0		-1	melee_infantry	1	false	wh_main_dwf_inf_dwarf_warrior_0	100	0	450	wh_main_shp_transport	1	1	100	450	113	heavy		0	true	wh_main_vo_culture_Dwarf	infantry_axe	1	false	dwf_warrior_30_degrees		false		450.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_dwf_art_flame_cannon		-1	warmachine	2	false	wh_main_dwf_art_flame_cannon	32	0	1200	wh_main_shp_transport	1	1	32	1300	325	heavy		0	true	wh_main_vo_culture_Dwarf	field_gun_flame	3	false	dwf_warrior_15_degrees		false		140.0000	1260.0000	true	vo_culture_None	false	wh_main_vo_actor_Dwarf_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_chd_inf_chaos_dwarf_blunderbusses		-1	missile_infantry	1	false	wh3_dlc23_chd_inf_chaos_dwarf_blunderbusses	80	0	900	wh_main_shp_transport	1	1	80	900	225	heavy		0	true	wh3_dlc23_vo_culture_Chaos_Dwarfs	chd_blunderbuss_axe	2	false	dwf_warrior_45_degrees		false		300.0000	600.0000	false	vo_culture_None	false	wh3_dlc23_vo_actor_Chaos_Dwarf_Units	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_chd_veh_dreadquake_mortar		-1	warmachine	3	false	wh3_dlc23_chd_veh_dreadquake_mortar	2	0	2000	wh_main_shp_transport	1	1	1	2000	500	heavy		0	true	wh3_dlc23_vo_culture_Chaos_Dwarfs	chd_dreadquake	5	true	emp_steam_tank		true	composite_scene\porthole\chd_dreadquake_porthole.csc	200.0000	1800.0000	true	vo_culture_None	false	wh3_dlc23_vo_actor_Chaos_Dwarf_Units	0	true	false	2	false	false		0.0000	true	1	false
rhox_nagash_lahmia_ogr_cav_crushers_0		-1	monstrous_cavalry	2	false	wh3_main_ogr_cav_crushers_0	12	0	1800	wh_main_shp_transport	1	1	8	1800	450	medium		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_rhinox_cavalry	4	false	ogr_mournfang_cav		false		1800.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
rhox_nagash_lahmia_ogr_inf_ironguts_0		-1	monstrous_infantry	2	false	wh3_main_ogr_inf_ironguts_0	16	0	1000	wh_main_shp_transport	1	1	16	1000	250	very_heavy		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_great_weapons	2	false	ogre_infantry		false		1000.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
nag_guinevere		-1	hero	1	false	nag_guinevere	1	0	950	wh_main_shp_transport	1	1	1	950	250	heavy		0	false	wh_main_vo_culture_Vampire	wizard_vampires	0	true	vamp_lord		true		950.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Vampire_FemaleVamp	0	true	false	0	false	false		0.0000	false	1	false
nag_guinevere_warhorse		-1	hero	1	false	nag_guinevere_warhorse	1	0	1200	wh_main_shp_transport	1	1	1	1100	275	heavy		0	false	wh_main_vo_culture_Vampire	wizard_vampires	0	true	vamp_lord	wh_main_cam_mnt_brt_warhorse	true		1200.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Vampire_FemaleVamp	0	true	false	0	false	false		0.0000	false	1	false
nag_lahmia_neferata		-1	lord	1	false	nag_lahmia_neferata	1	0	950	wh_main_shp_transport	1	1	1	0	250	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord		true		950.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Vampire_FemaleVamp	0	true	false	0	false	false		0.0000	false	1	false
nag_lahmia_neferata_warhorse		-1	lord	1	false	nag_lahmia_neferata_warhorse	1	0	1200	wh_main_shp_transport	1	1	1	0	300	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord	wh_main_cam_mnt_vmp_barded_nightmare	true		1200.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Vampire_FemaleVamp	0	true	false	0	false	false		0.0000	false	1	false
nag_lahmia_neferata_hellsteed		-1	lord	1	false	nag_lahmia_neferata_hellsteed	1	0	1400	wh_main_shp_transport	1	1	1	0	325	heavy		0	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord	wh_main_cam_mnt_vmp_hellsteed	true		1400.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Vampire_FemaleVamp	0	true	false	0	false	false		0.0000	false	1	false
