building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
nag_resource_pasture_2	wh_main_effect_province_growth_building		region_to_province_own	45.0000	15.0000	0.0000
nag_resource_pasture_2	wh_main_effect_force_army_campaign_experience_base_war_machines		building_to_force_own_provincewide_unseen	2.0000	1.0000	0.0000
nag_resource_pasture_3	wh_main_effect_province_growth_building		region_to_province_own	60.0000	15.0000	0.0000
nag_resource_pasture_3	wh_main_effect_force_army_campaign_experience_base_war_machines		building_to_force_own_provincewide_unseen	3.0000	1.0000	0.0000
nag_resource_pasture_3	wh_main_effect_force_stat_charge_bonus_pct_chariot_charge		building_to_force_own_factionwide	4.0000	2.0000	0.0000
nag_resource_spices_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
nag_resource_spices_1	nag_effect_resource_xp_rank_nehek		building_to_force_own_provincewide_unseen	1.0000	1.0000	0.0000
nag_resource_spices_2	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	50.0000	0.0000
nag_resource_spices_2	nag_effect_resource_xp_rank_nehek		building_to_force_own_provincewide_unseen	2.0000	1.0000	0.0000
nag_resource_spices_3	wh_main_effect_economy_gdp_culture		building_to_building_own	300.0000	50.0000	0.0000
nag_resource_spices_3	nag_effect_resource_xp_rank_nehek		building_to_force_own_provincewide_unseen	3.0000	1.0000	0.0000
nag_resource_spices_3	wh_main_effect_economy_gdp_mod_all		province_to_region_own_factionwide	5.0000	2.0000	0.0000
nag_resource_ivory_1	wh_main_effect_economy_gdp_culture		building_to_building_own	200.0000	100.0000	0.0000
nag_resource_ivory_1	nag_effect_resource_xp_rank_beasts		building_to_force_own_provincewide_unseen	1.0000	1.0000	0.0000
nag_resource_ivory_2	wh_main_effect_economy_gdp_culture		building_to_building_own	350.0000	100.0000	0.0000
nag_resource_ivory_2	nag_effect_resource_xp_rank_beasts		building_to_force_own_provincewide_unseen	2.0000	1.0000	0.0000
nag_resource_ivory_3	wh_main_effect_economy_gdp_culture		building_to_building_own	500.0000	100.0000	0.0000
nag_resource_ivory_3	nag_effect_resource_xp_rank_beasts		building_to_force_own_provincewide_unseen	3.0000	1.0000	0.0000
nag_resource_ivory_3	wh_main_effect_force_stat_armour		building_to_force_own_factionwide	4.0000	2.0000	0.0000
nag_resource_marble_1	nag_effect_resource_xp_rank_construct		building_to_force_own_provincewide_unseen	1.0000	1.0000	0.0000
nag_resource_marble_2	nag_effect_resource_xp_rank_construct		building_to_force_own_provincewide_unseen	2.0000	1.0000	0.0000
nag_resource_marble_2	wh_main_effect_building_construction_cost_mod		province_to_region_own_factionwide	-5.0000	-2.0000	0.0000
nag_resource_marble_3	nag_effect_resource_xp_rank_construct		building_to_force_own_provincewide_unseen	3.0000	1.0000	0.0000
nag_resource_marble_3	wh_main_effect_building_construction_cost_mod		province_to_region_own_factionwide	-10.0000	-2.0000	0.0000
nag_resource_gemstones_1	wh_main_effect_economy_gdp_mining		building_to_building_own	300.0000	150.0000	0.0000
nag_resource_gemstones_1	wh_main_effect_region_resource_gem_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_gemstones_2	wh_main_effect_economy_gdp_mining		building_to_building_own	450.0000	225.0000	0.0000
nag_resource_gemstones_2	wh_main_effect_region_resource_gem_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_gemstones_3	nag_effect_resource_upkeep_reduction_ethereal		region_to_force_own	-50.0000	-10.0000	0.0000
nag_resource_gemstones_3	nag_effect_agent_recruitment_xp_spy_archai		province_to_province_own_factionwide	1.0000	1.0000	0.0000
nag_resource_gemstones_3	wh_main_effect_economy_gdp_mining		building_to_building_own	600.0000	300.0000	0.0000
nag_resource_gemstones_3	wh_main_effect_region_resource_gem_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_obsidian_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
nag_resource_obsidian_1	wh_main_effect_region_resource_obsidian_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_obsidian_2	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
nag_resource_obsidian_2	wh_main_effect_region_resource_obsidian_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_obsidian_3	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
nag_resource_obsidian_3	wh_main_effect_region_resource_obsidian_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_obsidian_3	nag_effect_resource_upkeep_reduction_nagashizzar		region_to_force_own	-50.0000	-10.0000	0.0000
nag_resource_dyes_1	wh_main_effect_region_resource_dyes_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_dyes_1	nag_effect_resource_xp_rank_nehek		province_to_force_own_provincewide	1.0000	1.0000	0.0000
nag_resource_dyes_2	wh_main_effect_region_resource_dyes_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_dyes_2	nag_effect_resource_xp_rank_nehek		province_to_force_own_provincewide	2.0000	2.0000	0.0000
nag_resource_dyes_3	wh_main_effect_region_resource_dyes_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_dyes_3	nag_effect_resource_xp_rank_nehek		province_to_force_own_provincewide	3.0000	3.0000	0.0000
nag_resource_dyes_3	nag_effect_resource_upkeep_reduction_nehek		region_to_force_own	-50.0000	-10.0000	0.0000
nag_resource_furs_1	wh_main_effect_region_resource_furs_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_furs_1	nag_effect_resource_xp_rank_beasts		province_to_force_own_provincewide	1.0000	1.0000	0.0000
nag_resource_furs_2	wh_main_effect_region_resource_furs_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_furs_2	nag_effect_resource_xp_rank_beasts		province_to_force_own_provincewide	2.0000	2.0000	0.0000
nag_resource_furs_3	wh_main_effect_region_resource_furs_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_furs_3	nag_effect_resource_xp_rank_beasts		province_to_force_own_provincewide	3.0000	3.0000	0.0000
nag_resource_furs_3	nag_effect_resource_upkeep_reduction_beasts		region_to_force_own	-50.0000	-10.0000	0.0000
nag_resource_gold_1	wh_main_effect_economy_gdp_mining		building_to_building_own	500.0000	300.0000	0.0000
nag_resource_gold_2	wh_main_effect_economy_gdp_mining		building_to_building_own	750.0000	450.0000	0.0000
nag_resource_gold_3	wh_main_effect_economy_gdp_mining		building_to_building_own	1000.0000	600.0000	0.0000
nag_resource_iron_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
nag_resource_iron_1	wh_main_effect_region_resource_iron_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_iron_1	nag_effect_resource_xp_rank_count		province_to_force_own_provincewide	1.0000	1.0000	0.0000
nag_resource_iron_2	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
nag_resource_iron_2	wh_main_effect_region_resource_iron_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_iron_2	nag_effect_resource_xp_rank_count		province_to_force_own_provincewide	2.0000	2.0000	0.0000
nag_resource_iron_3	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
nag_resource_iron_3	wh_main_effect_region_resource_iron_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_iron_3	nag_effect_resource_xp_rank_count		province_to_force_own_provincewide	3.0000	3.0000	0.0000
nag_resource_iron_3	nag_effect_resource_upkeep_reduction_count		region_to_force_own	-50.0000	-10.0000	0.0000
nag_resource_iron_3	nag_effect_agent_recruitment_xp_champion_wight_king_tomb_prince		province_to_province_own_factionwide	1.0000	1.0000	0.0000
nag_resource_iron_3	nag_effect_agent_recruitment_xp_champion_wight_king_tomb_prince_hidden		faction_to_force_own	1.0000	1.0000	0.0000
nag_resource_marble_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
nag_resource_marble_1	wh_main_effect_region_resource_marble_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_marble_2	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
nag_resource_marble_2	wh_main_effect_region_resource_marble_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_marble_3	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
nag_resource_marble_3	wh_main_effect_region_resource_marble_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_marble_3	nag_effect_resource_upkeep_reduction_construct		region_to_force_own	-50.0000	-10.0000	0.0000
nag_resource_pottery_1	wh_main_effect_economy_gdp_culture		building_to_building_own	100.0000	50.0000	0.0000
nag_resource_pottery_1	wh_main_effect_region_resource_pottery_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_pottery_2	wh_main_effect_region_resource_pottery_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_pottery_3	wh_main_effect_region_resource_pottery_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_salt_1	wh_main_effect_economy_gdp_mining		building_to_building_own	100.0000	50.0000	0.0000
nag_resource_salt_1	wh_main_effect_region_resource_salt_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_salt_2	wh_main_effect_economy_gdp_mining		building_to_building_own	150.0000	75.0000	0.0000
nag_resource_salt_2	wh_main_effect_region_resource_salt_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_salt_3	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	100.0000	0.0000
nag_resource_salt_3	wh_main_effect_region_resource_salt_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_salt_3	nag_effect_resource_upkeep_reduction_zombie		region_to_force_own	-50.0000	-10.0000	0.0000
nag_resource_timber_1	wh_main_effect_region_resource_timber_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_timber_2	wh_main_effect_region_resource_timber_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_timber_3	wh_main_effect_region_resource_timber_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_timber_3	nag_effect_resource_upkeep_reduction_coast		region_to_force_own	-50.0000	-10.0000	0.0000
nag_resource_wine_1	wh_main_effect_public_order_base		province_to_province_own_unseen	3.0000	2.0000	0.0000
nag_resource_wine_1	wh_main_effect_region_resource_wine_production		building_to_building_own	16.0000	8.0000	0.0000
nag_resource_wine_2	wh_main_effect_public_order_base		province_to_province_own_unseen	4.0000	2.0000	0.0000
nag_resource_wine_2	wh_main_effect_region_resource_wine_production		building_to_building_own	24.0000	12.0000	0.0000
nag_resource_wine_3	wh_main_effect_public_order_base		province_to_province_own_unseen	5.0000	3.0000	0.0000
nag_resource_wine_3	wh_main_effect_region_resource_wine_production		building_to_building_own	32.0000	16.0000	0.0000
nag_resource_animals_1	wh_main_effect_region_resource_animals_production		building_to_building_own	10.0000	5.0000	0.0000
nag_resource_medicine_1	wh_main_effect_region_resource_medicine_production		building_to_building_own	10.0000	5.0000	0.0000
nag_resource_pasture_1	wh_main_effect_economy_gdp_agriculture_farming		building_to_building_own	100.0000	50.0000	0.0000
nag_resource_pasture_1	wh_main_effect_public_order_base		province_to_province_own_unseen	4.0000	2.0000	0.0000
nag_resource_spices_1	wh_main_effect_region_resource_spices_production		building_to_building_own	10.0000	5.0000	0.0000
nag_resource_ivory_1	wh3_main_effect_region_resource_ivory_production		building_to_building_own	10.0000	5.0000	0.0000
