bonus_value_id	effect	unit_set
unit_cap	nag_effect_unit_cap_cairn_wraiths	nag_effect_unit_cap_cairn_wraiths
unit_cap	nag_effect_unit_cap_grave_guard_0	nag_effect_unit_cap_grave_guard_0
unit_cap	nag_effect_unit_cap_grave_guard_1	nag_effect_unit_cap_grave_guard_1
unit_cap	nag_effect_unit_cap_black_knights_0	nag_effect_unit_cap_black_knights_0
unit_cap	nag_effect_unit_cap_black_knights_3	nag_effect_unit_cap_black_knights_3
unit_cap	nag_effect_unit_cap_hexwraiths	nag_effect_unit_cap_hexwraiths
unit_cap	nag_effect_unit_cap_blood_knights_0	nag_effect_unit_cap_blood_knights_0
unit_cap	nag_effect_unit_cap_corpse_cart_1	nag_effect_unit_cap_corpse_cart_1
unit_cap	nag_effect_unit_cap_corpse_cart_2	nag_effect_unit_cap_corpse_cart_2
unit_cap	nag_effect_unit_cap_vargheists	nag_effect_unit_cap_vargheists
unit_cap	nag_effect_unit_cap_crypt_horrors	nag_effect_unit_cap_crypt_horrors
unit_cap	nag_effect_unit_cap_varghulf	nag_effect_unit_cap_varghulf
unit_cap	nag_effect_unit_cap_zombie_gunnery_mob_1	nag_effect_unit_cap_zombie_gunnery_mob_1
unit_cap	nag_effect_unit_cap_deck_gunners_0	nag_effect_unit_cap_deck_gunners_0
unit_cap	nag_effect_unit_cap_depth_guard_0	nag_effect_unit_cap_depth_guard_0
unit_cap	nag_effect_unit_cap_carronade	nag_effect_unit_cap_carronade
unit_cap	nag_effect_unit_cap_necrofex_colossus_0	nag_effect_unit_cap_necrofex_colossus_0
unit_cap	nag_effect_unit_cap_terrorgheist	nag_effect_unit_cap_terrorgheist
unit_cap	nag_effect_unit_cap_spectre_swarm	nag_effect_unit_cap_spectre_swarm
unit_cap	nag_effect_unit_cap_spirit_hosts	nag_effect_unit_cap_spirit_hosts
unit_cap	nag_effect_unit_cap_warp_ghouls	nag_effect_unit_cap_warp_ghouls
vampiric_mercenary_recruitment_capacity	wh_main_effect_building_vampiric_mercenary_capacity_zombies	nag_all_units_unit_set
unit_cap	nag_effect_unit_cap_nag_undead_chariot_unit	nag_effect_unit_cap_nag_undead_chariot_unit
unit_cap	nag_effect_vigpro_nagash_skeleton_orcs	nag_effect_vigpro_nagash_skeleton_orcs
unit_cap	nag_effect_vigpro_nagash_skeleton_giant	nag_effect_vigpro_nagash_skeleton_giant
unit_cap	nag_effect_vigpro_nagash_skeleton_goblin_range	nag_effect_vigpro_nagash_skeleton_goblin_range
unit_cap	nag_effect_vigpro_nagash_skeleton_goblin_melee	nag_effect_vigpro_nagash_skeleton_goblin_melee
unit_cap	nag_effect_vigpro_nagash_skeleton_troll_1h	nag_effect_vigpro_nagash_skeleton_troll_1h
unit_cap	nag_effect_vigpro_nagash_skeleton_troll_2h	nag_effect_vigpro_nagash_skeleton_troll_2h
