bonus_value_id	effect	unit_set
missile_damage_mod_mult	nag_effect_army_ranged_missile_strength_skill_azhag	nag_army_ranged_azhag
armour_mod	nag_effect_army_infantry_armour_skill_azhag	nag_army_infantry_azhag
melee_attack_mod	nag_effect_army_infantry_melee_attack_skill_azhag	nag_army_infantry_azhag
melee_attack_mod	nag_effect_army_beasts_melee_attack_skill_azhag	nag_army_warbeasts_monstrous_inf_azhag
charge_add	nag_effect_army_beasts_charge_bonus_skill_azhag	nag_army_warbeasts_monstrous_inf_azhag
melee_defence_mod	nag_effect_army_construct_melee_defence_skill_azhag	nag_army_monsters_constructs_azhag
melee_attack_mod	nag_effect_army_construct_melee_attack_skill_azhag	nag_army_monsters_constructs_azhag
charge_add	nag_effect_army_construct_charge_bonus_skill_azhag	nag_army_monsters_constructs_azhag
unit_damage_resistance_all_mod	nag_effect_army_vet_nagash_ward_save_skill_azhag	nag_army_nagashizzar_units_vet_azhag
melee_damage_mod_mult	nag_effect_army_vet_nagash_damage_base_skill_azhag	nag_army_nagashizzar_units_vet_azhag
upkeep_mod	nag_effect_upkeep_reduction_undead_green	nag_undead_green
melee_defence_mod	nag_effect_melee_defence_boyz_undead_green_morghasts	nag_undead_green_morghast
mod_land_movement_battle	nag_effect_movement_speed_boyz_undead_green_morghasts	nag_undead_green_morghast
missile_damage_mod_mult	nag_effect_force_stat_missile_damage_undead_green	nag_undead_green
melee_attack_mod	nag_effect_force_stat_melee_attack_scorpions	wh2_dlc09_tmb_mon_tomb_scorpion_0
mod_land_movement_battle	nag_effect_unit_speed_basic_skeleton	nag_skeletons_basic
unit_damage_resistance_physical_mod	nag_effect_unit_resistance_physical_ethereal	nag_ethereal_unit_set
morale	nag_effect_unit_leadership_ethereal	nag_ethereal_unit_set
upkeep_mod	nag_effect_force_all_campaign_upkeep_hidden	all_units
missile_damage_ap_mod_mult	nag_effect_force_stat_missile_damage_thrall_units	nag_thrall_units
missile_damage_mod_mult	nag_effect_force_stat_missile_damage_thrall_units	nag_thrall_units
range_mod	nag_effect_force_stat_range_thrall_units	nag_thrall_units
