ancillary	effect	effect_scope	value
nag_anc_follower_books_of_nagash_book_eight	wh_main_effect_character_mod_ancillary_drop	character_to_general_own_factionwide	15.0000
nag_anc_follower_books_of_nagash_book_eight	wh_main_effect_character_mod_ancillary_steal	character_to_general_own_factionwide	15.0000
nag_anc_follower_books_of_nagash_book_eight	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_general_own_factionwide	20.0000
nag_anc_follower_books_of_nagash_book_eight	wh_main_effect_force_all_campaign_sacking_income	character_to_general_own_factionwide	10.0000
nag_anc_follower_books_of_nagash_book_eight	wh_main_effect_force_all_campaign_razing_income	character_to_general_own_factionwide	10.0000
nag_anc_follower_books_of_nagash_book_nine	wh2_dlc14_effect_magic_cost_all_lores_percentage	character_to_character_own	-10.0000
nag_anc_follower_books_of_nagash_book_nine	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
nag_anc_follower_books_of_nagash_book_nine	nag_effect_unit_magic_attacks_morghasts	character_to_force_own	1.0000
nag_anc_follower_books_of_nagash_book_nine	nag_effect_unit_ability_magic_attacks_morghasts_hidden	character_to_force_own	1.0000
nag_anc_follower_books_of_nagash_book_nine	nag_effect_unit_magic_resistance_morghasts	character_to_force_own_factionwide	20.0000
