ancillary	effect	effect_scope	value
nag_anc_talisman_books_of_nagash_book_two	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	20.0
nag_anc_talisman_books_of_nagash_book_two	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	50.0
nag_anc_talisman_books_of_nagash_book_three	nag_effect_enable_bound_spell_nehek_skullstorm	character_to_character_own	1.0
nag_anc_talisman_books_of_nagash_book_three	nag_effect_unit_cap_tomb_scorpion_0	character_to_faction_unseen	2.0
nag_anc_talisman_books_of_nagash_book_three	nag_effect_stalk_scorpion_skill	character_to_force_own	1.0
nag_anc_talisman_books_of_nagash_book_three	nag_effect_speed_scorpion_crawler_skill	character_to_force_own_factionwide	10.0
nag_anc_talisman_books_of_nagash_book_four	nag_effect_enable_bound_spell_vamp_curse_of_years	character_to_character_own	1.0
nag_anc_talisman_books_of_nagash_book_four	wh_main_effect_character_wound_recovery_time_mod	character_to_faction	-1.0
nag_anc_talisman_books_of_nagash_book_four	wh_main_faction_xp_increase_generals	character_to_force_own_unseen	3.0
nag_anc_talisman_books_of_nagash_book_four	wh2_dlc13_effect_xp_gain_increase_versus_undead	character_to_force_own_factionwide	100.0
nag_anc_talisman_books_of_nagash_book_five	nag_effect_ability_enable_eternal_danse_macabre	character_to_character_own	1.0
nag_anc_talisman_books_of_nagash_book_five	nag_effect_unit_xp_levels_all_skeleton	character_to_force_own_factionwide	3.0
nag_anc_talisman_books_of_nagash_book_five	nag_effect_unit_cap_nagashi_guard	character_to_faction_unseen	2.0
nag_anc_talisman_books_of_nagash_book_five	nag_effect_unit_cap_nagashi_guard_halb	character_to_faction_unseen	2.0
nag_anc_talisman_books_of_nagash_book_six	nag_effect_enable_bound_spell_death_soulblight	character_to_character_own	1.0
nag_anc_talisman_books_of_nagash_book_six	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own	20.0
nag_anc_talisman_books_of_nagash_book_six	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_enable_bound_spell_nehek_cursed_blades	character_to_character_own	1.0
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_army_spirit_melee_attack_skill	character_to_force_own	6.0
nag_anc_talisman_books_of_nagash_book_seven	wh2_dlc17_effect_contact_phase_touch_of_corruption	character_to_character_own	1.0
nag_anc_talisman_books_of_nagash_book_eight	nag_effect_ability_enable_malediction_of_nagash	character_to_character_own	1.0
nag_anc_talisman_books_of_nagash_book_eight	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	3.0
nag_anc_talisman_books_of_nagash_book_eight	wh_main_effect_character_mod_ancillary_steal	character_to_character_own	20.0
nag_anc_talisman_books_of_nagash_book_eight	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10.0
nag_anc_talisman_books_of_nagash_book_nine	wh2_dlc14_effect_magic_cost_all_lores_percentage	character_to_character_own	-10.0
nag_anc_talisman_books_of_nagash_book_nine	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_unit_cap_morghasts	character_to_faction_unseen	1.0
