ancillary	effect	effect_scope	value
nag_anc_talisman_books_of_nagash_book_one	nag_effect_enable_bound_spell_light_phas_protection	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_one	nag_effect_character_physical_resist_lord_hero_all	character_to_force_own_factionwide	10.0000
nag_anc_talisman_books_of_nagash_book_one	nag_effect_unit_enable_flaming_attacks_constructs	character_to_force_own_factionwide	1.0000
nag_anc_talisman_books_of_nagash_book_one	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_one	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_one	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_one	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_one	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_two	nag_effect_enable_bound_spell_light_banishment	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_two	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	20.0000
nag_anc_talisman_books_of_nagash_book_two	wh_main_effect_character_stat_leadership_aura_size	character_to_character_own	50.0000
nag_anc_talisman_books_of_nagash_book_two	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_two	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_two	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_two	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_two	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_three	nag_effect_enable_bound_spell_nehek_skullstorm	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_three	nag_effect_stalk_scorpion_skill	character_to_force_own_factionwide	1.0000
nag_anc_talisman_books_of_nagash_book_three	nag_effect_speed_scorpion_crawler_skill	character_to_force_own_factionwide	25.0000
nag_anc_talisman_books_of_nagash_book_three	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_three	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_three	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_three	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_three	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_four	nag_effect_enable_bound_spell_vamp_curse_of_years	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_four	nag_effect_enable_ability_chilling_aura_zombies	character_to_force_own_factionwide	1.0000
nag_anc_talisman_books_of_nagash_book_four	nag_effect_unit_missile_resistance_zombie_units	character_to_force_own_factionwide	10.0000
nag_anc_talisman_books_of_nagash_book_four	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_four	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_four	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_four	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_four	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_five	nag_effect_ability_enable_eternal_danse_macabre	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_five	nag_effect_unit_speed_all_skeleton	character_to_force_own_factionwide	10.0000
nag_anc_talisman_books_of_nagash_book_five	nag_effect_unit_vigour_loss_reduction_all_skeleton	character_to_force_own_factionwide	-15.0000
nag_anc_talisman_books_of_nagash_book_five	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_five	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_five	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_five	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_five	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_six	nag_effect_enable_bound_spell_death_soulblight	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_six	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod_enemy	character_to_force_enemy_provincewide	-20.0000
nag_anc_talisman_books_of_nagash_book_six	wh2_dlc14_effect_character_stat_enable_spirit_leech_attacks	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_six	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_six	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_six	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_six	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_six	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_enable_bound_spell_nehek_cursed_blades	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_army_spirit_melee_attack_skill	character_to_force_own_factionwide	6.0000
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_unit_frostbite_attacks_spirits	character_to_force_own_factionwide	1.0000
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_seven	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_eight	nag_effect_ability_enable_malediction_of_nagash	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_eight	wh_main_effect_character_mod_ancillary_drop	character_to_general_own_factionwide	15.0000
nag_anc_talisman_books_of_nagash_book_eight	wh_main_effect_character_mod_ancillary_steal	character_to_general_own_factionwide	15.0000
nag_anc_talisman_books_of_nagash_book_eight	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_general_own_factionwide	20.0000
nag_anc_talisman_books_of_nagash_book_eight	wh_main_effect_force_all_campaign_sacking_income	character_to_general_own_factionwide	10.0000
nag_anc_talisman_books_of_nagash_book_eight	wh_main_effect_force_all_campaign_razing_income	character_to_general_own_factionwide	10.0000
nag_anc_talisman_books_of_nagash_book_eight	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_eight	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_eight	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_eight	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_eight	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_nine	wh2_dlc14_effect_magic_cost_all_lores_percentage	character_to_character_own	-10.0000
nag_anc_talisman_books_of_nagash_book_nine	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_unit_magic_attacks_morghasts	character_to_force_own	1.0000
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_unit_ability_magic_attacks_morghasts_hidden	character_to_force_own	1.0000
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_unit_magic_resistance_morghasts	character_to_force_own_factionwide	30.0000
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_book_stack_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_character_stat_mod_miscast_chance_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_morghast_archai_ward_save_dummy	character_to_character_own	1.0000
nag_anc_talisman_books_of_nagash_book_nine	nag_effect_mortarch_ward_save_dummy	character_to_character_own	1.0000
nag_anc_armour_armour_of_templehof	wh_main_effect_ability_enable_regenerating_flesh	character_to_character_own	1.0000
nag_anc_armour_armour_of_templehof	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
nag_anc_armour_armour_of_templehof	wh_main_effect_character_stat_armour	character_to_character_own	10.0000
nag_anc_armour_armour_of_templehof	wh_main_effect_character_stat_melee_defence	character_to_character_own	6.0000
nag_anc_armour_armour_of_templehof	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
nag_anc_armour_armour_of_templehof	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
nag_anc_armour_armour_of_templehof	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-1.0000
nag_anc_weapon_sword_of_unholy_power	wh3_main_effect_corruption_vampiric_characters	character_to_province_any	5.0000
nag_anc_weapon_sword_of_unholy_power	wh_main_effect_ability_enable_sword_of_unholy_power	character_to_character_own	1.0000
nag_anc_weapon_sword_of_unholy_power	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
nag_anc_weapon_sword_of_unholy_power	wh_main_effect_character_stat_melee_attack	character_to_character_own	6.0000
nag_anc_weapon_sword_of_unholy_power	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
nag_anc_weapon_sword_of_unholy_power	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10.0000
nag_anc_weapon_sword_of_unholy_power	wh_main_effect_force_all_campaign_recruitment_cost_all	general_to_force_own	-10.0000
nag_anc_weapon_the_tomb_blade_of_arkhan	wh2_dlc09_effect_ability_enable_the_tomb_blade_of_arkhan	character_to_character_own	1.0000
nag_anc_weapon_the_tomb_blade_of_arkhan	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
nag_anc_weapon_the_tomb_blade_of_arkhan	wh_main_effect_character_stat_weapon_strength	character_to_character_own	14.0000
nag_anc_weapon_the_tomb_blade_of_arkhan	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	15.0000
nag_anc_weapon_the_tomb_blade_of_arkhan	wh_main_effect_public_order_characters	character_to_province_own	5.0000
nag_anc_arcane_item_staff_of_nagash	wh2_dlc09_effect_ability_enable_staff_of_nagash	character_to_character_own	1.0000
nag_anc_arcane_item_staff_of_nagash	wh_main_effect_character_mod_ancillary_drop	character_to_character_own	20.0000
nag_anc_arcane_item_staff_of_nagash	wh_main_effect_character_stat_miscast	character_to_character_own	-15.0000
nag_anc_arcane_item_staff_of_nagash	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
nag_anc_enchanted_item_slann_gold	wh2_dlc11_effect_ability_enable_slann_gold	character_to_character_own	1.0000
nag_anc_enchanted_item_slann_gold	wh_main_effect_character_stat_magic_resistance	character_to_character_own	20.0000
nag_anc_enchanted_item_slann_gold	wh_main_effect_raise_dead_recruitment_cost_mod	character_to_character_own	-50.0000
nag_anc_talisman_the_carstein_ring	wh_dlc04_effect_ability_enable_the_carstein_ring	character_to_character_own	1.0000
nag_anc_talisman_the_carstein_ring	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
nag_anc_talisman_the_carstein_ring	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
nag_anc_talisman_the_carstein_ring	wh_main_effect_character_stat_ward_save	character_to_character_own	20.0000
nag_anc_talisman_the_carstein_ring	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-3.0000
nag_anc_talisman_the_carstein_ring	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	3.0000
nag_anc_weapon_blood_drinker	wh3_main_effect_corruption_vampiric_characters	character_to_province_any	5.0000
nag_anc_weapon_blood_drinker	wh_dlc04_effect_ability_enable_blood_drinker	character_to_character_own	1.0000
nag_anc_weapon_blood_drinker	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
nag_anc_weapon_blood_drinker	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
nag_anc_weapon_blood_drinker	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
nag_anc_weapon_blood_drinker	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10.0000
nag_anc_weapon_blood_drinker	wh_main_effect_force_all_campaign_recruitment_cost_all	character_to_force_own_alt_text	-10.0000
nag_anc_enchanted_item_blood_chalice_of_bathori	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
nag_anc_enchanted_item_blood_chalice_of_bathori	wh_main_effect_character_stat_ward_save	character_to_character_own	5.0000
nag_anc_enchanted_item_blood_chalice_of_bathori	wh_main_effect_character_wound_recovery_time_mod	faction_to_character_own	-1.0000
nag_anc_enchanted_item_blood_chalice_of_bathori	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	5.0000
nag_anc_enchanted_item_blood_chalice_of_bathori	wh_pro02_effect_ability_enable_blood_chalice_of_bathori	character_to_character_own	1.0000
nag_anc_weapon_chaos_tomb_blade	wh_main_effect_ability_enable_chaos_tomb_blade	character_to_character_own	1.0000
nag_anc_weapon_chaos_tomb_blade	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
nag_anc_weapon_chaos_tomb_blade	wh_main_effect_character_stat_melee_attack	character_to_character_own	6.0000
nag_anc_weapon_chaos_tomb_blade	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
nag_anc_weapon_chaos_tomb_blade	wh_main_effect_force_all_campaign_replenishment_rate	general_to_force_own	3.0000
