id	priority	unit	unit_group
626023471	270	nag_vanilla_vmp_inf_crypt_ghouls	nag_tier_3
626023472	660	nag_bone_thrower	nag_tier_3
626023473	660	nag_bone_thrower	nag_tier_3
626023474	1020	nag_vanilla_tmb_mon_ushabti_0	nag_tier_3
626023475	1020	nag_vanilla_tmb_mon_ushabti_0	nag_tier_3
626023476	800	nag_vanilla_tmb_inf_tomb_guard_0	nag_tier_4
626023477	800	nag_vanilla_tmb_inf_tomb_guard_0	nag_tier_4
626023478	820	nag_vanilla_tmb_inf_tomb_guard_1	nag_tier_4
626023479	820	nag_vanilla_tmb_inf_tomb_guard_1	nag_tier_4
626023480	1200	nag_bone_golems	nag_tier_4
626023481	200	nag_vanilla_tmb_inf_skeleton_archers_0	nag_tier_4
626023482	200	nag_vanilla_tmb_inf_skeleton_archers_0	nag_tier_4
626023483	220	nag_vanilla_tmb_inf_skeleton_spearmen_0	nag_tier_4
626023484	220	nag_vanilla_tmb_inf_skeleton_spearmen_0	nag_tier_4
626023485	200	nag_vanilla_tmb_inf_skeleton_warriors_0	nag_tier_4
626023486	200	nag_vanilla_tmb_inf_skeleton_warriors_0	nag_tier_4
626023487	270	nag_vanilla_vmp_inf_crypt_ghouls	nag_tier_4
626023488	270	nag_vanilla_vmp_inf_crypt_ghouls	nag_tier_4
626023489	270	nag_vanilla_vmp_inf_crypt_ghouls	nag_tier_4
626023490	270	nag_vanilla_vmp_inf_crypt_ghouls	nag_tier_4
626023491	660	nag_bone_thrower	nag_tier_4
626023492	660	nag_bone_thrower	nag_tier_4
626023493	1020	nag_vanilla_tmb_mon_ushabti_0	nag_tier_4
626023494	1020	nag_vanilla_tmb_mon_ushabti_0	nag_tier_4
626023495	1000	nag_vanilla_tmb_mon_ushabti_1	nag_tier_4
626023496	800	nag_vanilla_tmb_inf_tomb_guard_0	nag_tier_5
626023497	800	nag_vanilla_tmb_inf_tomb_guard_0	nag_tier_5
626023498	820	nag_vanilla_tmb_inf_tomb_guard_1	nag_tier_5
626023499	820	nag_vanilla_tmb_inf_tomb_guard_1	nag_tier_5
626023500	1200	nag_bone_golems	nag_tier_5
626023501	1200	nag_bone_golems	nag_tier_5
626023502	200	nag_vanilla_tmb_inf_skeleton_archers_0	nag_tier_5
626023503	200	nag_vanilla_tmb_inf_skeleton_archers_0	nag_tier_5
626023504	220	nag_vanilla_tmb_inf_skeleton_spearmen_0	nag_tier_5
626023505	220	nag_vanilla_tmb_inf_skeleton_spearmen_0	nag_tier_5
626023506	200	nag_vanilla_tmb_inf_skeleton_warriors_0	nag_tier_5
626023507	200	nag_vanilla_tmb_inf_skeleton_warriors_0	nag_tier_5
626023508	1500	nag_vanilla_vmp_cav_blood_knights_0	nag_tier_5
626023509	1500	nag_vanilla_vmp_cav_blood_knights_0	nag_tier_5
626023510	660	nag_bone_thrower	nag_tier_5
626023511	660	nag_bone_thrower	nag_tier_5
626023512	1020	nag_vanilla_tmb_mon_ushabti_0	nag_tier_5
626023513	1000	nag_vanilla_tmb_mon_ushabti_1	nag_tier_5
626023514	1000	nag_vanilla_tmb_mon_ushabti_1	nag_tier_5
626023515	5000	nag_morghasts	nag_tier_5
