key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect	show_in_3d_space	owner_only
nag_payload_attack_versus_tomb_kings	Your warriors relish the opportunity to do battle with the Tomb Kings.	Tomb King Conflict	faction	1	morale.png	true	false	true
nag_payload_attack_versus_vampires	Your warriors relish the opportunity to do battle with Vampire Counts.	Vampire Conflict	faction	1	morale.png	true	false	true
nag_payload_attack_versus_wood_elves	Your warriors relish the opportunity to do battle with Wood Elves.	Wood Elf Conflict	faction	1	morale.png	true	false	true
nag_resource_warpstone	Warpstone can be found in this location.	Warpstone	faction	1	res_nag_warpstone.png	true	true	false
nag_resource_coast	Recruitment caps for Coast units can be found in this location.	Coast Landmark	faction	1	res_nag_coast.png	true	true	false
nag_resource_counts	Recruitment caps for Sylvanian units can be found in this location.	Sylvanian Landmark	faction	1	res_nag_counts.png	true	true	false
nag_resource_nagash	Recruitment caps for Nagashi units can be found in this location.	Nagashi Landmark	faction	1	res_nag_nagash.png	true	true	false
nag_resource_nehek	Recruitment caps for Nehekharan units can be found in this location.	Nehekharan Landmark	faction	1	res_nag_nehek.png	true	true	false
nag_resource_ritual_site	This settlement is a special location of great interest to Nagash.	Ritual Site	faction	1	res_nag_ritual_site.png	true	true	false
nag_divinity_rite_bundle_region_undead_rises	[HIDDEN] Adds Undead corruption to every province capital for the Nagash Divinity rite Rises event	[HIDDEN]	region	0	 	true	false	true
nag_nagash_rite_bundle_region_super_growth	[HIDDEN] Adds Undead corruption to every province capital for the Nagash Divinity rite Rises event	[HIDDEN]	region	0	 	true	false	true
nag_effect_bundle_dead_forever	Your warriors relish the opportunity to do battle with Wood Elves.	Wood Elf Conflict	character	1	morale.png	true	false	true
nag_bp_ruined			region	0		false	false	false
nag_effect_edict_master_of_puppets	I will occupy, I will help you die, I will run through you, now I rule you too.	Master of Puppets	province	1	nag_effect_master_of_puppets.png	true	false	true
nag_effect_edict_soul_harvest	A reaper of souls; a harvest of minds, willing or not, their wills be bind.	Soul Harvest	province	2	nag_effect_soul_harvest.png	true	false	true
nag_effect_edict_tempest_of_death	A chill wind surges across the land, necrotic energy infusing with the bodies of the dead to spirit them towards the nearest battlefield.	Tempest of Death	province	3	nag_effect_tempest_of_death.png	true	false	true
nag_effect_edict_chains_of_life	Shackled by the chains of life, a saviour arrives to set these mortals free.	Chains of Life	province	4	nag_effect_chains_of_life.png	true	false	true
rhox_nagash_disabled	This is UI enabler		faction	1		true	true	false
rhox_nagash_avail	This is UI enabler		faction	1		true	true	false
rhox_nagash_ongoing	This is UI enabler		faction	1		true	true	false
rhox_nagash_woke	This is UI enabler		faction	1		true	true	false
nag_grand_spell_01_20	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_20	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_20	[HIDDEN]	HIDDEN	faction	0		true	false	true
rhox_nagash_ai_bonus	[HIDDEN]	HIDDEN	faction	0		false	false	true
rhox_nagash_stance_brain_searching	Absorb magic and knowledge from nearby practitioners by consuming their cerebral matter.	Stance: Empower	force	1	icon_effects_brains.png	true	false	true
rhox_nagash_stance_pyramid	Uses the Black Pyramid to traverse the world.	Stance: Black Pyramid	force	1	icon_effects_pyramid.png	true	false	true
rhox_lahmia_neferata_lord_trait	ph	ph	faction	1	character.png	true	false	true
nag_krell_battle_1_azhag_hidden	[HIDDEN]	HIDDEN	faction	0		false	false	true
nag_grand_spell_01_20_ai	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_02_20_ai	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_grand_spell_03_20_ai	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_army_capacity_bundle	[HIDDEN]	HIDDEN	faction	0		true	false	true
nag_ai_research_minus_bundle	[HIDDEN]	HIDDEN	faction	0		true	false	true
rhox_vmp_kalledria_lord_trait	ph	ph	faction	1	character.png	true	false	true
wh2_dlc15_hef_dungeon_mistwalker_upgrade_nagash		Interrogation: Nagash	faction	1	res_nag_ritual_site.png	true	false	true
wh2_dlc15_hef_eltharion_dungeon_reward_nagash		Nagash Prisoner	faction	1	res_nag_ritual_site.png	true	false	true
rhox_nagash_hidden_zombie_hp			character	0		false	false	false
