id	building_level	unit_group
2206279	nag_outpost_primary_main_4	nag_nagashi_guard_halb
2206280	nag_outpost_primary_main_4	nag_nagashi_guard_halb
2206281	nag_outpost_primary_main_4	nag_bone_golems
2206282	nag_outpost_primary_main_4	nag_bone_golems
2206283	nag_outpost_primary_main_4	nag_vanilla_tmb_inf_skeleton_archers_0
2206284	nag_outpost_primary_main_4	nag_vanilla_tmb_inf_skeleton_archers_0
2206285	nag_outpost_primary_main_4	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206286	nag_outpost_primary_main_4	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206287	nag_outpost_primary_main_4	nag_vanilla_tmb_inf_skeleton_warriors_0
2206288	nag_outpost_primary_main_4	nag_vanilla_tmb_inf_skeleton_warriors_0
2206289	nag_outpost_primary_main_4	nag_vanilla_vmp_inf_cairn_wraiths
2206290	nag_outpost_primary_main_4	nag_vanilla_vmp_mon_fell_bats
2206291	nag_outpost_primary_main_4	nag_vanilla_vmp_mon_fell_bats
2206292	nag_outpost_primary_main_4	nag_bone_thrower
2206293	nag_outpost_primary_main_4	nag_bone_thrower
2206294	nag_outpost_primary_main_4	nag_vanilla_tmb_mon_ushabti_0
2206295	nag_outpost_primary_main_4	nag_vanilla_tmb_mon_ushabti_0
2206296	nag_outpost_primary_main_4	nag_vanilla_tmb_mon_ushabti_1
2206298	nag_outpost_primary_main_5	nag_nagashi_guard
2206299	nag_outpost_primary_main_5	nag_nagashi_guard
2206300	nag_outpost_primary_main_5	nag_nagashi_guard_halb
2206301	nag_outpost_primary_main_5	nag_nagashi_guard_halb
2206302	nag_outpost_primary_main_5	nag_bone_golems
2206303	nag_outpost_primary_main_5	nag_bone_golems
2206304	nag_outpost_primary_main_5	nag_vanilla_tmb_inf_skeleton_archers_0
2206305	nag_outpost_primary_main_5	nag_vanilla_tmb_inf_skeleton_archers_0
2206306	nag_outpost_primary_main_5	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206307	nag_outpost_primary_main_5	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206308	nag_outpost_primary_main_5	nag_vanilla_tmb_inf_skeleton_warriors_0
2206309	nag_outpost_primary_main_5	nag_vanilla_tmb_inf_skeleton_warriors_0
2206310	nag_outpost_primary_main_5	nag_vanilla_vmp_inf_cairn_wraiths
2206311	nag_outpost_primary_main_5	nag_carrion_riders
2206312	nag_outpost_primary_main_5	nag_carrion_riders
2206313	nag_outpost_primary_main_5	nag_bone_thrower
2206314	nag_outpost_primary_main_5	nag_bone_thrower
2206315	nag_outpost_primary_main_5	nag_vanilla_tmb_mon_ushabti_1
2206316	nag_outpost_primary_main_5	nag_vanilla_tmb_mon_ushabti_1
2206318	nag_outpost_primary_main_5	nag_morghasts
2206319	nag_outpost_primary_main_coast_1	nag_nagashi_guard
2206320	nag_outpost_primary_main_coast_1	nag_nagashi_guard
2206321	nag_outpost_primary_main_coast_1	nag_bone_golems
2206322	nag_outpost_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206323	nag_outpost_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206324	nag_outpost_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206325	nag_outpost_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206326	nag_outpost_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_warriors_0
2206327	nag_outpost_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_warriors_0
2206328	nag_outpost_primary_main_coast_1	nag_vanilla_vmp_inf_cairn_wraiths
2206329	nag_outpost_primary_main_coast_1	nag_vanilla_vmp_mon_fell_bats
2206330	nag_outpost_primary_main_coast_1	nag_vanilla_vmp_mon_fell_bats
2206331	nag_outpost_primary_main_coast_2	nag_nagashi_guard
2206332	nag_outpost_primary_main_coast_2	nag_nagashi_guard
2206333	nag_outpost_primary_main_coast_2	nag_bone_golems
2206334	nag_outpost_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_archers_0
2206335	nag_outpost_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_archers_0
2206336	nag_outpost_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206337	nag_outpost_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206338	nag_outpost_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_warriors_0
2206339	nag_outpost_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_warriors_0
2206340	nag_outpost_primary_main_coast_2	nag_vanilla_vmp_inf_cairn_wraiths
2206341	nag_outpost_primary_main_coast_2	nag_vanilla_vmp_mon_fell_bats
2206342	nag_outpost_primary_main_coast_2	nag_vanilla_vmp_mon_fell_bats
2206343	nag_outpost_primary_main_coast_2	nag_bone_thrower
2206344	nag_outpost_primary_main_coast_2	nag_bone_thrower
2206345	nag_outpost_primary_main_coast_3	nag_nagashi_guard
2206346	nag_outpost_primary_main_coast_3	nag_nagashi_guard
2206347	nag_outpost_primary_main_coast_3	nag_bone_golems
2206348	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_archers_0
2206349	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_archers_0
2206350	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206351	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206352	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206353	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206354	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206355	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206356	nag_outpost_primary_main_coast_3	nag_vanilla_vmp_inf_cairn_wraiths
2206357	nag_outpost_primary_main_coast_3	nag_vanilla_vmp_mon_fell_bats
2206358	nag_outpost_primary_main_coast_3	nag_vanilla_vmp_mon_fell_bats
2206359	nag_outpost_primary_main_coast_3	nag_bone_thrower
2206360	nag_outpost_primary_main_coast_3	nag_bone_thrower
2206361	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_mon_ushabti_0
2206362	nag_outpost_primary_main_coast_3	nag_vanilla_tmb_mon_ushabti_0
2206363	nag_outpost_primary_main_coast_4	nag_nagashi_guard
2206364	nag_outpost_primary_main_coast_4	nag_nagashi_guard
2206365	nag_outpost_primary_main_coast_4	nag_nagashi_guard_halb
2206366	nag_outpost_primary_main_coast_4	nag_nagashi_guard_halb
2206367	nag_outpost_primary_main_coast_4	nag_bone_golems
2206368	nag_outpost_primary_main_coast_4	nag_bone_golems
2206369	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_archers_0
2206370	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_archers_0
2206371	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206372	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206373	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_warriors_0
2206374	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_warriors_0
2206375	nag_outpost_primary_main_coast_4	nag_vanilla_vmp_inf_cairn_wraiths
2206376	nag_outpost_primary_main_coast_4	nag_vanilla_vmp_mon_fell_bats
2206377	nag_outpost_primary_main_coast_4	nag_vanilla_vmp_mon_fell_bats
2206378	nag_outpost_primary_main_coast_4	nag_bone_thrower
2206379	nag_outpost_primary_main_coast_4	nag_bone_thrower
2206380	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_mon_ushabti_0
2206381	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_mon_ushabti_0
2206382	nag_outpost_primary_main_coast_4	nag_vanilla_tmb_mon_ushabti_1
2206384	nag_outpost_primary_main_coast_5	nag_nagashi_guard
2206385	nag_outpost_primary_main_coast_5	nag_nagashi_guard
2206386	nag_outpost_primary_main_coast_5	nag_nagashi_guard_halb
2206387	nag_outpost_primary_main_coast_5	nag_nagashi_guard_halb
2206388	nag_outpost_primary_main_coast_5	nag_bone_golems
2206389	nag_outpost_primary_main_coast_5	nag_bone_golems
2206390	nag_outpost_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_archers_0
2206391	nag_outpost_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_archers_0
2206392	nag_outpost_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206393	nag_outpost_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206394	nag_outpost_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_warriors_0
2206395	nag_outpost_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_warriors_0
2206396	nag_outpost_primary_main_coast_5	nag_vanilla_vmp_inf_cairn_wraiths
2206397	nag_outpost_primary_main_coast_5	nag_carrion_riders
2206398	nag_outpost_primary_main_coast_5	nag_carrion_riders
2206399	nag_outpost_primary_main_coast_5	nag_bone_thrower
2206400	nag_outpost_primary_main_coast_5	nag_bone_thrower
2206401	nag_outpost_primary_main_coast_5	nag_vanilla_tmb_mon_ushabti_1
2206402	nag_outpost_primary_main_coast_5	nag_vanilla_tmb_mon_ushabti_1
2206404	nag_outpost_primary_main_coast_5	nag_morghasts
2206405	nag_outpost_norsca_primary_main_1	nag_nagashi_guard
2206406	nag_outpost_norsca_primary_main_1	nag_nagashi_guard
2206407	nag_outpost_norsca_primary_main_1	nag_bone_golems
2206408	nag_outpost_norsca_primary_main_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206409	nag_outpost_norsca_primary_main_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206410	nag_outpost_norsca_primary_main_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206411	nag_outpost_norsca_primary_main_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206412	nag_outpost_norsca_primary_main_1	nag_vanilla_tmb_inf_skeleton_warriors_0
2206413	nag_outpost_norsca_primary_main_1	nag_vanilla_tmb_inf_skeleton_warriors_0
2206414	nag_outpost_norsca_primary_main_1	nag_vanilla_vmp_inf_cairn_wraiths
2206415	nag_outpost_norsca_primary_main_1	nag_vanilla_vmp_mon_fell_bats
2206416	nag_outpost_norsca_primary_main_1	nag_vanilla_vmp_mon_fell_bats
2206417	nag_outpost_norsca_primary_main_2	nag_nagashi_guard
2206418	nag_outpost_norsca_primary_main_2	nag_nagashi_guard
2206419	nag_outpost_norsca_primary_main_2	nag_bone_golems
2206420	nag_outpost_norsca_primary_main_2	nag_vanilla_tmb_inf_skeleton_archers_0
2206421	nag_outpost_norsca_primary_main_2	nag_vanilla_tmb_inf_skeleton_archers_0
2206422	nag_outpost_norsca_primary_main_2	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206423	nag_outpost_norsca_primary_main_2	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206424	nag_outpost_norsca_primary_main_2	nag_vanilla_tmb_inf_skeleton_warriors_0
2206425	nag_outpost_norsca_primary_main_2	nag_vanilla_tmb_inf_skeleton_warriors_0
2206426	nag_outpost_norsca_primary_main_2	nag_vanilla_vmp_inf_cairn_wraiths
2206427	nag_outpost_norsca_primary_main_2	nag_vanilla_vmp_mon_fell_bats
2206428	nag_outpost_norsca_primary_main_2	nag_vanilla_vmp_mon_fell_bats
2206429	nag_outpost_norsca_primary_main_2	nag_bone_thrower
2206430	nag_outpost_norsca_primary_main_2	nag_bone_thrower
2206431	nag_outpost_norsca_primary_main_3	nag_nagashi_guard
2206432	nag_outpost_norsca_primary_main_3	nag_nagashi_guard
2206433	nag_outpost_norsca_primary_main_3	nag_bone_golems
2206434	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_inf_skeleton_archers_0
2206435	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_inf_skeleton_archers_0
2206436	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206437	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206438	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206439	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206440	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206441	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206442	nag_outpost_norsca_primary_main_3	nag_vanilla_vmp_inf_cairn_wraiths
2206443	nag_outpost_norsca_primary_main_3	nag_vanilla_vmp_mon_fell_bats
2206444	nag_outpost_norsca_primary_main_3	nag_vanilla_vmp_mon_fell_bats
2206445	nag_outpost_norsca_primary_main_3	nag_bone_thrower
2206446	nag_outpost_norsca_primary_main_3	nag_bone_thrower
2206447	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_mon_ushabti_0
2206448	nag_outpost_norsca_primary_main_3	nag_vanilla_tmb_mon_ushabti_0
2206449	nag_outpost_norsca_primary_main_4	nag_nagashi_guard
2206450	nag_outpost_norsca_primary_main_4	nag_nagashi_guard
2206451	nag_outpost_norsca_primary_main_4	nag_nagashi_guard_halb
2206452	nag_outpost_norsca_primary_main_4	nag_nagashi_guard_halb
2206453	nag_outpost_norsca_primary_main_4	nag_bone_golems
2206454	nag_outpost_norsca_primary_main_4	nag_bone_golems
2206455	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_inf_skeleton_archers_0
2206456	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_inf_skeleton_archers_0
2206457	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206458	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206459	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_inf_skeleton_warriors_0
2206460	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_inf_skeleton_warriors_0
2206461	nag_outpost_norsca_primary_main_4	nag_vanilla_vmp_inf_cairn_wraiths
2206462	nag_outpost_norsca_primary_main_4	nag_vanilla_vmp_mon_fell_bats
2206463	nag_outpost_norsca_primary_main_4	nag_vanilla_vmp_mon_fell_bats
2206464	nag_outpost_norsca_primary_main_4	nag_bone_thrower
2206465	nag_outpost_norsca_primary_main_4	nag_bone_thrower
2206466	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_mon_ushabti_0
2206467	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_mon_ushabti_0
2206468	nag_outpost_norsca_primary_main_4	nag_vanilla_tmb_mon_ushabti_1
2206470	nag_outpost_norsca_primary_main_5	nag_nagashi_guard
2206471	nag_outpost_norsca_primary_main_5	nag_nagashi_guard
2206472	nag_outpost_norsca_primary_main_5	nag_nagashi_guard_halb
2206473	nag_outpost_norsca_primary_main_5	nag_nagashi_guard_halb
2206474	nag_outpost_norsca_primary_main_5	nag_bone_golems
2206475	nag_outpost_norsca_primary_main_5	nag_bone_golems
2206476	nag_outpost_norsca_primary_main_5	nag_vanilla_tmb_inf_skeleton_archers_0
2206477	nag_outpost_norsca_primary_main_5	nag_vanilla_tmb_inf_skeleton_archers_0
2206478	nag_outpost_norsca_primary_main_5	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206479	nag_outpost_norsca_primary_main_5	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206480	nag_outpost_norsca_primary_main_5	nag_vanilla_tmb_inf_skeleton_warriors_0
2206481	nag_outpost_norsca_primary_main_5	nag_vanilla_tmb_inf_skeleton_warriors_0
2206482	nag_outpost_norsca_primary_main_5	nag_vanilla_vmp_inf_cairn_wraiths
2206483	nag_outpost_norsca_primary_main_5	nag_carrion_riders
2206484	nag_outpost_norsca_primary_main_5	nag_carrion_riders
2206485	nag_outpost_norsca_primary_main_5	nag_bone_thrower
2206486	nag_outpost_norsca_primary_main_5	nag_bone_thrower
2206487	nag_outpost_norsca_primary_main_5	nag_vanilla_tmb_mon_ushabti_1
2206488	nag_outpost_norsca_primary_main_5	nag_vanilla_tmb_mon_ushabti_1
2206490	nag_outpost_norsca_primary_main_5	nag_morghasts
2206491	nag_outpost_norsca_primary_main_coast_1	nag_nagashi_guard
2206492	nag_outpost_norsca_primary_main_coast_1	nag_nagashi_guard
2206493	nag_outpost_norsca_primary_main_coast_1	nag_bone_golems
2206494	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206495	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206496	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206497	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206498	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_warriors_0
2206499	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_tmb_inf_skeleton_warriors_0
2206500	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_vmp_inf_cairn_wraiths
2206501	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_vmp_mon_fell_bats
2206502	nag_outpost_norsca_primary_main_coast_1	nag_vanilla_vmp_mon_fell_bats
2206503	nag_outpost_norsca_primary_main_coast_2	nag_nagashi_guard
2206504	nag_outpost_norsca_primary_main_coast_2	nag_nagashi_guard
2206505	nag_outpost_norsca_primary_main_coast_2	nag_bone_golems
2206506	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_archers_0
2206507	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_archers_0
2206508	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206509	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206510	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_warriors_0
2206511	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_tmb_inf_skeleton_warriors_0
2206512	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_vmp_inf_cairn_wraiths
2206513	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_vmp_mon_fell_bats
2206514	nag_outpost_norsca_primary_main_coast_2	nag_vanilla_vmp_mon_fell_bats
2206515	nag_outpost_norsca_primary_main_coast_2	nag_bone_thrower
2206516	nag_outpost_norsca_primary_main_coast_2	nag_bone_thrower
2206517	nag_outpost_norsca_primary_main_coast_3	nag_nagashi_guard
2206518	nag_outpost_norsca_primary_main_coast_3	nag_nagashi_guard
2206519	nag_outpost_norsca_primary_main_coast_3	nag_bone_golems
2206520	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_archers_0
2206521	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_archers_0
2206522	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206523	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206524	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206525	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206526	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206527	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_inf_skeleton_warriors_0
2206528	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_vmp_inf_cairn_wraiths
2206529	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_vmp_mon_fell_bats
2206530	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_vmp_mon_fell_bats
2206531	nag_outpost_norsca_primary_main_coast_3	nag_bone_thrower
2206532	nag_outpost_norsca_primary_main_coast_3	nag_bone_thrower
2206533	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_mon_ushabti_0
2206534	nag_outpost_norsca_primary_main_coast_3	nag_vanilla_tmb_mon_ushabti_0
2206535	nag_outpost_norsca_primary_main_coast_4	nag_nagashi_guard
2206536	nag_outpost_norsca_primary_main_coast_4	nag_nagashi_guard
2206537	nag_outpost_norsca_primary_main_coast_4	nag_nagashi_guard_halb
2206538	nag_outpost_norsca_primary_main_coast_4	nag_nagashi_guard_halb
2206539	nag_outpost_norsca_primary_main_coast_4	nag_bone_golems
2206540	nag_outpost_norsca_primary_main_coast_4	nag_bone_golems
2206541	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_archers_0
2206542	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_archers_0
2206543	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206544	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206545	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_warriors_0
2206546	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_inf_skeleton_warriors_0
2206547	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_vmp_inf_cairn_wraiths
2206548	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_vmp_mon_fell_bats
2206549	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_vmp_mon_fell_bats
2206550	nag_outpost_norsca_primary_main_coast_4	nag_bone_thrower
2206551	nag_outpost_norsca_primary_main_coast_4	nag_bone_thrower
2206552	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_mon_ushabti_0
2206553	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_mon_ushabti_0
2206554	nag_outpost_norsca_primary_main_coast_4	nag_vanilla_tmb_mon_ushabti_1
2206556	nag_outpost_norsca_primary_main_coast_5	nag_nagashi_guard
2206557	nag_outpost_norsca_primary_main_coast_5	nag_nagashi_guard
2206558	nag_outpost_norsca_primary_main_coast_5	nag_nagashi_guard_halb
2206559	nag_outpost_norsca_primary_main_coast_5	nag_nagashi_guard_halb
2206560	nag_outpost_norsca_primary_main_coast_5	nag_bone_golems
2206561	nag_outpost_norsca_primary_main_coast_5	nag_bone_golems
2206562	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_archers_0
2206563	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_archers_0
2206564	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206565	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206566	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_warriors_0
2206567	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_tmb_inf_skeleton_warriors_0
2206568	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_vmp_inf_cairn_wraiths
2206569	nag_outpost_norsca_primary_main_coast_5	nag_carrion_riders
2206570	nag_outpost_norsca_primary_main_coast_5	nag_carrion_riders
2206571	nag_outpost_norsca_primary_main_coast_5	nag_bone_thrower
2206572	nag_outpost_norsca_primary_main_coast_5	nag_bone_thrower
2206573	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_tmb_mon_ushabti_1
2206574	nag_outpost_norsca_primary_main_coast_5	nag_vanilla_tmb_mon_ushabti_1
2206576	nag_outpost_norsca_primary_main_coast_5	nag_morghasts
2206577	nag_outpost_secondary_main_1	nag_bone_golems
2206578	nag_outpost_secondary_main_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206579	nag_outpost_secondary_main_1	nag_vanilla_tmb_inf_skeleton_archers_0
2206580	nag_outpost_secondary_main_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
2206581	nag_outpost_secondary_main_1	nag_vanilla_tmb_inf_skeleton_spearmen_0
