id	mission_key	option_key	value
357767	nag_assassinate_character_agent_bst	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357768	nag_assassinate_character_agent_bst	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357769	nag_assassinate_character_agent_bst	CND_CULTURE	nag_nagash
357770	nag_assassinate_character_agent_chs	VAR_CHANCE	25
357771	nag_assassinate_character_agent_chs	GEN_TARGET_CHARACTER	
357772	nag_assassinate_character_agent_chs	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357773	nag_assassinate_character_agent_chs	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357774	nag_assassinate_character_agent_chs	CND_FIRST_ROUND	4
357775	nag_assassinate_character_agent_chs	VAR_MISSION_LENGTH_MOD_EASY	2.0
357776	nag_assassinate_character_agent_chs	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357777	nag_assassinate_character_agent_chs	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
357778	nag_assassinate_character_agent_chs	CND_ROUNDS_UNTIL_NEXT	16
357779	nag_assassinate_character_agent_chs	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357780	nag_assassinate_character_agent_chs	GEN_CND_WAR	
357781	nag_assassinate_character_agent_chs	VAR_MISSION_LENGTH_MIN	4
357782	nag_assassinate_character_agent_chs	CND_CULTURE	nag_nagash
357783	nag_assassinate_character_agent_chs	GEN_CND_MAX_REGION_DISTANCE	3
357784	nag_assassinate_character_agent_chs	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
357785	nag_assassinate_character_agent_chs	GEN_CND_SUBCULTURE	wh_main_sc_nor_norsca
357786	nag_assassinate_character_agent_chs	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357787	nag_assassinate_character_agent_chs	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
357788	nag_assassinate_character_agent_chs	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357789	nag_assassinate_character_agent_chs	GEN_CND_NOT_WOUNDED	
357790	nag_assassinate_character_agent_chs	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357791	nag_assassinate_character_agent_chs	CND_CAMPAIGN	main_warhammer
357792	nag_assassinate_character_agent_chs	GEN_CND_SUBCULTURE	wh_main_sc_chs_chaos
357793	nag_assassinate_character_agent_chs	VAR_MISSION_LENGTH_MOD_HARD	1.2
357794	nag_assassinate_character_agent_chs	VAR_MISSION_LENGTH_MAX	8
357795	nag_assassinate_character_agent_chs	GEN_CND_AGENT	
357796	nag_assassinate_character_agent_chs	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
357797	nag_assassinate_character_agent_chs	GEN_CND_VISIBLE	
357798	nag_assassinate_character_agent_def	GEN_CND_NOT_WOUNDED	
357799	nag_assassinate_character_agent_def	GEN_CND_WAR	
357800	nag_assassinate_character_agent_def	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357801	nag_assassinate_character_agent_def	CND_CAMPAIGN	main_warhammer
357802	nag_assassinate_character_agent_def	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
357803	nag_assassinate_character_agent_def	VAR_MISSION_LENGTH_MIN	4
357804	nag_assassinate_character_agent_def	CND_ROUNDS_UNTIL_NEXT	16
357805	nag_assassinate_character_agent_def	VAR_MISSION_LENGTH_MAX	8
357806	nag_assassinate_character_agent_def	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357807	nag_assassinate_character_agent_def	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357808	nag_assassinate_character_agent_def	GEN_CND_AGENT	
357809	nag_assassinate_character_agent_def	VAR_MISSION_LENGTH_MOD_EASY	2.0
357810	nag_assassinate_character_agent_def	GEN_CND_SUBCULTURE	wh2_main_sc_def_dark_elves
357811	nag_assassinate_character_agent_def	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357812	nag_assassinate_character_agent_def	GEN_CND_VISIBLE	
357813	nag_assassinate_character_agent_def	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
357814	nag_assassinate_character_agent_def	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357815	nag_assassinate_character_agent_def	GEN_CND_NOT_WOUNDED	
357816	nag_assassinate_character_agent_def	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
357817	nag_assassinate_character_agent_def	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
357818	nag_assassinate_character_agent_def	VAR_CHANCE	25
357819	nag_assassinate_character_agent_def	GEN_TARGET_CHARACTER	
357820	nag_assassinate_character_agent_def	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357821	nag_assassinate_character_agent_def	GEN_CND_MAX_REGION_DISTANCE	3
357822	nag_assassinate_character_agent_def	CND_CULTURE	nag_nagash
357823	nag_assassinate_character_agent_def	VAR_MISSION_LENGTH_MOD_HARD	1.2
357824	nag_assassinate_character_agent_def	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357825	nag_assassinate_character_agent_def	CND_FIRST_ROUND	4
357826	nag_assassinate_character_agent_dwf	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357827	nag_assassinate_character_agent_dwf	GEN_CND_AGENT	
357828	nag_assassinate_character_agent_dwf	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
357829	nag_assassinate_character_agent_dwf	CND_CAMPAIGN	main_warhammer
357830	nag_assassinate_character_agent_dwf	VAR_MISSION_LENGTH_MAX	8
357831	nag_assassinate_character_agent_dwf	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
357832	nag_assassinate_character_agent_dwf	CND_CULTURE	nag_nagash
357833	nag_assassinate_character_agent_dwf	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357834	nag_assassinate_character_agent_dwf	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
357835	nag_assassinate_character_agent_dwf	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357836	nag_assassinate_character_agent_dwf	VAR_MISSION_LENGTH_MOD_HARD	1.2
357837	nag_assassinate_character_agent_dwf	GEN_CND_VISIBLE	
357838	nag_assassinate_character_agent_dwf	GEN_CND_WAR	
357839	nag_assassinate_character_agent_dwf	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357840	nag_assassinate_character_agent_dwf	GEN_TARGET_CHARACTER	
357841	nag_assassinate_character_agent_dwf	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
357842	nag_assassinate_character_agent_dwf	VAR_CHANCE	25
357843	nag_assassinate_character_agent_dwf	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357844	nag_assassinate_character_agent_dwf	VAR_MISSION_LENGTH_MIN	4
357845	nag_assassinate_character_agent_dwf	CND_FIRST_ROUND	4
357846	nag_assassinate_character_agent_dwf	GEN_CND_MAX_REGION_DISTANCE	3
357847	nag_assassinate_character_agent_dwf	GEN_CND_SUBCULTURE	wh_main_sc_dwf_dwarfs
357848	nag_assassinate_character_agent_dwf	VAR_MISSION_LENGTH_MOD_EASY	2.0
357849	nag_assassinate_character_agent_dwf	GEN_CND_NOT_WOUNDED	
357850	nag_assassinate_character_agent_dwf	CND_ROUNDS_UNTIL_NEXT	16
357851	nag_assassinate_character_agent_dwf	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357852	nag_assassinate_character_agent_dwf	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357853	nag_assassinate_character_agent_emp	GEN_CND_WAR	
357854	nag_assassinate_character_agent_emp	GEN_CND_VISIBLE	
357855	nag_assassinate_character_agent_emp	VAR_MISSION_LENGTH_MIN	4
357856	nag_assassinate_character_agent_emp	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357857	nag_assassinate_character_agent_emp	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
357858	nag_assassinate_character_agent_emp	CND_CULTURE	nag_nagash
357859	nag_assassinate_character_agent_emp	CND_ROUNDS_UNTIL_NEXT	16
357860	nag_assassinate_character_agent_emp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357861	nag_assassinate_character_agent_emp	GEN_CND_NOT_WOUNDED	
357862	nag_assassinate_character_agent_emp	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357863	nag_assassinate_character_agent_emp	VAR_MISSION_LENGTH_MOD_HARD	1.2
357864	nag_assassinate_character_agent_emp	VAR_CHANCE	25
357865	nag_assassinate_character_agent_emp	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357866	nag_assassinate_character_agent_emp	GEN_CND_MAX_REGION_DISTANCE	3
357867	nag_assassinate_character_agent_emp	GEN_CND_AGENT	
357868	nag_assassinate_character_agent_emp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357869	nag_assassinate_character_agent_emp	VAR_MISSION_LENGTH_MOD_EASY	2.0
357870	nag_assassinate_character_agent_emp	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357871	nag_assassinate_character_agent_emp	VAR_MISSION_LENGTH_MAX	8
357872	nag_assassinate_character_agent_emp	CND_FIRST_ROUND	4
357873	nag_assassinate_character_agent_emp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
357874	nag_assassinate_character_agent_emp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
357875	nag_assassinate_character_agent_emp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
357876	nag_assassinate_character_agent_emp	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357877	nag_assassinate_character_agent_emp	CND_CAMPAIGN	main_warhammer
357878	nag_assassinate_character_agent_emp	GEN_CND_SUBCULTURE	wh_main_sc_emp_empire
357879	nag_assassinate_character_agent_emp	GEN_TARGET_CHARACTER	
357880	nag_assassinate_character_agent_grn	CND_CAMPAIGN	main_warhammer
357881	nag_assassinate_character_agent_grn	GEN_CND_MAX_REGION_DISTANCE	3
357882	nag_assassinate_character_agent_grn	CND_ROUNDS_UNTIL_NEXT	16
357883	nag_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MAX	8
357884	nag_assassinate_character_agent_grn	GEN_CND_SUBCULTURE	wh_main_sc_grn_greenskins
357885	nag_assassinate_character_agent_grn	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357886	nag_assassinate_character_agent_grn	GEN_CND_AGENT	
357887	nag_assassinate_character_agent_grn	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357888	nag_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357889	nag_assassinate_character_agent_grn	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357890	nag_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_EASY	2.0
357891	nag_assassinate_character_agent_grn	GEN_CND_WAR	
357892	nag_assassinate_character_agent_grn	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357893	nag_assassinate_character_agent_grn	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
357894	nag_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_HARD	1.2
357895	nag_assassinate_character_agent_grn	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
357896	nag_assassinate_character_agent_grn	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357897	nag_assassinate_character_agent_grn	GEN_CND_NOT_WOUNDED	
357898	nag_assassinate_character_agent_grn	GEN_CND_VISIBLE	
357899	nag_assassinate_character_agent_grn	CND_FIRST_ROUND	4
357900	nag_assassinate_character_agent_grn	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
357901	nag_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MIN	4
357902	nag_assassinate_character_agent_grn	CND_CULTURE	nag_nagash
357903	nag_assassinate_character_agent_grn	VAR_CHANCE	25
357904	nag_assassinate_character_agent_grn	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
357905	nag_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357906	nag_assassinate_character_agent_grn	GEN_TARGET_CHARACTER	
357907	nag_assassinate_character_agent_hef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357908	nag_assassinate_character_agent_hef	CND_CAMPAIGN	main_warhammer
357909	nag_assassinate_character_agent_hef	GEN_CND_VISIBLE	
357910	nag_assassinate_character_agent_hef	CND_ROUNDS_UNTIL_NEXT	16
357911	nag_assassinate_character_agent_hef	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
357912	nag_assassinate_character_agent_hef	GEN_CND_SUBCULTURE	wh2_main_sc_hef_high_elves
357913	nag_assassinate_character_agent_hef	GEN_CND_NOT_WOUNDED	
357914	nag_assassinate_character_agent_hef	VAR_MISSION_LENGTH_MAX	8
357915	nag_assassinate_character_agent_hef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357916	nag_assassinate_character_agent_hef	GEN_TARGET_CHARACTER	
357917	nag_assassinate_character_agent_hef	GEN_CND_MAX_REGION_DISTANCE	3
357918	nag_assassinate_character_agent_hef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
357919	nag_assassinate_character_agent_hef	GEN_CND_AGENT	
357920	nag_assassinate_character_agent_hef	VAR_MISSION_LENGTH_MOD_HARD	1.2
357921	nag_assassinate_character_agent_hef	VAR_MISSION_LENGTH_MIN	4
357922	nag_assassinate_character_agent_hef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357923	nag_assassinate_character_agent_hef	CND_CULTURE	nag_nagash
357924	nag_assassinate_character_agent_hef	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357925	nag_assassinate_character_agent_hef	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357926	nag_assassinate_character_agent_hef	CND_FIRST_ROUND	4
357927	nag_assassinate_character_agent_hef	VAR_CHANCE	25
357928	nag_assassinate_character_agent_hef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
357929	nag_assassinate_character_agent_hef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
357930	nag_assassinate_character_agent_hef	VAR_MISSION_LENGTH_MOD_EASY	2.0
357931	nag_assassinate_character_agent_hef	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357932	nag_assassinate_character_agent_hef	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357933	nag_assassinate_character_agent_hef	GEN_CND_WAR	
357934	nag_assassinate_character_agent_lzd	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357935	nag_assassinate_character_agent_lzd	CND_CAMPAIGN	main_warhammer
357936	nag_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_MOD_EASY	2.0
357937	nag_assassinate_character_agent_lzd	GEN_CND_WAR	
357938	nag_assassinate_character_agent_lzd	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
357939	nag_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357940	nag_assassinate_character_agent_lzd	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357941	nag_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_MOD_HARD	1.2
357942	nag_assassinate_character_agent_lzd	GEN_CND_AGENT	
357943	nag_assassinate_character_agent_lzd	GEN_CND_MAX_REGION_DISTANCE	3
357944	nag_assassinate_character_agent_lzd	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357945	nag_assassinate_character_agent_lzd	GEN_CND_SUBCULTURE	wh2_main_sc_lzd_lizardmen
357946	nag_assassinate_character_agent_lzd	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357947	nag_assassinate_character_agent_lzd	CND_FIRST_ROUND	4
357948	nag_assassinate_character_agent_lzd	CND_CULTURE	nag_nagash
357949	nag_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357950	nag_assassinate_character_agent_lzd	GEN_TARGET_CHARACTER	
357951	nag_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_MAX	8
357952	nag_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_MIN	4
357953	nag_assassinate_character_agent_lzd	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
357954	nag_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357955	nag_assassinate_character_agent_lzd	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
357956	nag_assassinate_character_agent_lzd	VAR_CHANCE	25
357957	nag_assassinate_character_agent_lzd	GEN_CND_NOT_WOUNDED	
357958	nag_assassinate_character_agent_lzd	GEN_CND_VISIBLE	
357959	nag_assassinate_character_agent_lzd	CND_ROUNDS_UNTIL_NEXT	16
357960	nag_assassinate_character_agent_lzd	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
357961	nag_assassinate_character_agent_skv	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357962	nag_assassinate_character_agent_skv	CND_CAMPAIGN	main_warhammer
357963	nag_assassinate_character_agent_skv	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357964	nag_assassinate_character_agent_skv	GEN_CND_AGENT	
357965	nag_assassinate_character_agent_skv	GEN_TARGET_CHARACTER	
357966	nag_assassinate_character_agent_skv	GEN_CND_SUBCULTURE	wh2_main_sc_skv_skaven
357967	nag_assassinate_character_agent_skv	VAR_MISSION_LENGTH_MAX	8
357968	nag_assassinate_character_agent_skv	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357969	nag_assassinate_character_agent_skv	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
357970	nag_assassinate_character_agent_skv	VAR_MISSION_LENGTH_MOD_EASY	2.0
357971	nag_assassinate_character_agent_skv	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
357972	nag_assassinate_character_agent_skv	GEN_CND_NOT_WOUNDED	
357973	nag_assassinate_character_agent_skv	VAR_MISSION_LENGTH_MOD_HARD	1.2
357974	nag_assassinate_character_agent_skv	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357975	nag_assassinate_character_agent_skv	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357976	nag_assassinate_character_agent_skv	GEN_CND_VISIBLE	
357977	nag_assassinate_character_agent_skv	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
357978	nag_assassinate_character_agent_skv	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
357979	nag_assassinate_character_agent_skv	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357980	nag_assassinate_character_agent_skv	VAR_CHANCE	25
357981	nag_assassinate_character_agent_skv	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
357982	nag_assassinate_character_agent_skv	CND_FIRST_ROUND	4
357983	nag_assassinate_character_agent_skv	GEN_CND_MAX_REGION_DISTANCE	3
357984	nag_assassinate_character_agent_skv	VAR_MISSION_LENGTH_MIN	4
357985	nag_assassinate_character_agent_skv	CND_ROUNDS_UNTIL_NEXT	16
357986	nag_assassinate_character_agent_skv	CND_CULTURE	nag_nagash
357987	nag_assassinate_character_agent_skv	GEN_CND_WAR	
357988	nag_assassinate_character_agent_tmb	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
357989	nag_assassinate_character_agent_tmb	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_1
357990	nag_assassinate_character_agent_tmb	GEN_CND_VISIBLE	
357991	nag_assassinate_character_agent_tmb	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
357992	nag_assassinate_character_agent_tmb	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
357993	nag_assassinate_character_agent_tmb	GEN_TARGET_CHARACTER	
357994	nag_assassinate_character_agent_tmb	GEN_CND_NOT_WOUNDED	
357995	nag_assassinate_character_agent_tmb	GEN_CND_SUBCULTURE	wh2_dlc09_sc_tmb_tomb_kings
357996	nag_assassinate_character_agent_tmb	CND_FIRST_ROUND	4
357997	nag_assassinate_character_agent_tmb	CND_HAS_AGENT	champion;dignitary;engineer;minister;runesmith;spy;wizard
357998	nag_assassinate_character_agent_tmb	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
357999	nag_assassinate_character_agent_tmb	VAR_MISSION_LENGTH_MAX	8
358000	nag_assassinate_character_agent_tmb	GEN_CND_MAX_REGION_DISTANCE	3
358001	nag_assassinate_character_agent_tmb	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
358002	nag_assassinate_character_agent_tmb	CND_CULTURE	nag_nagash
358003	nag_assassinate_character_agent_tmb	GEN_CND_WAR	
358004	nag_assassinate_character_agent_tmb	VAR_MISSION_LENGTH_MOD_EASY	2.0
358005	nag_assassinate_character_agent_tmb	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
358006	nag_assassinate_character_agent_tmb	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
358007	nag_assassinate_character_agent_tmb	CND_CAMPAIGN	main_warhammer
358008	nag_assassinate_character_agent_tmb	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
358009	nag_assassinate_character_agent_tmb	VAR_MISSION_LENGTH_MIN	4
358010	nag_assassinate_character_agent_tmb	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
358011	nag_assassinate_character_agent_tmb	GEN_CND_AGENT	
358012	nag_assassinate_character_agent_tmb	VAR_CHANCE	25
358013	nag_assassinate_character_agent_tmb	CND_ROUNDS_UNTIL_NEXT	16
358014	nag_assassinate_character_agent_tmb	VAR_MISSION_LENGTH_MOD_HARD	1.2
358015	nag_assassinate_character_agent_vmp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_thane_ghost_2
358016	nag_assassinate_character_agent_vmp	GEN_CND_SUBCULTURE	wh_main_sc_vmp_vampire_counts
358017	nag_assassinate_character_agent_vmp	CND_ROUNDS_UNTIL_NEXT	16
358018	nag_assassinate_character_agent_vmp	GEN_CND_MAX_REGION_DISTANCE	3
358019	nag_assassinate_character_agent_vmp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
