attribute	attribute_group
undead	nag_cha_liche_priest_shadow_1
causes_fear	nag_cha_liche_priest_undeath_0
encourages	nag_cha_liche_priest_undeath_0
hide_forest	nag_cha_liche_priest_undeath_0
undead	nag_cha_liche_priest_undeath_0
causes_fear	nag_cha_liche_priest_undeath_1
encourages	nag_cha_liche_priest_undeath_1
hide_forest	nag_cha_liche_priest_undeath_1
undead	nag_cha_liche_priest_undeath_1
flying	nag_carrion_riders
flying	nag_morghasts
flying	nag_morghasts_archai
