attribute	attribute_group
causes_fear	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_strider
causes_fear	wh2_dlc15_fear_hideForest_immPsy_chargeReflectorVsL_ignore_trees_vanguard
causes_fear	wh2_dlc15_fear_hideForest_immPsy_chargeReflectorVsL_strider
causes_fear	wh2_dlc15_fear_hideForest_immPsy_vanguard_encourage_ignore_trees_vanguard
causes_fear	wh2_dlc15_fear_hideForest_immPsy_vanguard_encourage_strider
causes_fear	wh2_dlc15_fear_hideForest_immPsy_vanguard_ignore_trees
causes_fear	wh2_dlc15_fear_hideForest_immPsy_vanguard_strider
causes_fear	wh2_dlc15_fear_hideforest_ignore_trees
causes_fear	wh2_dlc15_fear_hideforest_strider
causes_fear	wh2_dlc15_fear_ignore_trees
causes_fear	wh2_dlc15_fear_ignore_trees_terror
causes_fear	wh2_dlc15_fear_rampage_ignore_trees
causes_fear	wh2_dlc15_fear_rampage_strider
causes_fear	wh2_dlc15_fear_strider
causes_fear	wh2_dlc15_fear_terror_hideforest_ignore_trees
causes_fear	wh2_dlc15_fear_terror_hideforest_strider
causes_fear	wh2_dlc15_fear_terror_strider_undead
causes_fear	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_ignore_trees_mountedFireMove
causes_fear	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_strider
causes_fear	wh2_dlc15_fear_unbreakable_ignore_trees
causes_fear	wh2_dlc15_fear_unbreakable_strider
causes_fear	wh2_dlc15_fear_vanguard_hideForest_undead_strider
causes_fear	wh2_dlc15_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
causes_fear	wh2_dlc15_hideForest_fear_terror_chargeReflector_strider
causes_fear	wh2_dlc15_vanguard_hideForest_fear_ignore_trees
causes_fear	wh2_dlc15_vanguard_hideForest_fear_strider
causes_fear	wh2_dlc16_encourage_fear_hideForest_immuneToPsych_terror_moulderMonster
causes_fear	wh2_dlc16_encourage_fear_hideForest_moulderMonster
causes_fear	wh2_dlc16_encourage_fear_undead_strider_hideForest
causes_fear	wh2_dlc16_encourage_fear_vanguard_ignore_trees_hideForest
causes_fear	wh2_dlc16_encourage_fear_vanguard_ignore_trees_hideForest_mountedFireMove
causes_fear	wh2_dlc16_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard_unbreakable
causes_fear	wh2_dlc16_encourage_hideForest_fear_terror_moulderMonster
causes_fear	wh2_dlc16_encourage_hideForest_fear_undead
causes_fear	wh2_dlc16_fear_expendable_vanguard_hideForest
causes_fear	wh2_dlc16_fear_hideForest_immPsy
causes_fear	wh2_dlc16_fear_hideForest_immPsy_moulderMonster
causes_fear	wh2_dlc16_fear_hideForest_moulderMonster
causes_fear	wh2_dlc16_fear_rampage_strider_hideForest
causes_fear	wh2_dlc16_fear_terror_moulderMonster
causes_fear	wh2_dlc16_fear_terror_unbreakable_moulderMonster
causes_fear	wh2_dlc16_fear_terror_vanguard_hideForest_encourage_strider
causes_fear	wh2_dlc16_fear_terror_vanguard_hideForest_ignore_trees_strider
causes_fear	wh2_dlc16_fear_unbreakable_ignore_trees_hideForest
causes_fear	wh2_dlc16_hideForest_fear_terror_moulderMonster
causes_fear	wh2_dlc17_encourage_fear_terror_unbreakable_ignore_trees
causes_fear	wh2_dlc17_fear_rampage_terror_mountedFireMove
causes_fear	wh2_dlc17_fear_terror_vanguard_strider_hideForest
causes_fear	wh2_encourage_fear_hideForest_immuneToPsych
causes_fear	wh2_encourage_fear_hideForest_immuneToPsych_terror
causes_fear	wh2_encourage_fear_hideForest_mountedFireMove
causes_fear	wh2_encourage_fear_hideForest_mountedFireMove_undead
causes_fear	wh2_encourage_fear_hideForest_strider_unbreakable
causes_fear	wh2_encourage_fear_immuneToPsych
causes_fear	wh2_encourage_fear_mountedFireMove_terror_undead
causes_fear	wh2_encourage_fear_unbreakable
causes_fear	wh2_encourage_hideForest_fear_terror_chargeReflector
causes_fear	wh2_fatigueImmune_fear_stalk
causes_fear	wh2_fatigueImmune_fear_terror
causes_fear	wh2_fear_expendable_hideForest
causes_fear	wh2_fear_guerrilla
causes_fear	wh2_fear_guerrilla_mountedFireMove
causes_fear	wh2_fear_guerrilla_stalk_undead
causes_fear	wh2_fear_hideForest_rampage
causes_fear	wh2_fear_mountedFireMove
causes_fear	wh2_fear_mountedFireMove_terror
causes_fear	wh2_fear_rampage
causes_fear	wh2_fear_rampage_terror
causes_fear	wh2_fear_rampage_unbreakable
causes_fear	wh2_guerrilla_stalk_fear_rampage_terror_undead
causes_fear	wh2_hideForest_fear_terror
causes_fear	wh2_hideForest_fear_terror_chargeReflector
causes_fear	wh_amok_cantRun_fear_immuneToPsych
causes_fear	wh_amok_fear_immuneToPsych
causes_fear	wh_berserk_fear
causes_fear	wh_cantRun_fear_terror
causes_fear	wh_chargeReflectorVsL_fear_hideForest_undead
causes_fear	wh_chargeReflectorVsL_hideForest_guerrilla_fear_mountedFireMove
causes_fear	wh_chargeReflector_fear_hideForest_undead
causes_fear	wh_encourage_fear
causes_fear	wh_encourage_fear_guerrilla_deploy
causes_fear	wh_encourage_fear_hideForest
causes_fear	wh_encourage_fear_hideForest_immuneToPsych
causes_fear	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
causes_fear	wh_encourage_fear_hideForest_terror_undead
causes_fear	wh_encourage_fear_hideForest_unbreakable_terror
causes_fear	wh_encourage_fear_hideForest_unbreakable_terror_undead
causes_fear	wh_encourage_fear_hideForest_undead
causes_fear	wh_encourage_fear_hideForest_undead_mountedFireMove
causes_fear	wh_encourage_fear_immuneToPsych_strider
causes_fear	wh_encourage_fear_mountedFireMove
causes_fear	wh_encourage_fear_terror
causes_fear	wh_encourage_fear_terror_mountedFireMove
causes_fear	wh_encourage_fear_terror_mountedFireMove_strider
causes_fear	wh_encourage_fear_terror_unbreakable
causes_fear	wh_encourage_fear_terror_undead
causes_fear	wh_encourage_fear_undead
causes_fear	wh_encourage_fear_undead_strider
causes_fear	wh_encourage_hideForest_fear
causes_fear	wh_encourage_hideForest_fear_terror
causes_fear	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
causes_fear	wh_encourage_strider_fear_terror_mountedFireMove
causes_fear	wh_fatigue_fear_terror
causes_fear	wh_fear
causes_fear	wh_fear_guerilla_hideForest_undead_stalk
causes_fear	wh_fear_guerrilla_hideForest_terror_undead
causes_fear	wh_fear_guerrilla_hideForest_terror_undead_encourge
causes_fear	wh_fear_guerrilla_hideForest_undead
causes_fear	wh_fear_guerrilla_hideForest_undead_immPsy
causes_fear	wh_fear_guerrilla_hideForest_undead_mountedFireMove
causes_fear	wh_fear_guerrilla_terror
causes_fear	wh_fear_guerrilla_terror_undead
causes_fear	wh_fear_guerrilla_undead
causes_fear	wh_fear_guerrilla_undead_terror
causes_fear	wh_fear_hideForest
causes_fear	wh_fear_hideForest_immPsy_chargeReflectorVsL
causes_fear	wh_fear_hideForest_immPsy_guerrilla
causes_fear	wh_fear_hideForest_immPsy_guerrilla_encourage
causes_fear	wh_fear_hideForest_terror
causes_fear	wh_fear_hideForest_terror_undead
causes_fear	wh_fear_hideForest_undead
causes_fear	wh_fear_hideForest_undead_chargeDeflector
causes_fear	wh_fear_hideForest_undead_chargeReflector
causes_fear	wh_fear_hideForest_undead_chargeReflectorVsL
causes_fear	wh_fear_hideForest_undead_mountedFireMove
causes_fear	wh_fear_hideForest_undead_stalk
causes_fear	wh_fear_hideForest_undead_unbreakable
causes_fear	wh_fear_ignore_trees
causes_fear	wh_fear_immPsy_mountedFireMove_ogreCharge
causes_fear	wh_fear_immPsy_ogreCharge
causes_fear	wh_fear_ogreCharge
causes_fear	wh_fear_strider_terror
causes_fear	wh_fear_terror
causes_fear	wh_fear_terror_guerrilla_hideForest_unbreakable_encourage
causes_fear	wh_fear_terror_mountedFireMove
causes_fear	wh_fear_terror_strider
causes_fear	wh_fear_terror_unbreakable
causes_fear	wh_fear_terror_undead
causes_fear	wh_fear_terror_undead_chargeReflector
causes_fear	wh_fear_terror_undead_mountedFireMove
causes_fear	wh_fear_terror_undead_unbreakable
causes_fear	wh_fear_unbreakable
causes_fear	wh_fear_undead
causes_fear	wh_fear_undead_mountedFireMove
causes_fear	wh_guerrilla_hideForest_fear
causes_fear	wh_guerrilla_stalk_fear_terror
causes_fear	wh_guerrilla_stalk_fear_terror_undead
causes_fear	wh_hideForest_fear_terror
causes_fear	wh_hideForest_fear_terror_chargeReflectorVsL
causes_fear	wh_hideForest_unbreakable_fear
causes_terror	wh2_chargeReflector_encourage_fear_terror_undead
causes_terror	wh2_construct_fear_terror
causes_terror	wh2_construct_fear_terror_hideForest_guerrilla
causes_terror	wh2_construct_terror_hideForest
causes_terror	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead
causes_terror	wh2_dlc14_encourage_fear_terror_hideforest_unbreakable_strider
causes_terror	wh2_dlc14_encourage_fear_terror_immuneToPsych
causes_terror	wh2_dlc14_encourage_fear_terror_vanguard_hideforest_unbreakable_strider
causes_terror	wh2_dlc14_fear_terror_hideforest_strider_undead
causes_terror	wh2_dlc14_fear_terror_vanguard_hideforest_strider_undead
causes_terror	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflectorVsL_ignore_trees
causes_terror	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflectorVsL_strider
causes_terror	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
causes_terror	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_strider
causes_terror	wh2_dlc15_fear_ignore_trees_terror
causes_terror	wh2_dlc15_fear_terror_hideforest_ignore_trees
causes_terror	wh2_dlc15_fear_terror_hideforest_strider
causes_terror	wh2_dlc15_fear_terror_strider_undead
causes_terror	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_ignore_trees_mountedFireMove
causes_terror	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_strider
causes_terror	wh2_dlc15_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
causes_terror	wh2_dlc15_hideForest_fear_terror_chargeReflector_strider
causes_terror	wh2_dlc16_encourage_fear_hideForest_immuneToPsych_terror_moulderMonster
causes_terror	wh2_dlc16_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard_unbreakable
causes_terror	wh2_dlc16_encourage_hideForest_fear_terror_moulderMonster
causes_terror	wh2_dlc16_fear_terror_moulderMonster
causes_terror	wh2_dlc16_fear_terror_unbreakable_moulderMonster
causes_terror	wh2_dlc16_fear_terror_vanguard_hideForest_encourage_strider
causes_terror	wh2_dlc16_fear_terror_vanguard_hideForest_ignore_trees_strider
causes_terror	wh2_dlc16_hideForest_fear_terror_moulderMonster
causes_terror	wh2_dlc17_encourage_fear_terror_unbreakable_ignore_trees
causes_terror	wh2_dlc17_fear_rampage_terror_mountedFireMove
causes_terror	wh2_dlc17_fear_terror_vanguard_strider_hideForest
causes_terror	wh2_encourage_fear_hideForest_immuneToPsych_terror
causes_terror	wh2_encourage_fear_mountedFireMove_terror_undead
causes_terror	wh2_encourage_hideForest_fear_terror_chargeReflector
causes_terror	wh2_fatigueImmune_fear_terror
causes_terror	wh2_fear_mountedFireMove_terror
causes_terror	wh2_fear_rampage_terror
causes_terror	wh2_guerrilla_stalk_fear_rampage_terror_undead
causes_terror	wh2_hideForest_fear_terror
causes_terror	wh2_hideForest_fear_terror_chargeReflector
causes_terror	wh_berserk_fear_terror_undead
causes_terror	wh_cantRun_fear_terror
causes_terror	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
causes_terror	wh_encourage_fear_hideForest_terror_undead
causes_terror	wh_encourage_fear_hideForest_unbreakable_terror
causes_terror	wh_encourage_fear_hideForest_unbreakable_terror_undead
causes_terror	wh_encourage_fear_terror
causes_terror	wh_encourage_fear_terror_mountedFireMove
causes_terror	wh_encourage_fear_terror_mountedFireMove_strider
causes_terror	wh_encourage_fear_terror_unbreakable
causes_terror	wh_encourage_fear_terror_undead
causes_terror	wh_encourage_hideForest_fear_terror
causes_terror	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
causes_terror	wh_encourage_strider_fear_terror_mountedFireMove
causes_terror	wh_fatigue_fear_terror
causes_terror	wh_fear_guerrilla_hideForest_terror_undead
causes_terror	wh_fear_guerrilla_hideForest_terror_undead_encourge
causes_terror	wh_fear_guerrilla_terror
causes_terror	wh_fear_guerrilla_terror_undead
causes_terror	wh_fear_guerrilla_undead_terror
causes_terror	wh_fear_hideForest_terror
causes_terror	wh_fear_hideForest_terror_undead
causes_terror	wh_fear_strider_terror
causes_terror	wh_fear_terror
causes_terror	wh_fear_terror_guerrilla_hideForest_unbreakable_encourage
causes_terror	wh_fear_terror_mountedFireMove
causes_terror	wh_fear_terror_strider
causes_terror	wh_fear_terror_unbreakable
causes_terror	wh_fear_terror_undead
causes_terror	wh_fear_terror_undead_chargeReflector
causes_terror	wh_fear_terror_undead_mountedFireMove
causes_terror	wh_fear_terror_undead_unbreakable
causes_terror	wh_guerrilla_stalk_fear_terror
causes_terror	wh_guerrilla_stalk_fear_terror_undead
causes_terror	wh_hideForest_fear_terror
causes_terror	wh_hideForest_fear_terror_chargeReflectorVsL
charge_reflection	wh2_chargeReflectorVsL_encourage_fear_hideForest_immuneToPsych
charge_reflection	wh2_chargeReflectorVsL_encourage_fear_hideForest_undead
charge_reflection	wh2_chargeReflectorVsL_guerrilla_hideForest_immPsy_stalk
charge_reflection	wh2_chargeReflectorVsL_guerrilla_stalk
charge_reflection	wh2_construct_fear_hideForest_guerrilla_chargeReflectorVsL
charge_reflection	wh2_construct_fear_hideForest_guerrilla_stalk_chargeReflectorVsL
charge_reflection	wh2_dlc14_chargeReflectorVsL_guerrilla_stalk_unbreakable_fatigueimm
charge_reflection	wh2_dlc15_chargeReflectorVsL_expendable_vanguard_stalk_ignore_trees
charge_reflection	wh2_dlc15_chargeReflectorVsL_expendable_vanguard_stalk_strider
charge_reflection	wh2_dlc15_chargeReflectorVsL_guerrilla_stalk_strider
charge_reflection	wh2_dlc15_chargeReflectorVsL_vanguard_stalk_unbreakable_fatigueimm_strider
charge_reflection	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflectorVsL_ignore_trees
charge_reflection	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflectorVsL_strider
charge_reflection	wh2_dlc15_fear_hideForest_immPsy_chargeReflectorVsL_ignore_trees_vanguard
charge_reflection	wh2_dlc15_fear_hideForest_immPsy_chargeReflectorVsL_strider
charge_reflection	wh2_dlc15_hideForest_chargeReflectorVsL_ignore_trees
charge_reflection	wh2_dlc15_hideForest_chargeReflectorVsL_strider
charge_reflection	wh2_dlc15_hideForest_immPsy_chargeReflectorVsL_ignore_trees
charge_reflection	wh2_dlc15_hideForest_immPsy_chargeReflectorVsL_strider
charge_reflection	wh2_dlc15_vanguard_hideForest_immPsy_stalk_chargeReflectorVsL_ignore_trees
charge_reflection	wh2_dlc15_vanguard_hideForest_immPsy_stalk_chargeReflectorVsL_strider
charge_reflection	wh2_dlc16_chargeReflectorVsL_encourage_hideForest_mountedFireMove_vanguard_ignore_trees
charge_reflection	wh_chargeRefelectorVsL_guerrilla_hideForest
charge_reflection	wh_chargeReflectorVsL_encourage_guerrilla_hideForest
charge_reflection	wh_chargeReflectorVsL_encourage_hideForest
charge_reflection	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
charge_reflection	wh_chargeReflectorVsL_encourage_hideForest_mountedFireMove
charge_reflection	wh_chargeReflectorVsL_encourage_hideForest_unbreakable
charge_reflection	wh_chargeReflectorVsL_expendable_guerrilla_stalk
charge_reflection	wh_chargeReflectorVsL_expendable_hideForest
charge_reflection	wh_chargeReflectorVsL_fear_hideForest_undead
charge_reflection	wh_chargeReflectorVsL_guerrilla_hideForest
charge_reflection	wh_chargeReflectorVsL_hideForest
charge_reflection	wh_chargeReflectorVsL_hideForestScrub
charge_reflection	wh_chargeReflectorVsL_hideForest_guerrilla_fear_mountedFireMove
charge_reflection	wh_chargeReflectorVsL_hideForest_immPsy
charge_reflection	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
charge_reflection	wh_fear_hideForest_immPsy_chargeReflectorVsL
charge_reflection	wh_fear_hideForest_undead_chargeReflectorVsL
charge_reflection	wh_guerrilla_hideForest_immPsy_stalk_chargeReflectorVsL
charge_reflection	wh_hideForest_chargeReflectorVsL
charge_reflection	wh_hideForest_fear_terror_chargeReflectorVsL
charge_reflection	wh_hideForest_immPsy_chargeReflectorVsL
charge_reflection	wh_hideForest_unbreakable_chargeReflectorVsL
charge_reflection	wh2_chargeReflector_encourage_fear_terror_undead
charge_reflection	wh2_chargeReflector_fear_hideForest
charge_reflection	wh2_chargeReflector_fear_hideForest_immuneToPsych
charge_reflection	wh2_dlc15_chargeReflector_encourage_hideForest_unbreakable_ignore_trees
charge_reflection	wh2_dlc15_chargeReflector_encourage_hideForest_unbreakable_strider
charge_reflection	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
charge_reflection	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_strider
charge_reflection	wh2_dlc15_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
charge_reflection	wh2_dlc16_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard_unbreakable
charge_reflection	wh2_encourage_hideForest_fear_terror_chargeReflector
charge_reflection	wh2_hideForest_fear_terror_chargeReflector
charge_reflection	wh_chargeReflector_encourage_guerrilla_stalk
charge_reflection	wh_chargeReflector_encourage_hideForest
charge_reflection	wh_chargeReflector_encourage_hideForest_immuneToPsych
charge_reflection	wh_chargeReflector_encourage_hideForest_immuneToPsych_perfectVigour_strider
charge_reflection	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
charge_reflection	wh_chargeReflector_encourage_hideForest_unbreakable
charge_reflection	wh_chargeReflector_fear_hideForest_undead
charge_reflection	wh_chargeReflector_hideForest
charge_reflection	wh_chargeReflector_hideForest_immPsy_guerrilla
charge_reflection	wh_chargeReflector_hideForest_strider
charge_reflection	wh_fear_hideForest_undead_chargeDeflector
charge_reflection	wh_fear_hideForest_undead_chargeReflector
charge_reflection	wh_fear_terror_undead_chargeReflector
construct	wh2_construct_fear_hideForest
construct	wh2_construct_fear_hideForest_guerrilla_chargeReflectorVsL
construct	wh2_construct_fear_hideForest_guerrilla_stalk_chargeReflectorVsL
construct	wh2_construct_fear_terror
construct	wh2_construct_fear_terror_hideForest_guerrilla
construct	wh2_construct_terror_hideForest
disciplined	heavy_cavalry
disciplined	heavy_cavalry_elite_warm
disciplined	heavy_cavalry_warm
disciplined	heavy_infantry
disciplined	heavy_infantry_elite
disciplined	heavy_infantry_elite_charge_reflector
disciplined	heavy_infantry_elite_charge_reflector_warm
disciplined	heavy_infantry_warm
encourages	formed_infantry_elite
encourages	formed_infantry_elite_charge_reflector
encourages	formed_infantry_elite_charge_reflector_warm
encourages	formed_infantry_elite_warm
encourages	heavy_cavalry_elite_warm
encourages	heavy_infantry_elite
encourages	heavy_infantry_elite_charge_reflector
encourages	heavy_infantry_elite_charge_reflector_warm
encourages	melee_cavalry_elite
encourages	melee_cavalry_elite_charge_reflector
encourages	melee_cavalry_elite_charge_reflector_cold
encourages	melee_infantry_elite_charge_reflector_cold
encourages	melee_infantry_elite_cold
encourages	melee_infantry_elite_warm
encourages	wh2_chargeReflectorVsL_encourage_fear_hideForest_immuneToPsych
encourages	wh2_chargeReflectorVsL_encourage_fear_hideForest_undead
encourages	wh2_chargeReflector_encourage_fear_terror_undead
encourages	wh2_dlc14_encourage_fear_hideforest_unbreakable
encourages	wh2_dlc14_encourage_fear_terror_hideforest_strider_undead
encourages	wh2_dlc14_encourage_fear_terror_hideforest_unbreakable_strider
encourages	wh2_dlc14_encourage_fear_terror_immuneToPsych
encourages	wh2_dlc14_encourage_fear_terror_vanguard_hideforest_unbreakable_strider
encourages	wh2_dlc14_encourage_guerrilla_stalk_unbreakable
encourages	wh2_dlc15_chargeReflector_encourage_hideForest_unbreakable_ignore_trees
encourages	wh2_dlc15_chargeReflector_encourage_hideForest_unbreakable_strider
encourages	wh2_dlc15_encourage_fear_ignore_trees
encourages	wh2_dlc15_encourage_fear_mountedFireMove_strider
encourages	wh2_dlc15_encourage_fear_strider
encourages	wh2_dlc15_encourage_fear_vanguard_ignore_trees
encourages	wh2_dlc15_encourage_fear_vanguard_strider
encourages	wh2_dlc15_encourage_guerrilla_hideForest_ignore_trees
encourages	wh2_dlc15_encourage_guerrilla_hideForest_strider
encourages	wh2_dlc15_encourage_guerrilla_immuneToPsych_mountedFireMove_stalk_ignore_trees
encourages	wh2_dlc15_encourage_guerrilla_mountedFireMove_stalk_ignore_trees
encourages	wh2_dlc15_encourage_hideForest_fear_ignore_trees
encourages	wh2_dlc15_encourage_hideForest_fear_strider
encourages	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflectorVsL_ignore_trees
encourages	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflectorVsL_strider
encourages	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard
encourages	wh2_dlc15_encourage_hideForest_fear_terror_chargeReflector_strider
encourages	wh2_dlc15_encourage_hideForest_ignore_trees
encourages	wh2_dlc15_encourage_hideForest_immuneToPsych_ignore_trees
encourages	wh2_dlc15_encourage_hideForest_mountedFireMove_ignore_trees
encourages	wh2_dlc15_encourage_hideForest_mountedFireMove_strider
encourages	wh2_dlc15_encourage_vanguard_mountedFireMove_stalk_strider
encourages	wh2_dlc15_encourage_vanguard_stalk_strider
encourages	wh2_dlc15_encourage_vanguard_stalk_strider_unbreakable
encourages	wh2_dlc15_fear_hideForest_immPsy_vanguard_encourage_ignore_trees_vanguard
encourages	wh2_dlc15_fear_hideForest_immPsy_vanguard_encourage_strider
encourages	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_ignore_trees_mountedFireMove
encourages	wh2_dlc15_fear_terror_vanguard_hideForest_unbreakable_encourage_strider
encourages	wh2_dlc15_hideForest_fear_terror_chargeReflector_strider
encourages	wh2_dlc15_vanguard_stalk_snipe_encourage_mountedFireMove_ignore_trees
encourages	wh2_dlc16_chargeReflectorVsL_encourage_hideForest_mountedFireMove_vanguard_ignore_trees
encourages	wh2_dlc16_encourage_fear_hideForest_immuneToPsych_terror_moulderMonster
encourages	wh2_dlc16_encourage_fear_hideForest_moulderMonster
encourages	wh2_dlc16_encourage_fear_undead_strider_hideForest
encourages	wh2_dlc16_encourage_fear_vanguard_ignore_trees_hideForest
encourages	wh2_dlc16_encourage_fear_vanguard_ignore_trees_hideForest_mountedFireMove
encourages	wh2_dlc16_encourage_hideForest_fear_terror_chargeReflector_ignore_trees_vanguard_unbreakable
encourages	wh2_dlc16_encourage_hideForest_fear_terror_moulderMonster
encourages	wh2_dlc16_encourage_hideForest_fear_undead
encourages	wh2_dlc16_encourage_hideForest_mountedFireMove_Vanguard_ignore_trees
encourages	wh2_dlc16_encourage_hideForest_mountedFireMove_vanguard
encourages	wh2_dlc16_encourage_mountedFireMove_vanguard
encourages	wh2_dlc16_fear_terror_vanguard_hideForest_encourage_strider
encourages	wh2_dlc17_encourage_fear_terror_unbreakable_ignore_trees
encourages	wh2_dlc17_vanguard_stalk_encourage_mountedFireMove_strider
encourages	wh2_encourage_fear_hideForest_immuneToPsych
encourages	wh2_encourage_fear_hideForest_immuneToPsych_terror
encourages	wh2_encourage_fear_hideForest_mountedFireMove
encourages	wh2_encourage_fear_hideForest_mountedFireMove_undead
encourages	wh2_encourage_fear_hideForest_strider_unbreakable
encourages	wh2_encourage_fear_immuneToPsych
encourages	wh2_encourage_fear_mountedFireMove_terror_undead
encourages	wh2_encourage_fear_unbreakable
encourages	wh2_encourage_guerrilla_hideForest_immpsy
encourages	wh2_encourage_guerrilla_hideForest_mountedFireMove
encourages	wh2_encourage_guerrilla_immuneToPsych_mountedFireMove_stalk
encourages	wh2_encourage_guerrilla_mountedFireMove_stalk
encourages	wh2_encourage_hideForest_fear_terror_chargeReflector
encourages	wh2_encourage_immuneToPsych_mountedFireMove_stalk
encourages	wh2_encourage_mountedFireMove
encourages	wh2_encourage_stalk
encourages	wh2_vanguard_stalk_snipe_encourage_mountedFireMove_strider
encourages	wh_cantRun_encourage
encourages	wh_cantRun_encourage_heatResist
encourages	wh_chargeReflectorVsL_encourage_guerrilla_hideForest
encourages	wh_chargeReflectorVsL_encourage_hideForest
encourages	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
encourages	wh_chargeReflectorVsL_encourage_hideForest_mountedFireMove
encourages	wh_chargeReflectorVsL_encourage_hideForest_unbreakable
encourages	wh_chargeReflector_encourage_guerrilla_stalk
encourages	wh_chargeReflector_encourage_hideForest
encourages	wh_chargeReflector_encourage_hideForest_immuneToPsych
encourages	wh_chargeReflector_encourage_hideForest_immuneToPsych_perfectVigour_strider
encourages	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
