key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
nag_luthor_battle_1			5	nag_luthor_battle_1	nagash_tech	7	300	0	0			0	0	0
nag_luthor_battle_2			6	nag_luthor_battle_2	nagash_tech	7	300	0	0			0	0	0
nag_luthor_battle_3			7	nag_luthor_battle_3	nagash_tech	7	300	0	0			0	0	0
nag_mortarch_luthor_event_1			1	nag_mortarch_luthor_event_1	nagash_tech	7	300	0	0			0	0	0
nag_mortarch_luthor_event_2			2	nag_mortarch_luthor_event_2	nagash_tech	7	1	1000	0			0	0	0
nag_mortarch_luthor_event_3			3	nag_mortarch_luthor_event_3	nagash_tech	7	0	2500	0			0	0	0
nag_mortarch_luthor_unlock			4	nag_mortarch_luthor_unlock	nagash_tech	6	200	0	0			0	0	0
nag_luthor_proclamation			8	nag_luthor_proclamation	nagash_tech	6	1	5000	0			0	0	0
nag_luthor_archai			0	nag_luthor_archai	nagash_tech	6	800	0	0			0	0	0
nag_mannfred_battle_1			5	nag_mannfred_battle_1	nagash_tech	9	300	0	0			0	0	0
nag_mannfred_battle_2			6	nag_mannfred_battle_2	nagash_tech	9	300	0	0			0	0	0
nag_mannfred_battle_3			7	nag_mannfred_battle_3	nagash_tech	9	300	0	0			0	0	0
nag_mortarch_mannfred_event_1			1	nag_mortarch_mannfred_event_1	nagash_tech	9	300	0	0			0	0	0
nag_mortarch_mannfred_event_2			2	nag_mortarch_mannfred_event_2	nagash_tech	9	1	1000	0			0	0	0
nag_mortarch_mannfred_event_3			3	nag_mortarch_mannfred_event_3	nagash_tech	9	1	2500	0			0	0	0
nag_mortarch_mannfred_unlock			4	nag_mortarch_mannfred_unlock	nagash_tech	8	200	0	0			0	0	0
nag_mannfred_proclamation			8	nag_mannfred_proclamation	nagash_tech	8	1	5000	0			0	0	0
nag_mannfred_archai			0	nag_mannfred_archai	nagash_tech	8	800	0	0			0	0	0
nag_location_nagashizzar			1	nag_location_nagashizzar	nagash_tech	1	200	0	0			0	0	0
nag_location_mourkain			2	nag_location_mourkain	nagash_tech	1	200	0	0			0	0	0
nag_location_lahmia			3	nag_location_lahmia	nagash_tech	1	200	0	0			0	0	0
nag_location_khemri			4	nag_location_khemri	nagash_tech	1	200	0	0			0	0	0
nag_location_awakening			5	nag_location_awakening	nagash_tech	1	200	0	0			0	0	0
nag_location_drakenhof			6	nag_location_drakenhof	nagash_tech	1	200	0	0			0	0	0
nag_location_quintex			7	nag_location_quintex	nagash_tech	1	200	0	0			0	0	0
nag_nagash_ultimate_preprartion			4	nag_nagash_ultimate_preprartion	nagash_tech	2	1	0	0			0	0	0
nag_nagash_ultimate			4	nag_nagash_ultimate	nagash_tech	3	500	10000	0			0	0	0
nag_neferata_battle_1			5	nag_neferata_battle_1	nagash_tech	13	300	0	0			0	0	0
nag_neferata_battle_2			6	nag_neferata_battle_2	nagash_tech	13	300	0	0			0	0	0
nag_neferata_battle_3			7	nag_neferata_battle_3	nagash_tech	13	300	0	0			0	0	0
nag_mortarch_neferata_event_1			1	nag_mortarch_neferata_event_1	nagash_tech	13	300	0	0			0	0	0
nag_mortarch_neferata_event_2			2	nag_mortarch_neferata_event_2	nagash_tech	13	1	1000	0			0	0	0
nag_mortarch_neferata_event_3			3	nag_mortarch_neferata_event_3	nagash_tech	13	1	2500	0			0	0	0
nag_mortarch_neferata_unlock			4	nag_mortarch_neferata_unlock	nagash_tech	12	200	0	0			0	0	0
nag_neferata_proclamation			8	nag_neferata_proclamation	nagash_tech	12	1	5000	0			0	0	0
nag_neferata_archai			0	nag_neferata_archai	nagash_tech	12	800	0	0			0	0	0
nag_vlad_battle_1			5	nag_vlad_battle_1	nagash_tech	15	300	0	0			0	0	0
nag_vlad_battle_2			6	nag_vlad_battle_2	nagash_tech	15	300	0	0			0	0	0
nag_vlad_battle_3			7	nag_vlad_battle_3	nagash_tech	15	300	0	0			0	0	0
nag_mortarch_vlad_event_1			1	nag_mortarch_vlad_event_1	nagash_tech	15	300	0	0			0	0	0
nag_mortarch_vlad_event_2			2	nag_mortarch_vlad_event_2	nagash_tech	15	1	1000	0			0	0	0
nag_mortarch_vlad_event_3			3	nag_mortarch_vlad_event_3	nagash_tech	15	1	2500	0			0	0	0
nag_mortarch_vlad_unlock			4	nag_mortarch_vlad_unlock	nagash_tech	14	200	0	0			0	0	0
nag_vlad_proclamation			8	nag_vlad_proclamation	nagash_tech	14	1	5000	0			0	0	0
nag_vlad_archai			0	nag_vlad_archai	nagash_tech	14	800	0	0			0	0	0
