ability	land_unit
wh_main_unit_passive_unstable	nag_hero_warsphinx_summon
wh_main_unit_passive_unstable_mark_ii	nag_hero_warsphinx_summon
wh_dlc04_unit_passive_unbinding_wight_king	nag_hero_warsphinx_summon
wh_main_unit_passive_unstable	nag_sand_crawlies
wh_main_unit_passive_unstable_mark_ii	nag_sand_crawlies
wh_main_unit_passive_unstable	nag_carrion_riders
wh_main_unit_passive_unstable_mark_ii	nag_carrion_riders
wh_main_unit_passive_unstable	nag_giant_spoop
wh_main_unit_passive_unstable_mark_ii	nag_giant_spoop
nag_nagash_passive_death_magic_incarnate	nag_nagash_boss
wh_dlc04_lord_abilities_beguile	nag_mortarch_vlad
nag_vlad_passive_mortarch_of_shadows_aura	nag_mortarch_vlad
wh_main_character_abilities_arcane_conduit	nag_mortarch_vlad
wh_main_lord_passive_the_hunger	nag_mortarch_vlad
wh_main_unit_passive_unstable	nag_mortarch_vlad
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_vlad
wh_main_lord_abilities_master_of_the_black_arts	nag_mortarch_mannfred
wh_main_lord_passive_the_hunger	nag_mortarch_mannfred
wh_main_unit_passive_unstable	nag_mortarch_mannfred
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_mannfred
wh_main_lord_abilities_master_of_the_black_arts	nag_mortarch_mannfred_warhorse
wh_main_lord_passive_the_hunger	nag_mortarch_mannfred_warhorse
wh_main_unit_passive_unstable	nag_mortarch_mannfred_warhorse
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_mannfred_warhorse
wh_main_lord_abilities_master_of_the_black_arts	nag_mortarch_mannfred_abyssal
wh_main_lord_passive_the_hunger	nag_mortarch_mannfred_abyssal
wh_main_unit_passive_unstable	nag_mortarch_mannfred_abyssal
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_mannfred_abyssal
nag_unit_abilities_feaster_of_souls	nag_mortarch_mannfred_abyssal
wh2_dlc11_character_abilities_hornswaggle	nag_mortarch_luthor
wh2_dlc11_lord_abilities_power_siphon	nag_mortarch_luthor
wh2_dlc11_lord_passive_magical_void	nag_mortarch_luthor
wh2_dlc11_unit_passive_extra_powder	nag_mortarch_luthor
wh_main_lord_passive_the_hunger	nag_mortarch_luthor
wh_main_unit_passive_unstable	nag_mortarch_luthor
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_luthor
nag_bound_spell_deep_krakens_pull	nag_mortarch_luthor
wh2_dlc11_character_abilities_hornswaggle	nag_mortarch_luthor_terrorgheist
wh2_dlc11_lord_abilities_power_siphon	nag_mortarch_luthor_terrorgheist
wh2_dlc11_lord_passive_magical_void	nag_mortarch_luthor_terrorgheist
wh2_dlc11_unit_passive_extra_powder	nag_mortarch_luthor_terrorgheist
wh2_main_unit_abilities_death_shriek	nag_mortarch_luthor_terrorgheist
wh_main_lord_passive_the_hunger	nag_mortarch_luthor_terrorgheist
wh_main_unit_passive_regeneration	nag_mortarch_luthor_terrorgheist
wh_main_unit_passive_unstable	nag_mortarch_luthor_terrorgheist
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_luthor_terrorgheist
nag_bound_spell_deep_krakens_pull	nag_mortarch_luthor_terrorgheist
wh2_dlc09_lord_abilities_the_liber_mortis	nag_mortarch_arkhan
wh2_dlc09_lord_passive_my_will_be_done	nag_mortarch_arkhan
wh2_dlc09_lord_passive_the_curse	nag_mortarch_arkhan
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_mortarch_arkhan
wh2_dlc09_unit_passive_unstable_sand	nag_mortarch_arkhan
nag_arkhan_abilities_mortarch_of_sacraments_swarm	nag_mortarch_arkhan
wh2_dlc09_lord_abilities_the_liber_mortis	nag_mortarch_arkhan_warhorse
wh2_dlc09_lord_passive_my_will_be_done	nag_mortarch_arkhan_warhorse
wh2_dlc09_lord_passive_the_curse	nag_mortarch_arkhan_warhorse
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_mortarch_arkhan_warhorse
wh2_dlc09_unit_passive_unstable_sand	nag_mortarch_arkhan_warhorse
nag_arkhan_abilities_mortarch_of_sacraments_swarm	nag_mortarch_arkhan_warhorse
wh2_dlc09_lord_abilities_the_liber_mortis	nag_mortarch_arkhan_chariot
wh2_dlc09_lord_passive_my_will_be_done	nag_mortarch_arkhan_chariot
wh2_dlc09_lord_passive_the_curse	nag_mortarch_arkhan_chariot
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_mortarch_arkhan_chariot
wh2_dlc09_unit_passive_unstable_sand	nag_mortarch_arkhan_chariot
nag_arkhan_abilities_mortarch_of_sacraments_swarm	nag_mortarch_arkhan_chariot
wh2_dlc09_lord_abilities_the_liber_mortis	nag_mortarch_arkhan_abyssal
wh2_dlc09_lord_passive_my_will_be_done	nag_mortarch_arkhan_abyssal
wh2_dlc09_lord_passive_the_curse	nag_mortarch_arkhan_abyssal
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_mortarch_arkhan_abyssal
wh2_dlc09_unit_passive_unstable_sand	nag_mortarch_arkhan_abyssal
nag_arkhan_abilities_mortarch_of_sacraments_swarm	nag_mortarch_arkhan_abyssal
nag_unit_abilities_feaster_of_souls	nag_mortarch_arkhan_abyssal
wh_main_unit_passive_unstable	nag_mortarch_neferata
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_neferata
wh2_dlc11_lord_abilities_lightning_reflexes	nag_mortarch_neferata
wh2_dlc11_lord_abilities_seduction	nag_mortarch_neferata
wh_main_lord_passive_the_hunger	nag_mortarch_neferata
nag_neferata_abilities_mortarch_of_blood_death	nag_mortarch_neferata
wh_main_unit_passive_unstable	nag_mortarch_neferata_warhorse
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_neferata_warhorse
wh2_dlc11_lord_abilities_lightning_reflexes	nag_mortarch_neferata_warhorse
wh2_dlc11_lord_abilities_seduction	nag_mortarch_neferata_warhorse
wh_main_lord_passive_the_hunger	nag_mortarch_neferata_warhorse
nag_neferata_abilities_mortarch_of_blood_death	nag_mortarch_neferata_warhorse
wh_main_unit_passive_unstable	nag_mortarch_neferata_abyssal
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_neferata_abyssal
wh2_dlc11_lord_abilities_lightning_reflexes	nag_mortarch_neferata_abyssal
wh2_dlc11_lord_abilities_seduction	nag_mortarch_neferata_abyssal
wh_main_lord_passive_the_hunger	nag_mortarch_neferata_abyssal
nag_neferata_abilities_mortarch_of_blood_death	nag_mortarch_neferata_abyssal
nag_unit_abilities_feaster_of_souls	nag_mortarch_neferata_abyssal
wh_main_unit_passive_unstable	nag_mortarch_krell
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_krell
wh_main_character_abilities_deadly_onslaught	nag_mortarch_krell
wh_main_character_abilities_foe_seeker	nag_mortarch_krell
nag_krell_passive_mortarch_of_despair	nag_mortarch_krell
wh_main_character_abilities_deadly_onslaught	nag_morghasts_archai
wh_main_character_abilities_foe_seeker	nag_morghasts_archai
nag_unit_abilities_heralds_of_the_accursed_one	nag_morghasts_archai
wh_dlc04_lord_abilities_beguile	nag_mortarch_isabella
wh_main_character_abilities_red_fury	nag_mortarch_isabella
wh_main_lord_passive_the_hunger	nag_mortarch_isabella
wh_main_unit_passive_unstable	nag_mortarch_isabella
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_isabella
wh_dlc04_lord_abilities_beguile	nag_mortarch_isabella_hellsteed
wh_main_character_abilities_red_fury	nag_mortarch_isabella_hellsteed
wh_main_lord_passive_the_hunger	nag_mortarch_isabella_hellsteed
wh_main_unit_passive_unstable	nag_mortarch_isabella_hellsteed
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_isabella_hellsteed
wh_dlc04_lord_abilities_beguile	nag_mortarch_isabella_warhorse
wh_main_character_abilities_red_fury	nag_mortarch_isabella_warhorse
wh_main_lord_passive_the_hunger	nag_mortarch_isabella_warhorse
wh_main_unit_passive_unstable	nag_mortarch_isabella_warhorse
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_isabella_warhorse
nag_army_abilities_endless_tomb_hidden_raise_dead	nag_endless_tomb
nag_endless_tomb_visuals	nag_endless_tomb
wh_main_unit_passive_unstable	nag_warp_ghouls
wh_main_unit_passive_unstable_mark_ii	nag_warp_ghouls
wh_main_unit_passive_unstable	nag_shade_haunts
wh_main_unit_passive_unstable_mark_ii	nag_shade_haunts
nag_unit_passive_shade_haunt_vortex	nag_shade_haunts
nag_unit_passive_shade_haunt_vortex_visual_dummy	nag_shade_haunts
wh_main_unit_passive_unstable	nag_spirit_hosts
wh_main_unit_passive_unstable_mark_ii	nag_spirit_hosts
nag_unit_passive_spirit_host_vortex_visual_dummy	nag_spirit_hosts
wh_main_unit_passive_unstable	nag_spectre_swarm
wh_main_unit_passive_unstable_mark_ii	nag_spectre_swarm
nag_unit_passive_spectre_swarm_vortex	nag_spectre_swarm
nag_unit_passive_spectre_swarm_vortex_visual_dummy	nag_spectre_swarm
nag_unit_passive_grim_aura	nag_virion_plaguecart
nag_unit_passive_marshlight_aura	nag_virion_plaguecart
wh_main_unit_passive_unstable	nag_virion_plaguecart
wh_main_unit_passive_unstable_mark_ii	nag_virion_plaguecart
wh_dlc04_unit_passive_vigour_mortis	nag_virion_plaguecart
wh_main_unit_passive_regeneration	nag_virion_plaguecart
wh_main_unit_passive_unstable	nag_revenants
wh_main_unit_passive_unstable_mark_ii	nag_revenants
nag_unit_passive_torment	nag_revenants
wh_main_unit_passive_unstable	nag_bone_colossus
wh_main_unit_passive_unstable_mark_ii	nag_bone_colossus
wh_main_unit_passive_frenzy	nag_warp_ghouls
nag_warp_ghouls_aura	nag_warp_ghouls
nag_warp_ghouls_aura_skaven	nag_warp_ghouls
wh_main_spell_nagash_harbinger	nag_nagash_husk
wh_main_spell_nagash_harbinger	nag_nagash_boss
nag_bound_spell_nehek_cursed_blades	nag_hero_team_summon
nag_bound_spell_nehek_cursed_blades	nag_hero_warsphinx_summon
wh2_main_character_passive_grand_arcane_conduit	nag_nagash_husk
wh2_main_character_passive_grand_arcane_conduit	nag_nagash_boss
wh2_dlc09_lord_passive_the_curse	nag_nagash_husk
wh2_dlc09_lord_passive_the_curse	nag_nagash_boss
nag_unit_passive_grasping_hands	nag_spirit_hosts
nag_unit_abilities_malevolent_assault	nag_spectre_swarm
nag_unit_abilities_beyond_the_veil	nag_spectre_swarm
nag_unit_abilities_malevolent_assault	nag_shade_haunts
nag_unit_abilities_beyond_the_veil	nag_shade_haunts
nag_unit_passive_heavy_with_death	nag_shade_haunts
nag_unit_passive_grasping_hands	nag_spectre_swarm
nag_unit_passive_grasping_hands	nag_shade_haunts
nag_luthor_harkon_carcinization	nag_mortarch_luthor
nag_luthor_harkon_carcinization	nag_mortarch_luthor_terrorgheist
wh3_main_unit_passive_single_entity	nag_nagash_husk
wh3_main_unit_passive_single_entity	nag_nagash_revenant
wh3_main_unit_passive_single_entity	nag_nagash_boss
wh3_main_unit_passive_single_entity	nag_mortarch_neferata
wh3_main_unit_passive_single_entity	nag_mortarch_neferata_warhorse
wh3_main_unit_passive_single_entity	nag_mortarch_neferata_abyssal
wh3_main_unit_passive_single_entity	nag_mortarch_krell
wh3_main_unit_passive_single_entity	nag_mortarch_vlad
wh3_main_unit_passive_single_entity	nag_mortarch_mannfred
wh3_main_unit_passive_single_entity	nag_mortarch_mannfred_warhorse
wh3_main_unit_passive_single_entity	nag_mortarch_mannfred_abyssal
wh3_main_unit_passive_single_entity	nag_mortarch_luthor
wh3_main_unit_passive_single_entity	nag_mortarch_luthor_terrorgheist
wh3_main_unit_passive_single_entity	nag_mortarch_arkhan
wh3_main_unit_passive_single_entity	nag_mortarch_arkhan_warhorse
wh3_main_unit_passive_single_entity	nag_mortarch_arkhan_abyssal
wh3_main_unit_passive_single_entity	nag_mortarch_isabella
wh3_main_unit_passive_single_entity	nag_mortarch_isabella_hellsteed
wh3_main_unit_passive_single_entity	nag_mortarch_isabella_warhorse
wh3_main_unit_passive_single_entity	nag_morghasts_archai
wh3_main_unit_passive_single_entity	nag_giant_spoop
wh3_main_unit_passive_single_entity	nag_bone_colossus
wh3_main_unit_passive_single_entity	nag_endless_tomb
wh3_main_unit_passive_single_entity	nag_bombardment_targeting
wh3_main_unit_passive_single_entity	nag_virion_plaguecart
wh_main_unit_passive_unstable	nag_undead_chariot_unit
wh_main_unit_passive_unstable_mark_ii	nag_undead_chariot_unit
wh_main_unit_passive_unstable	vigpro_nagash_skeleton_orcs
wh_main_unit_passive_unstable_mark_ii	vigpro_nagash_skeleton_orcs
wh3_main_unit_passive_single_entity	vigpro_nagash_skeleton_giant
wh_main_unit_passive_unstable	vigpro_nagash_skeleton_giant
wh_main_unit_passive_unstable_mark_ii	vigpro_nagash_skeleton_giant
wh_main_unit_passive_unstable	vigpro_nagash_skeleton_goblin_range
wh_main_unit_passive_unstable_mark_ii	vigpro_nagash_skeleton_goblin_range
wh_main_unit_passive_unstable	vigpro_nagash_skeleton_goblin_melee
wh_main_unit_passive_unstable_mark_ii	vigpro_nagash_skeleton_goblin_melee
wh_main_unit_passive_regeneration	vigpro_nagash_skeleton_troll_1h
wh_main_unit_passive_unstable	vigpro_nagash_skeleton_troll_1h
wh_main_unit_passive_unstable_mark_ii	vigpro_nagash_skeleton_troll_1h
wh_main_unit_passive_regeneration	vigpro_nagash_skeleton_troll_2h
wh_main_unit_passive_unstable	vigpro_nagash_skeleton_troll_2h
wh_main_unit_passive_unstable_mark_ii	vigpro_nagash_skeleton_troll_2h
wh_main_unit_passive_unstable_mark_ii	nag_skeleton_reaper
wh_main_unit_passive_unstable	nag_skeleton_reaper
nag_nagash_abilities_master_arcane_conduit	nag_nagash_boss
wh_main_unit_passive_frenzy	nag_doomed_legion
wh_main_unit_passive_unstable	nag_doomed_legion
wh_main_unit_passive_unstable_mark_ii	nag_doomed_legion
wh2_dlc09_unit_passive_guardian	nag_doomed_legion
wh2_dlc11_unit_passive_the_hunger	nag_blood_beasts
wh_main_unit_passive_unstable	nag_blood_beasts
wh_main_unit_passive_unstable_mark_ii	nag_blood_beasts
nag_unit_passive_blood_frenzy	nag_blood_beasts
nag_unit_passive_fresh_hunger	nag_thrall_crossbowmen
nag_unit_passive_fresh_hunger	nag_thrall_handgunners
nag_unit_passive_grim_aura	gp_nag_virion_plague_cart
nag_unit_passive_marshlight_aura	gp_nag_virion_plague_cart
wh_main_unit_passive_unstable	gp_nag_virion_plague_cart
wh_main_unit_passive_unstable_mark_ii	gp_nag_virion_plague_cart
wh_dlc04_unit_passive_vigour_mortis	gp_nag_virion_plague_cart
wh_main_unit_passive_regeneration	gp_nag_virion_plague_cart
wh3_main_unit_passive_single_entity	gp_nag_virion_plague_cart
