ability	land_unit
wh2_dlc09_unit_passive_unstable_sand	nag_vanilla_tmb_mon_tomb_scorpion_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_vanilla_tmb_mon_khemrian_warsphinx_0
wh2_dlc09_unit_passive_unstable_sand	nag_vanilla_tmb_mon_khemrian_warsphinx_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_vanilla_tmb_mon_necrosphinx_0
wh2_dlc09_unit_passive_unstable_sand	nag_vanilla_tmb_mon_necrosphinx_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_vanilla_tmb_mon_bone_giant_0
wh2_dlc09_unit_passive_unstable_sand	nag_vanilla_tmb_mon_bone_giant_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_vanilla_tmb_art_screaming_skull_catapult_0
wh2_dlc09_unit_passive_unstable_sand	nag_vanilla_tmb_art_screaming_skull_catapult_0
wh2_dlc09_unit_passive_covenant_of_power	nag_vanilla_tmb_art_casket_of_souls_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_vanilla_tmb_art_casket_of_souls_0
wh2_dlc09_unit_passive_unstable_sand	nag_vanilla_tmb_art_casket_of_souls_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_inf_zombie
wh_main_unit_passive_unstable	nag_vanilla_vmp_inf_zombie
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_inf_skeleton_warriors_0
wh_main_unit_passive_unstable	nag_vanilla_vmp_inf_skeleton_warriors_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_inf_skeleton_warriors_1
wh_main_unit_passive_unstable	nag_vanilla_vmp_inf_skeleton_warriors_1
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_inf_crypt_ghouls
wh_main_unit_passive_unstable	nag_vanilla_vmp_inf_crypt_ghouls
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_inf_cairn_wraiths
wh_main_unit_passive_unstable	nag_vanilla_vmp_inf_cairn_wraiths
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_inf_grave_guard_0
wh_main_unit_passive_unstable	nag_vanilla_vmp_inf_grave_guard_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_inf_grave_guard_1
wh_main_unit_passive_unstable	nag_vanilla_vmp_inf_grave_guard_1
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_cav_black_knights_0
wh_main_unit_passive_unstable	nag_vanilla_vmp_cav_black_knights_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_cav_black_knights_3
wh_main_unit_passive_unstable	nag_vanilla_vmp_cav_black_knights_3
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_cav_hexwraiths
wh_main_unit_passive_unstable	nag_vanilla_vmp_cav_hexwraiths
wh_dlc02_unit_passive_the_flag_of_blood_keep	nag_vanilla_vmp_cav_blood_knights_0
wh_main_unit_passive_frenzy	nag_vanilla_vmp_cav_blood_knights_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_cav_blood_knights_0
wh_main_unit_passive_unstable	nag_vanilla_vmp_cav_blood_knights_0
wh_dlc04_unit_passive_balefire	nag_vanilla_vmp_veh_corpse_cart_1
wh_dlc04_unit_passive_vigour_mortis	nag_vanilla_vmp_veh_corpse_cart_1
wh_main_unit_passive_regeneration	nag_vanilla_vmp_veh_corpse_cart_1
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_veh_corpse_cart_1
wh_main_unit_passive_unstable	nag_vanilla_vmp_veh_corpse_cart_1
wh_dlc04_unit_passive_unholy_lodestone	nag_vanilla_vmp_veh_corpse_cart_2
wh_dlc04_unit_passive_vigour_mortis	nag_vanilla_vmp_veh_corpse_cart_2
wh_main_unit_passive_regeneration	nag_vanilla_vmp_veh_corpse_cart_2
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_veh_corpse_cart_2
wh_main_unit_passive_unstable	nag_vanilla_vmp_veh_corpse_cart_2
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_mon_dire_wolves
wh_main_unit_passive_unstable	nag_vanilla_vmp_mon_dire_wolves
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_mon_fell_bats
wh_main_unit_passive_unstable	nag_vanilla_vmp_mon_fell_bats
wh_main_unit_passive_frenzy	nag_vanilla_vmp_mon_vargheists
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_vmp_mon_vargheists
wh_main_unit_passive_unstable	nag_vanilla_vmp_mon_vargheists
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_cst_inf_zombie_deckhands_mob_0
wh_main_unit_passive_unstable	nag_vanilla_cst_inf_zombie_deckhands_mob_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_cst_inf_zombie_deckhands_mob_1
wh_main_unit_passive_unstable	nag_vanilla_cst_inf_zombie_deckhands_mob_1
wh2_dlc11_unit_passive_extra_powder	nag_vanilla_cst_inf_zombie_gunnery_mob_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_cst_inf_zombie_gunnery_mob_0
wh_main_unit_passive_unstable	nag_vanilla_cst_inf_zombie_gunnery_mob_0
wh2_dlc11_unit_passive_extra_powder	nag_vanilla_cst_inf_zombie_gunnery_mob_1
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_cst_inf_zombie_gunnery_mob_1
wh_main_unit_passive_unstable	nag_vanilla_cst_inf_zombie_gunnery_mob_1
wh2_dlc11_unit_passive_extra_powder	nag_vanilla_cst_inf_deck_gunners_0
wh_main_unit_passive_unstable	nag_vanilla_cst_inf_deck_gunners_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_cst_inf_deck_gunners_0
wh2_dlc11_unit_passive_the_hunger	nag_vanilla_cst_inf_depth_guard_0
wh_main_unit_passive_frenzy	nag_vanilla_cst_inf_depth_guard_0
wh_main_unit_passive_unstable	nag_vanilla_cst_inf_depth_guard_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_cst_inf_depth_guard_0
wh2_dlc11_unit_passive_gaseous_demise	nag_vanilla_cst_mon_bloated_corpse_0
wh2_dlc15_unit_abilities_exploding_unit	nag_vanilla_cst_mon_bloated_corpse_0
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_cst_mon_bloated_corpse_0
wh_main_unit_passive_unstable	nag_vanilla_cst_mon_bloated_corpse_0
wh2_main_unit_abilities_death_shriek	nag_vanilla_cst_mon_terrorgheist
wh_main_unit_passive_regeneration	nag_vanilla_cst_mon_terrorgheist
wh_main_unit_passive_unstable_mark_ii	nag_vanilla_cst_mon_terrorgheist
wh_main_unit_passive_unstable	nag_vanilla_cst_mon_terrorgheist
nag_bound_spell_nagash_dark_riders	wh2_dlc09_tmb_cha_tomb_king_0TEST
nag_bound_spell_nagash_hand_of_dust	wh2_dlc09_tmb_cha_tomb_king_0TEST
nag_bound_spell_nagash_breath_of_darkness	wh2_dlc09_tmb_cha_tomb_king_0TEST
nag_bound_spell_nagash_abyssal_swarm	wh2_dlc09_tmb_cha_tomb_king_0TEST
nag_bound_spell_nagash_soul_stealer	wh2_dlc09_tmb_cha_tomb_king_0TEST
nag_bound_spell_nagash_purple_sun	wh2_dlc09_tmb_cha_tomb_king_0TEST
nag_bound_spell_nagash_banishment	wh2_dlc09_tmb_cha_tomb_king_0TEST
nag_bound_spell_nagash_wind_of_death	wh2_dlc09_tmb_cha_tomb_king_0TEST
nag_bound_spell_nagash_skullstorm	wh2_dlc09_tmb_cha_tomb_king_0TEST
