ability	land_unit
wh_main_unit_passive_unstable	nag_cav_black_knights_0_summon
wh_main_unit_passive_unstable_mark_ii	nag_cav_black_knights_0_summon
wh_dlc04_unit_passive_unbinding_crypt_horrors	nag_cav_black_knights_0_summon
wh_main_unit_passive_unstable	nag_hero_team_summon
wh_main_unit_passive_unstable_mark_ii	nag_hero_team_summon
wh_dlc04_unit_passive_unbinding_crypt_horrors	nag_hero_team_summon
wh_main_unit_passive_unstable	nag_hero_warsphinx_summon
wh_main_unit_passive_unstable_mark_ii	nag_hero_warsphinx_summon
wh_dlc04_unit_passive_unbinding_crypt_horrors	nag_hero_warsphinx_summon
wh_dlc04_unit_passive_blasphemous_tome	nag_hero_warsphinx_summon
wh_dlc04_unit_passive_the_reliquary_binding	nag_hero_warsphinx_summon
wh_dlc04_unit_passive_the_reliquary_corruption	nag_hero_warsphinx_summon
wh_main_unit_passive_regeneration	nag_hero_warsphinx_summon
wh2_dlc09_unit_passive_unstable_sand	nag_hero_warsphinx_summon
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_hero_warsphinx_summon
wh_main_spell_nagash_blyramid_pet	nag_nagash_boss
wh_main_unit_passive_unstable	nag_sand_crawlies
wh_main_unit_passive_unstable_mark_ii	nag_sand_crawlies
wh_main_unit_passive_unstable	nag_carrion_riders
wh_main_unit_passive_unstable_mark_ii	nag_carrion_riders
wh_main_spell_nagash_floating_vandus_catus	wh2_dlc09_tmb_cha_khalida_0TEST
wh_main_unit_passive_unstable	nag_giant_spoop
wh_main_unit_passive_unstable_mark_ii	nag_giant_spoop
wh_dlc04_lord_abilities_beguile	nag_mortarch_vlad
nag_vlad_passive_mortarch_of_shadows_aura	nag_mortarch_vlad
wh_main_character_abilities_arcane_conduit	nag_mortarch_vlad
wh_main_lord_passive_the_hunger	nag_mortarch_vlad
wh_main_unit_passive_unstable	nag_mortarch_vlad
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_vlad
wh_main_lord_abilities_master_of_the_black_arts	nag_mortarch_mannfred
wh_main_lord_passive_the_hunger	nag_mortarch_mannfred
wh_main_unit_passive_unstable	nag_mortarch_mannfred
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_mannfred
wh_main_lord_abilities_master_of_the_black_arts	nag_mortarch_mannfred_warhorse
wh_main_lord_passive_the_hunger	nag_mortarch_mannfred_warhorse
wh_main_unit_passive_unstable	nag_mortarch_mannfred_warhorse
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_mannfred_warhorse
wh2_dlc11_character_abilities_hornswaggle	nag_mortarch_luthor
wh2_dlc11_lord_abilities_power_siphon	nag_mortarch_luthor
wh2_dlc11_lord_passive_magical_void	nag_mortarch_luthor
wh2_dlc11_unit_passive_extra_powder	nag_mortarch_luthor
wh_main_lord_passive_the_hunger	nag_mortarch_luthor
wh_main_unit_passive_unstable	nag_mortarch_luthor
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_luthor
nag_bound_spell_deep_krakens_pull	nag_mortarch_luthor
wh2_dlc11_character_abilities_hornswaggle	nag_mortarch_luthor_terrorgheist
wh2_dlc11_lord_abilities_power_siphon	nag_mortarch_luthor_terrorgheist
wh2_dlc11_lord_passive_magical_void	nag_mortarch_luthor_terrorgheist
wh2_dlc11_unit_passive_extra_powder	nag_mortarch_luthor_terrorgheist
wh2_main_unit_abilities_death_shriek	nag_mortarch_luthor_terrorgheist
wh_main_lord_passive_the_hunger	nag_mortarch_luthor_terrorgheist
wh_main_unit_passive_regeneration	nag_mortarch_luthor_terrorgheist
wh_main_unit_passive_unstable	nag_mortarch_luthor_terrorgheist
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_luthor_terrorgheist
nag_bound_spell_deep_krakens_pull	nag_mortarch_luthor_terrorgheist
wh2_dlc09_lord_abilities_the_liber_mortis	nag_mortarch_arkhan
wh2_dlc09_lord_passive_my_will_be_done	nag_mortarch_arkhan
wh2_dlc09_lord_passive_the_curse	nag_mortarch_arkhan
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_mortarch_arkhan
wh2_dlc09_unit_passive_unstable_sand	nag_mortarch_arkhan
nag_arkhan_abilities_mortarch_of_sacrements_swarm	nag_mortarch_arkhan
wh2_dlc09_lord_abilities_the_liber_mortis	nag_mortarch_arkhan_warhorse
wh2_dlc09_lord_passive_my_will_be_done	nag_mortarch_arkhan_warhorse
wh2_dlc09_lord_passive_the_curse	nag_mortarch_arkhan_warhorse
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_mortarch_arkhan_warhorse
wh2_dlc09_unit_passive_unstable_sand	nag_mortarch_arkhan_warhorse
nag_arkhan_abilities_mortarch_of_sacrements_swarm	nag_mortarch_arkhan_warhorse
wh2_dlc09_lord_abilities_the_liber_mortis	nag_mortarch_arkhan_chariot
wh2_dlc09_lord_passive_my_will_be_done	nag_mortarch_arkhan_chariot
wh2_dlc09_lord_passive_the_curse	nag_mortarch_arkhan_chariot
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_mortarch_arkhan_chariot
wh2_dlc09_unit_passive_unstable_sand	nag_mortarch_arkhan_chariot
nag_arkhan_abilities_mortarch_of_sacrements_swarm	nag_mortarch_arkhan_chariot
wh2_dlc09_lord_abilities_the_liber_mortis	nag_mortarch_arkhan_abyssal
wh2_dlc09_lord_passive_my_will_be_done	nag_mortarch_arkhan_abyssal
wh2_dlc09_lord_passive_the_curse	nag_mortarch_arkhan_abyssal
wh2_dlc09_unit_passive_unstable_mark_ii_sand	nag_mortarch_arkhan_abyssal
wh2_dlc09_unit_passive_unstable_sand	nag_mortarch_arkhan_abyssal
nag_arkhan_abilities_mortarch_of_sacrements_swarm	nag_mortarch_arkhan_abyssal
wh_main_unit_passive_unstable	nag_mortarch_neferata
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_neferata
wh2_dlc11_lord_abilities_lightning_reflexes	nag_mortarch_neferata
wh2_dlc11_lord_abilities_seduction	nag_mortarch_neferata
wh_main_lord_passive_the_hunger	nag_mortarch_neferata
nag_neferata_abilities_mortarch_of_blood_death	nag_mortarch_neferata
wh_main_unit_passive_unstable	nag_mortarch_neferata_warhorse
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_neferata_warhorse
wh2_dlc11_lord_abilities_lightning_reflexes	nag_mortarch_neferata_warhorse
wh2_dlc11_lord_abilities_seduction	nag_mortarch_neferata_warhorse
wh_main_lord_passive_the_hunger	nag_mortarch_neferata_warhorse
nag_neferata_abilities_mortarch_of_blood_death	nag_mortarch_neferata_warhorse
wh_main_unit_passive_unstable	nag_mortarch_neferata_abyssal
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_neferata_abyssal
wh2_dlc11_lord_abilities_lightning_reflexes	nag_mortarch_neferata_abyssal
wh2_dlc11_lord_abilities_seduction	nag_mortarch_neferata_abyssal
wh_main_lord_passive_the_hunger	nag_mortarch_neferata_abyssal
nag_neferata_abilities_mortarch_of_blood_death	nag_mortarch_neferata_abyssal
wh_main_unit_passive_unstable	nag_mortarch_krell
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_krell
wh_main_character_abilities_deadly_onslaught	nag_mortarch_krell
wh_main_character_abilities_foe_seeker	nag_mortarch_krell
nag_krell_passive_mortarch_of_despair	nag_mortarch_krell
wh_main_character_abilities_deadly_onslaught	nag_morghasts_archai
wh_main_character_abilities_foe_seeker	nag_morghasts_archai
wh_dlc04_lord_abilities_beguile	nag_mortarch_isabella
wh_main_character_abilities_red_fury	nag_mortarch_isabella
wh_main_lord_passive_the_hunger	nag_mortarch_isabella
wh_main_unit_passive_unstable	nag_mortarch_isabella
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_isabella
wh_dlc04_lord_abilities_beguile	nag_mortarch_isabella_hellsteed
wh_main_character_abilities_red_fury	nag_mortarch_isabella_hellsteed
wh_main_lord_passive_the_hunger	nag_mortarch_isabella_hellsteed
wh_main_unit_passive_unstable	nag_mortarch_isabella_hellsteed
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_isabella_hellsteed
wh_dlc04_lord_abilities_beguile	nag_mortarch_isabella_warhorse
wh_main_character_abilities_red_fury	nag_mortarch_isabella_warhorse
wh_main_lord_passive_the_hunger	nag_mortarch_isabella_warhorse
wh_main_unit_passive_unstable	nag_mortarch_isabella_warhorse
wh_main_unit_passive_unstable_mark_ii	nag_mortarch_isabella_warhorse
nag_army_abilities_endless_tomb_hidden_raise_dead	nag_endless_tomb
nag_endless_tomb_visuals	nag_endless_tomb
