key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_override	ai_usage_template_group	mom_vortex_key	align_orientation_to_target_unit
nag_krell_armour_passive_armour_of_barrow	-1.0000	-1.0000	-1	20.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884129				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	240.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_vlad_passive_mortarch_of_shadows_aura_upgrade	-1.0000	-1.0000	-1	60.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884130				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	40.0000	40.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_vlad_passive_mortarch_of_shadows_aura	-1.0000	-1.0000	-1	40.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884131				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	40.0000	40.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_arkhan_abilities_mortarch_of_sacraments_swarm	18.0000	120.0000	2	30.0000	false	0	-1	true	45.0000		false	false	true	-1.0000	false	false	5.0000	false	365884132				0.0000	0.0000	wh_army_abilities_generic_direct_damage_area	wh_army_abilities_generic_direct_damage_area	wh2_dlc09_army_abilities_tomb_swarm		wh2_dlc09_army_abilities_tomb_swarm	0.0000		aoe	wh_group_unit		vo_battle_special_ability_spell_cast_negative	0.0000	238.0000				false	true	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_neferata_abilities_mortarch_of_blood_death	25.0000	120.0000	1	0.0000	false	0	1	false	0.0000		false	true	false	100.0000	false	false	0.0000	false	365884133				0.0000	0.0000	wh_abilities_generic_direct_damage_no_ring	wh_abilities_generic_direct_damage_no_ring				0.0000		hex_melee	wh2_dlc15_spell_warden_wardens_cage		vo_battle_special_ability_spell_cast_negative	110.0000	110.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_neferata_passive_blood_queen	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884134				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	50.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_neferata_item_passive_staff_of_pain	10.0000	-1.0000	-1	-1.0000	false	0	-1	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884135				0.0000	0.0000	wh_abilities_generic_debuff_no_ring					0.0000					vo_battle_special_ability_generic_response	50.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					false
nag_neferata_item_passive_dagger_of_jet	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	30.0000	false	false	0.0000	true	365884136				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	180.0000	80.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
nag_bound_spell_nagash_dark_riders	1.0000	120.0000	2	0.0000	false	1	0	false	0.0000		true	false	true	60.0000	false	false	3.0000	false	365884137		nag_cav_black_knights_0_summon	cast_up_medium	0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		threatened	wh_main_spell_vampires_raise_dead	dark_magic_medium	vo_battle_special_ability_raise_dead	121.0000	121.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_nagash_hand_of_dust	0.1000	120.0000	2	0.0000	false	0	0	false	0.0000	wh_main_spell_nagash_hand_of_dust	false	true	false	50.0000	false	false	0.0000	false	365884138			cast_forward_short	0.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0000		aoe_bombardment	wh2_main_spell_dark_magic_doombolt	dark_magic_long	vo_battle_special_ability_spell_cast_negative	0.0000	210.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_nagash_breath_of_darkness	18.0000	120.0000	2	0.0000	true	1	0	false	0.0000		true	false	false	200.0000	true	false	1.0000	false	365884139			cast_forward_short	0.0000	0.0000	wh_abilities_generic_regeneration_no_ring	wh_abilities_generic_regeneration_no_ring	wh_main_spell_nagash_breath_of_darkness			0.0000		healing	wh_main_spell_vampires_invocation_of_nehek	dark_magic_short	vo_battle_special_ability_spell_cast_positive	40.0000	70.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_nagash_abyssal_swarm	20.0000	120.0000	2	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	3.0000	false	365884140			cast_up_long	0.0000	20.0000	wh_abilities_generic_breath	wh_abilities_generic_breath			wh_main_spell_nagash_abyssal_swarm	0.0000		vortex_wind		dark_magic_long	vo_battle_special_ability_spell_cast_negative	0.0000	180.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_nagash_soul_stealer	18.0000	120.0000	2	30.0000	true	-1	0	true	0.0000		false	false	true	200.0000	true	false	1.0000	false	365884141			cast_forward_short	0.0000	0.0000	wh_abilities_generic_regeneration	wh_abilities_generic_regeneration			wh_main_spell_nagash_soul_stealer	0.0000		healing_area	wh_main_spell_vampires_invocation_of_nehek_upgraded	vampires_short	vo_battle_special_ability_spell_cast_positive	40.0000	40.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_death_purple_sun	11.0000	120.0000	2	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	5.0000	false	365884142				0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh_main_spell_death_the_purple_sun_of_xereus	0.0000		vortex	wh_main_spell_death_the_purple_sun_of_xereus	death_long	vo_battle_special_ability_spell_cast_negative	0.0000	250.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_light_banishment	17.0000	120.0000	2	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	5.0000	false	365884143				0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_main_bound_banishment	0.0000		vortex	wh_main_spell_light_banishment	war_altar_light_long	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_light_phas_protection	22.0000	29.0000	-1	0.0000	true	1	0	false	0.0000		true	false	false	200.0000	false	false	1.0000	false	365884144			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.0000		augment_melee	wh_main_spell_light_phas_protection	light_short	vo_battle_special_ability_spell_cast_positive	67.0000	33.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_vamp_wind_of_death	5.0000	120.0000	2	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	5.0000	false	365884145			cast_up_long	0.0000	0.0000	wh_abilities_generic_wind	wh_abilities_generic_wind			wh_main_spell_vampires_wind_of_death	0.0000		vortex_wind	wh_main_spell_vampires_wind_of_death	vampires_long	vo_battle_special_ability_spell_cast_negative	0.0000	238.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_vamp_curse_of_years	32.0000	47.0000	-1	40.0000	false	0	-1	true	0.0000		false	true	true	200.0000	false	false	5.0000	false	365884146			cast_up_long	0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0.0000		hex_melee_area	wh_main_spell_vampires_curse_of_years	vampires_long	vo_battle_special_ability_spell_cast_negative	120.0000	80.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_deep_krakens_pull	30.0000	49.0000	2	0.0000	false	0	1	false	0.0000		false	true	true	200.0000	false	false	5.0000	false	365884147			cast_up_long	0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_dlc11_spell_deep_krakens_pull_upgraded	0.5000	wh_main_death_miscast	aoe	wh2_dlc11_spell_deep_krakens_pull_upgraded	deep_long	vo_battle_special_ability_spell_cast_wef_shadow	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_nehek_cursed_blades	25.0000	28.0000	2	0.0000	true	1	0	false	0.0000		true	false	false	200.0000	false	false	1.0000	false	365884148			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0.0000		augment_melee	wh2_dlc09_spell_nehekhara_djafs_incantation_of_cursed_blades	nehekhara_short	vo_battle_special_ability_spell_cast_tmb_augment	100.0000	0.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_bound_spell_nehek_skullstorm	27.0000	120.0000	2	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	5.0000	false	365884149			cast_up_long	0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm	0.0000		aoe	wh2_dlc09_spell_nehekhara_sakhmets_incantation_of_the_skullstorm	nehekhara_long	vo_battle_special_ability_spell_cast_tmb_vortex	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_nagash_abilities_master_arcane_conduit	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884150				0.0000	0.0000	wh_abilities_generic_buff_wom_no_ring					0.0000					vo_battle_special_ability_generic_response	121.0000	121.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_abilities_refuse_to_die	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884151				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_defense_melee_area	wh_group_unit		vo_battle_special_ability_generic_response	0.0000	80.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_abilities_feaster_of_souls	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884152				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	25.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_abilities_heralds_of_the_accursed_one	-1.0000	-1.0000	-1	30.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884153				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff				0.0000					vo_battle_special_ability_generic_response	160.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_grim_aura	10.0000	120.0000	-1	0.0000	false	0	1	false	0.0000		false	true	false	60.0000	false	false	0.0000	true	365884154		wh_main_vmp_inf_skeleton_warriors_0_summoned		0.0000	0.0000	wh_abilities_generic_direct_damage_no_ring	wh_abilities_generic_direct_damage_no_ring				0.0000		hex_melee	wh_main_spell_vampires_raise_dead_upgraded		vo_battle_special_ability_generic_response	122.0000	122.0000		unit_position	wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_marshlight_aura	40.0000	90.0000	-1	30.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884155				0.0000	0.0000	wh_abilities_generic_debuff					0.0000					vo_battle_special_ability_generic_response	119.0000	119.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_torment	-1.0000	-1.0000	-1	0.0000	true	0	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884156				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	38.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_warp_ghouls_aura	-1.0000	-1.0000	-1	30.0000	false	-1	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884157				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff_no_ring				0.0000		augment_melee			vo_battle_special_ability_spell_cast_positive	20.0000	10.0000				false	false	true	false				false	false	false	false	true			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_warp_ghouls_aura_skaven	-1.0000	-1.0000	-1	30.0000	false	-1	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884158				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff_no_ring				0.0000		augment_melee			vo_battle_special_ability_spell_cast_positive	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_grasping_hands	-1.0000	-1.0000	-1	20.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884159				0.0000	0.0000	wh_abilities_generic_debuff	wh_abilities_generic_debuff				0.0000		hex_melee_area	wh2_dlc11_abilities_ghosts_of_the_past		vo_battle_special_ability_generic_response	25.0000	0.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_abilities_malevolent_assault	30.0000	60.0000	2	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	365884160				0.0000	0.0000	wh_abilities_generic_buff					0.0000		assault_opportunity	wh_group_weapon_sharp		vo_battle_special_ability_generic_response	120.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					false
nag_unit_abilities_beyond_the_veil	-1.0000	30.0000	-1	0.0000	true	0	1	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	365884161				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff_no_ring				0.0000		full_hide	wh2_dlc12_unholy_clamour		vo_battle_special_ability_generic_response	0.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_heavy_with_death	-1.0000	-1.0000	-1	0.0000	true	0	1	false	0.0000		false	false	false	0.0000	false	false	0.0000	true	365884162				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff_no_ring				0.0000		assault_opportunity	wh_dlc05_unit_abilities_woven_mist		vo_battle_special_ability_generic_response	122.0000	0.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_shade_haunt_vortex	1.0000	1.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	true	365884163				0.0000	0.0000					nag_shade_haunt_hidden_vortex	0.0000					vo_battle_special_ability_spell_cast_negative	1.0000	1.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_shade_haunt_vortex_visual_dummy	-1.0000	0.0000	-1	8.0000	true	0	0	true	0.0000		false	false	false	-1.0000	false	false	0.0000	true	365884164				0.0000	0.0000			belisarians_nagash_spirit_host_attack			0.0000					vo_battle_special_ability_spell_cast_negative	1.0000	1.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					false
nag_unit_passive_spirit_host_vortex	1.0000	2.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	true	365884165	nag_spirit_host_small			0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	1.0000	1.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_spirit_host_vortex_visual_dummy	-1.0000	0.0000	-1	0.0000	true	0	0	true	0.0000		false	false	false	-1.0000	false	false	0.0000	true	365884166				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	1.0000	1.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					false
nag_unit_passive_spectre_swarm_vortex	1.0000	1.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	true	365884167				0.0000	0.0000					nag_spectre_swarm_hidden_vortex	0.0000					vo_battle_special_ability_spell_cast_negative	1.0000	1.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_spectre_swarm_vortex_visual_dummy	-1.0000	0.0000	-1	8.0000	true	0	0	true	0.0000		false	false	false	-1.0000	false	false	0.0000	true	365884168				0.0000	0.0000			belisarians_nagash_spirit_host_attack_green			0.0000					vo_battle_special_ability_spell_cast_negative	1.0000	1.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					false
nag_luthor_harkon_carcinization	10.0000	120.0000	2	0.0000	false	0	1	false	0.0000		false	true	false	60.0000	false	false	0.0000	true	365884169		wh2_dlc11_cst_mon_rotting_prometheans_summoned_0		0.0000	0.0000	wh_abilities_generic_direct_damage_no_ring	wh_abilities_generic_direct_damage_no_ring				0.0000		hex_melee	wh_dlc05_lord_abilities_spirit_essence_of_chaos		vo_battle_special_ability_generic_response	122.0000	122.0000		unit_position	wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_zombie_battery	-1.0000	-1.0000	-1	40.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884170				0.0000	0.0000	wh_abilities_generic_regeneration	wh_abilities_generic_regeneration				0.0000		augment_melee			vo_battle_special_ability_spell_cast_positive	25.0000	25.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_curse_quintex	15.0000	0.0000	1	0.0000	false	-1	-1	false	0.0000		false	false	false	0.0000	false	false	0.0000	true	365884171				0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_dlc11_spell_deep_krakens_pull	0.0000			wh2_dlc11_spell_deep_krakens_pull	deep_long	vo_battle_special_ability_spell_cast_wef_shadow	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_unit_passive_magical_attacks	-1.0000	-1.0000	-1	0.0000	true	-1	-1	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	365884172				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	25.0000	0.0000				false	false	false	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					false
nag_azhag_abilities_reckless_whispers	45.0000	120.0000	-1	0.0000	true	0	0	false	60.0000		false	false	false	0.0000	false	false	0.0000	false	365884173				0.0000	0.0000						0.0000			wh_dlc05_lord_abilities_spirit_essence_of_chaos		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false		random_phases	false	false	true	-1.0000	false	buff_unit	1	false	1.0000		true					false
nag_bound_spell_raise_dead_zombie	1.0000	0.0000	2	0.0000	false	1	0	false	0.0000		true	false	true	50.0000	false	false	3.0000	false	365884174		nag_vanilla_vmp_inf_zombie		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		threatened	wh_main_spell_vampires_raise_dead	vampires_medium	vo_battle_special_ability_raise_dead	100.0000	0.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true	Vampires				false
nag_bound_spell_raise_dead_reapers	1.0000	0.0000	1	0.0000	false	1	0	false	0.0000		true	false	true	50.0000	false	false	3.0000	false	365884175		nag_skeleton_reaper		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		threatened	wh_main_spell_vampires_raise_dead	vampires_medium	vo_battle_special_ability_raise_dead	100.0000	0.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true	Vampires				false
nag_bound_spell_raise_dead_crypt_ghouls	1.0000	0.0000	1	0.0000	false	1	0	false	0.0000		true	false	true	50.0000	false	false	3.0000	false	365884176		nag_vanilla_vmp_inf_crypt_ghouls		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		threatened	wh_main_spell_vampires_raise_dead	vampires_medium	vo_battle_special_ability_raise_dead	100.0000	0.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true	Vampires				false
