bullet_point	unit_key
meat_shield	nag_vanilla_cst_inf_zombie_gunnery_mob_0
aquatic	nag_vanilla_cst_inf_zombie_gunnery_mob_1
armour_piercing_ranged	nag_vanilla_cst_inf_zombie_gunnery_mob_1
meat_shield	nag_vanilla_cst_inf_zombie_gunnery_mob_1
aquatic	nag_vanilla_cst_inf_deck_gunners_0
armour_piercing_ranged	nag_vanilla_cst_inf_deck_gunners_0
anti_infantry	nag_vanilla_cst_inf_depth_guard_0
aquatic	nag_vanilla_cst_inf_depth_guard_0
armoured	nag_vanilla_cst_inf_depth_guard_0
aquatic	nag_vanilla_cst_mon_bloated_corpse_0
armour_piercing	nag_vanilla_cst_mon_bloated_corpse_0
explosive	nag_vanilla_cst_mon_bloated_corpse_0
terror	nag_vanilla_cst_mon_bloated_corpse_0
armour_piercing	nag_vanilla_cst_mon_terrorgheist
armoured	nag_vanilla_cst_mon_terrorgheist
regeneration	nag_vanilla_cst_mon_terrorgheist
terror	nag_vanilla_cst_mon_terrorgheist
anti_large	nag_vanilla_cst_art_carronade
armour_piercing_ranged	nag_vanilla_cst_art_carronade
armour_piercing	nag_vanilla_cst_mon_necrofex_colossus_0
armour_piercing_ranged	nag_vanilla_cst_mon_necrofex_colossus_0
fire_whilst_moving	nag_vanilla_cst_mon_necrofex_colossus_0
terror	nag_vanilla_cst_mon_necrofex_colossus_0
magic_harvester	nag_mortis_engine
magical_aura	nag_mortis_engine
mass_regeneration	nag_mortis_engine
terror	nag_mortis_engine
