bullet_point	unit_key
armour_piercing_ranged	nag_vanilla_tmb_mon_ushabti_1
armoured	nag_vanilla_tmb_mon_ushabti_1
construct	nag_vanilla_tmb_mon_ushabti_1
anti_large	nag_vanilla_tmb_mon_sepulchral_stalkers_0
construct	nag_vanilla_tmb_mon_sepulchral_stalkers_0
stalk	nag_vanilla_tmb_mon_sepulchral_stalkers_0
vanguard_deployment	nag_vanilla_tmb_mon_sepulchral_stalkers_0
anti_infantry	nag_vanilla_tmb_mon_tomb_scorpion_0
armour_piercing	nag_vanilla_tmb_mon_tomb_scorpion_0
construct	nag_vanilla_tmb_mon_tomb_scorpion_0
terror	nag_vanilla_tmb_mon_tomb_scorpion_0
anti_infantry	nag_vanilla_tmb_mon_khemrian_warsphinx_0
armour_piercing	nag_vanilla_tmb_mon_khemrian_warsphinx_0
construct	nag_vanilla_tmb_mon_khemrian_warsphinx_0
terror	nag_vanilla_tmb_mon_khemrian_warsphinx_0
anti_large	nag_vanilla_tmb_mon_necrosphinx_0
armour_piercing	nag_vanilla_tmb_mon_necrosphinx_0
construct	nag_vanilla_tmb_mon_necrosphinx_0
terror	nag_vanilla_tmb_mon_necrosphinx_0
anti_large	nag_vanilla_tmb_mon_bone_giant_0
armour_piercing_ranged	nag_vanilla_tmb_mon_bone_giant_0
construct	nag_vanilla_tmb_mon_bone_giant_0
terror	nag_vanilla_tmb_mon_bone_giant_0
anti_infantry	nag_vanilla_tmb_art_screaming_skull_catapult_0
armour_piercing_ranged	nag_vanilla_tmb_art_screaming_skull_catapult_0
armour_piercing_ranged	nag_vanilla_tmb_art_casket_of_souls_0
armoured	nag_vanilla_tmb_art_casket_of_souls_0
light_of_death	nag_vanilla_tmb_art_casket_of_souls_0
meat_shield	nag_vanilla_vmp_inf_zombie
shielded	nag_vanilla_vmp_inf_skeleton_warriors_0
anti_large	nag_vanilla_vmp_inf_skeleton_warriors_1
charge_reflector_vs_large	nag_vanilla_vmp_inf_skeleton_warriors_1
shielded	nag_vanilla_vmp_inf_skeleton_warriors_1
damage_dealer	nag_vanilla_vmp_inf_crypt_ghouls
poison	nag_vanilla_vmp_inf_crypt_ghouls
weak_anti_armour	nag_vanilla_vmp_inf_crypt_ghouls
armour_piercing	nag_vanilla_vmp_inf_cairn_wraiths
ethereal	nag_vanilla_vmp_inf_cairn_wraiths
terror	nag_vanilla_vmp_inf_cairn_wraiths
anti_infantry	nag_vanilla_vmp_inf_grave_guard_0
armoured_and_shielded	nag_vanilla_vmp_inf_grave_guard_0
anti_infantry	nag_vanilla_vmp_inf_grave_guard_1
armour_piercing	nag_vanilla_vmp_inf_grave_guard_1
armoured	nag_vanilla_vmp_inf_grave_guard_1
anti_infantry	nag_vanilla_vmp_cav_black_knights_0
armoured_and_shielded	nag_vanilla_vmp_cav_black_knights_0
anti_infantry	nag_vanilla_vmp_cav_black_knights_3
armoured_and_shielded	nag_vanilla_vmp_cav_black_knights_3
armour_piercing	nag_vanilla_vmp_cav_hexwraiths
ethereal	nag_vanilla_vmp_cav_hexwraiths
terror	nag_vanilla_vmp_cav_hexwraiths
vanguard_deployment	nag_vanilla_vmp_cav_hexwraiths
anti_large	nag_vanilla_vmp_cav_blood_knights_0
armoured_and_shielded	nag_vanilla_vmp_cav_blood_knights_0
frenzy	nag_vanilla_vmp_cav_blood_knights_0
magic_disruption	nag_vanilla_vmp_veh_corpse_cart_1
magical_aura	nag_vanilla_vmp_veh_corpse_cart_1
regeneration	nag_vanilla_vmp_veh_corpse_cart_1
magical_aura	nag_vanilla_vmp_veh_corpse_cart_2
mass_regeneration	nag_vanilla_vmp_veh_corpse_cart_2
regeneration	nag_vanilla_vmp_veh_corpse_cart_2
vanguard_deployment	nag_vanilla_vmp_mon_dire_wolves
very_fast	nag_vanilla_vmp_mon_dire_wolves
weak_anti_armour	nag_vanilla_vmp_mon_dire_wolves
weak_anti_armour	nag_vanilla_vmp_mon_fell_bats
armour_piercing	nag_vanilla_vmp_mon_vargheists
damage_dealer	nag_vanilla_vmp_mon_vargheists
frenzy	nag_vanilla_vmp_mon_vargheists
aquatic	nag_vanilla_cst_inf_zombie_deckhands_mob_0
meat_shield	nag_vanilla_cst_inf_zombie_deckhands_mob_0
anti_large	nag_vanilla_cst_inf_zombie_deckhands_mob_1
aquatic	nag_vanilla_cst_inf_zombie_deckhands_mob_1
meat_shield	nag_vanilla_cst_inf_zombie_deckhands_mob_1
aquatic	nag_vanilla_cst_inf_zombie_gunnery_mob_0
fire_whilst_moving	nag_vanilla_cst_inf_zombie_gunnery_mob_0
meat_shield	nag_vanilla_cst_inf_zombie_gunnery_mob_0
aquatic	nag_vanilla_cst_inf_zombie_gunnery_mob_1
armour_piercing_ranged	nag_vanilla_cst_inf_zombie_gunnery_mob_1
meat_shield	nag_vanilla_cst_inf_zombie_gunnery_mob_1
aquatic	nag_vanilla_cst_inf_deck_gunners_0
armour_piercing_ranged	nag_vanilla_cst_inf_deck_gunners_0
anti_infantry	nag_vanilla_cst_inf_depth_guard_0
aquatic	nag_vanilla_cst_inf_depth_guard_0
armoured	nag_vanilla_cst_inf_depth_guard_0
aquatic	nag_vanilla_cst_mon_bloated_corpse_0
armour_piercing	nag_vanilla_cst_mon_bloated_corpse_0
explosive	nag_vanilla_cst_mon_bloated_corpse_0
terror	nag_vanilla_cst_mon_bloated_corpse_0
armour_piercing	nag_vanilla_cst_mon_terrorgheist
armoured	nag_vanilla_cst_mon_terrorgheist
regeneration	nag_vanilla_cst_mon_terrorgheist
terror	nag_vanilla_cst_mon_terrorgheist
anti_infantry	nag_bone_colossus
armour_piercing	nag_bone_colossus
cumbersome	nag_bone_colossus
terror	nag_bone_colossus
