id	building_superchain	slot_template
57010028	nag_outpost_primary_research	wh2_main_special_hellpit_secondary
57010029	nag_outpost_primary_research	wh2_dlc16_forest_of_gloom_secondary
57010030	nag_outpost_primary_research	major_secondary_wine_western_sylvania_castle_templehof
57010031	nag_outpost_primary_research	wh2_dlc09_special_numas_secondary
57010032	nag_outpost_primary_research	major_secondary_northern_oblast_fort_ostrosk
57010033	nag_outpost_primary_research	major_secondary_pastures_eastern_border_princes_akendorf
57010034	nag_outpost_primary_research	major_secondary_pottery_ostermark_bechafen
57010035	nag_outpost_primary_research	wh2_dlc16_gryphon_wood_secondary
57010036	nag_outpost_primary_research	major_secondary_dyes_blood_river_valley_barak_varr
57010037	nag_outpost_primary_research	wh2_main_special_the_moot_secondary
57010038	nag_outpost_primary_research	wh_main_special_erengrad_secondary
57010039	nag_outpost_primary_research	major_secondary_savages_western_badlands_ekrund
57010040	nag_outpost_primary_research	wh2_main_special_galbaraz_secondary
57010041	nag_outpost_primary_research	major_secondary_gold_ostland_wolfenburg
57010042	nag_outpost_primary_research	major_norsca_mountains_of_hel_aeslings_conclave
57010043	nag_outpost_primary_research	major_secondary_averland_averheim
57010044	nag_outpost_primary_research	major_secondary_wine_stirland_wurtbad
57010045	nag_outpost_primary_research	wh_main_special_talabheim_secondary
57010046	nag_outpost_primary_research	major_secondary_timber_hochland_hergig
57010047	nag_outpost_primary_research	major_secondary_land_of_the_dervishes_sudenburg
57010048	nag_outpost_primary_research	wh2_main_special_khemri_secondary
57010049	nag_outpost_primary_research	wh_main_special_karak_hirn_secondary
57010050	nag_outpost_primary_research	wh_main_special_pfeildorf_secondary
57010051	nag_outpost_primary_research	major_norsca_trollheim_mountains_sarl_encampment
57010052	nag_outpost_primary_research	wh2_dlc09_special_black_tower_of_arkhan_secondary
57010053	nag_outpost_primary_research	major_secondary_pottery_western_border_princes_myrmidens
57010054	nag_outpost_primary_research	wh2_main_special_karak_izor_secondary
57010055	nag_outpost_primary_research	wh_main_special_middenheim_secondary
57010056	nag_outpost_primary_research	wh2_main_special_salzenmund_secondary
57010057	nag_outpost_primary_research	wh_main_special_nuln_secondary
57010058	nag_outpost_primary_research	wh_main_special_karak_norn_secondary
57010059	nag_outpost_primary_research	wh_main_special_crag_halls_secondary
57010060	nag_outpost_primary_research	wh2_main_special_laurelorn_forest_secondary
57010061	nag_outpost_primary_research	wh_main_special_altdorf_secondary
57010062	nag_outpost_primary_research	wh_main_special_waterfall_palace_secondary
57010063	nag_outpost_primary_research	wh_main_special_yn_edryl_korian_secondary
57010064	nag_outpost_primary_research	major_secondary_misty_hills_the_black_pit
57010065	nag_outpost_primary_research	major_norsca_mountains_of_naglfari_varg_camp
57010066	nag_outpost_primary_research	major_norsca_ice_tooth_mountains_icedrake_fjord
57010067	nag_outpost_primary_research	wh_main_special_vauls_anvil_secondary
57010068	nag_outpost_primary_research	major_norsca_helspire_mountains_graeling_moot
57010069	nag_outpost_primary_research	wh_main_special_miragliano_secondary
57010070	nag_outpost_primary_research	wh2_main_special_sartosa_secondary
57010071	nag_outpost_primary_research	major_secondary_pastures_western_jungles_tlaqua
57010072	nag_outpost_primary_research	major_secondary_salt_coast_of_araby_al_haikk
57010073	nag_outpost_primary_research	wh2_main_special_parravon_secondary
57010074	nag_outpost_primary_research	wh_main_special_carcassonne_secondary
57010075	nag_outpost_primary_research	wh2_main_special_skavenblight_secondary
57010076	nag_outpost_primary_research	major_secondary_atalan_mountains_vulture_mountain
57010077	nag_outpost_primary_research	wh_main_special_massif_orca_secondary
57010078	nag_outpost_primary_research	wh2_main_special_castle_drachenfels_secondary
57010079	nag_outpost_primary_research	wh_main_special_marienburg_secondary
57010080	nag_outpost_primary_research	major_norsca_vanaheim_mountains_bjornlings_gathering
57010081	nag_outpost_primary_research	major_secondary_land_of_assassins_palace_of_the_wizard_caliph
57010082	nag_outpost_primary_research	major_secondary_bastonne_et_montfort_castle_bastonne
57010083	nag_outpost_primary_research	wh_main_special_magritta_secondary
57010084	nag_outpost_primary_research	major_secondary_timber_forest_of_arden_castle_artois
57010085	nag_outpost_primary_research	wh_main_special_couronne_secondary
57010086	nag_outpost_primary_research	wh_main_special_bordeleux_secondary
57010087	nag_outpost_primary_research	major_norsca_aghol_wastelands_fortress_of_the_damned
57010088	nag_outpost_primary_research	major_secondary_pastures_lyonesse_lyonesse
57010089	nag_outpost_primary_research	major_norsca_albion_albion
57010090	nag_outpost_primary_research	wh2_main_special_tor_koruali_secondary
57010091	nag_outpost_primary_research	wh2_main_special_galleons_graveyard_secondary
57010092	nag_outpost_primary_research	wh2_main_special_tor_yvresse_secondary
57010093	nag_outpost_primary_research	wh2_main_special_tower_of_hoeth_secondary
57010094	nag_outpost_primary_research	major_secondary_deadwood_the_frozen_city
57010095	nag_outpost_primary_research	wh2_main_special_karond_kar_secondary
57010096	nag_outpost_primary_research	wh2_main_special_tor_achare_secondary
57010097	nag_outpost_primary_research	major_secondary_obsidian_volcanic_islands_the_star_tower
57010098	nag_outpost_primary_research	wh2_main_special_the_awakening_secondary
57010099	nag_outpost_primary_research	wh2_main_special_lothern_secondary
57010100	nag_outpost_primary_research	wh2_main_special_tor_anlec_secondary
57010101	nag_outpost_primary_research	wh2_main_special_oyxl_secondary
57010102	nag_outpost_primary_research	wh2_main_special_xlanhuapec_secondary
57010103	nag_outpost_primary_research	wh2_main_special_tor_elyr_secondary
57010104	nag_outpost_primary_research	wh2_main_special_hef_vauls_anvil_secondary
57010105	nag_outpost_primary_research	wh2_main_special_har_ganeth_secondary
57010106	nag_outpost_primary_research	major_secondary_iron_the_clawed_coast_hoteks_column
57010107	nag_outpost_primary_research	wh2_main_special_tor_anroc_secondary
57010108	nag_outpost_primary_research	wh2_main_special_ghrond_secondary
57010109	nag_outpost_primary_research	wh2_dlc16_sacred_pools_secondary
57010110	nag_outpost_primary_research	wh2_main_special_tlaxtlan_secondary
57010111	nag_outpost_primary_research	wh2_main_special_itza_secondary
57010112	nag_outpost_primary_research	wh2_main_special_hag_graef_secondary
57010113	nag_outpost_primary_research	major_secondary_the_black_coast_arnheim
57010114	nag_outpost_primary_research	wh2_main_special_clar_karond_secondary
57010115	nag_outpost_primary_research	wh2_main_special_naggarond_secondary
57010116	nag_outpost_primary_research	major_secondary_pastures_doom_glades_hag_hall
57010117	nag_outpost_primary_research	major_secondary_spine_of_sotek_hualotal
57010118	nag_outpost_primary_research	major_secondary_medicine_southern_jungle_of_pahualaxa_pahuax
57010119	nag_outpost_primary_research	wh2_main_special_quintex_secondary
57010120	nag_outpost_primary_research	wh2_main_special_hexoatl_secondary
57010121	nag_outpost_primary_research	wh2_dlc16_witchwood_secondary
57010122	nag_outpost_primary_research	major_secondary_gems_jungles_of_green_mists_spektazuma
57010123	nag_outpost_primary_research	major_secondary_marble_northern_jungle_of_pahualaxa_macu_peaks
57010124	nag_outpost_primary_research	major_secondary_huahuan_desert_sentinels_of_xeti
57010125	nag_outpost_primary_research	major_norsca_ironfrost_glacier_ironfrost
57010126	nag_outpost_primary_research	major_secondary_salt_blackspine_mountains_red_desert
57010127	nag_outpost_primary_research	wh2_dlc10_special_gaean_vale_secondary
57010128	nag_outpost_primary_research	wh2_main_special_konquata_primary
57010129	nag_outpost_primary_arcane	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary
57010130	nag_outpost_primary_arcane	wh2_dlc14_special_gnoblar_country_flayed_rock_secondary
57010131	nag_outpost_primary_arcane	major_secondary_pastures_kingdom_of_beasts_temple_of_skulls
57010132	nag_outpost_primary_arcane	major_secondary_dragon_isles_dread_rock
57010133	nag_outpost_primary_arcane	wh2_main_special_lahmia_secondary
57010134	nag_outpost_primary_arcane	major_norsca_southern_dark_lands_desolation_of_drakenmoor
57010135	nag_outpost_primary_arcane	major_secondary_southlands_jungle_teotiqua
57010136	nag_outpost_primary_arcane	major_secondary_crater_of_the_walking_dead_rasetra
57010137	nag_outpost_primary_arcane	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary
57010138	nag_outpost_primary_arcane	major_secondary_northern_dark_lands_silver_pinnacle
57010139	nag_outpost_primary_arcane	wh_main_special_mount_gunbad_secondary
57010140	nag_outpost_primary_arcane	wh2_main_special_karak_zorn_secondary
57010141	nag_outpost_primary_arcane	wh_main_special_karak_azul_secondary
57010142	nag_outpost_primary_arcane	major_norsca_iron_goromandy_mountains_baersonlings_camp
57010143	nag_outpost_primary_arcane	wh_main_special_karak_ungor_secondary
57010144	nag_outpost_primary_arcane	wh2_main_special_karag_orrud_secondary
57010145	nag_outpost_primary_arcane	wh_main_special_eight_peaks_secondary
57010146	nag_outpost_primary_arcane	wh_main_special_black_crag_secondary
57010147	nag_outpost_primary_arcane	wh_main_special_karak_kadrin_2_secondary
57010148	nag_outpost_primary_arcane	wh_main_special_karak_azgal_secondary
57010149	nag_outpost_primary_arcane	wh2_dlc09_special_ka_sabar_secondary
57010150	nag_outpost_primary_arcane	wh2_main_oreons_camp_secondary
57010151	nag_outpost_primary_arcane	wh_main_special_zhufbar_secondary
57010152	nag_outpost_primary_arcane	wh_main_special_karaz_a_karak_secondary
57010153	nag_outpost_primary_arcane	wh_main_special_praag_secondary
57010154	nag_outpost_primary_arcane	wh_main_special_kislev_secondary
57010155	nag_outpost_primary_arcane	wh_main_special_castle_drakenhof_secondary
57010156	nag_outpost_primary_arcane	wh2_main_special_kraka_drak_secondary
57010157	nag_outpost_primary_arcane	wh2_main_special_hellpit_secondary
57010158	nag_outpost_primary_arcane	wh2_dlc16_forest_of_gloom_secondary
57010159	nag_outpost_primary_arcane	major_secondary_wine_western_sylvania_castle_templehof
57010160	nag_outpost_primary_arcane	wh2_dlc09_special_numas_secondary
57010161	nag_outpost_primary_arcane	major_secondary_northern_oblast_fort_ostrosk
57010162	nag_outpost_primary_arcane	major_secondary_pastures_eastern_border_princes_akendorf
57010163	nag_outpost_primary_arcane	major_secondary_pottery_ostermark_bechafen
57010164	nag_outpost_primary_arcane	wh2_dlc16_gryphon_wood_secondary
57010165	nag_outpost_primary_arcane	major_secondary_dyes_blood_river_valley_barak_varr
57010166	nag_outpost_primary_arcane	wh2_main_special_the_moot_secondary
57010167	nag_outpost_primary_arcane	wh_main_special_erengrad_secondary
57010168	nag_outpost_primary_arcane	major_secondary_savages_western_badlands_ekrund
57010169	nag_outpost_primary_arcane	wh2_main_special_galbaraz_secondary
57010170	nag_outpost_primary_arcane	major_secondary_gold_ostland_wolfenburg
57010171	nag_outpost_primary_arcane	major_norsca_mountains_of_hel_aeslings_conclave
57010172	nag_outpost_primary_arcane	major_secondary_averland_averheim
57010173	nag_outpost_primary_arcane	major_secondary_wine_stirland_wurtbad
57010174	nag_outpost_primary_arcane	wh_main_special_talabheim_secondary
57010175	nag_outpost_primary_arcane	major_secondary_timber_hochland_hergig
57010176	nag_outpost_primary_arcane	major_secondary_land_of_the_dervishes_sudenburg
57010177	nag_outpost_primary_arcane	wh2_main_special_khemri_secondary
57010178	nag_outpost_primary_arcane	wh_main_special_karak_hirn_secondary
57010179	nag_outpost_primary_arcane	wh_main_special_pfeildorf_secondary
57010180	nag_outpost_primary_arcane	major_norsca_trollheim_mountains_sarl_encampment
57010181	nag_outpost_primary_arcane	wh2_dlc09_special_black_tower_of_arkhan_secondary
57010182	nag_outpost_primary_arcane	major_secondary_pottery_western_border_princes_myrmidens
57010183	nag_outpost_primary_arcane	wh2_main_special_karak_izor_secondary
57010184	nag_outpost_primary_arcane	wh_main_special_middenheim_secondary
57010185	nag_outpost_primary_arcane	wh2_main_special_salzenmund_secondary
57010186	nag_outpost_primary_arcane	wh_main_special_nuln_secondary
57010187	nag_outpost_primary_arcane	wh_main_special_karak_norn_secondary
57010188	nag_outpost_primary_arcane	wh_main_special_crag_halls_secondary
57010189	nag_outpost_primary_arcane	wh2_main_special_laurelorn_forest_secondary
57010190	nag_outpost_primary_arcane	wh_main_special_altdorf_secondary
57010191	nag_outpost_primary_arcane	wh_main_special_waterfall_palace_secondary
57010192	nag_outpost_primary_arcane	wh_main_special_yn_edryl_korian_secondary
57010193	nag_outpost_primary_arcane	major_secondary_misty_hills_the_black_pit
57010194	nag_outpost_primary_arcane	major_norsca_mountains_of_naglfari_varg_camp
57010195	nag_outpost_primary_arcane	major_norsca_ice_tooth_mountains_icedrake_fjord
57010196	nag_outpost_primary_arcane	wh_main_special_vauls_anvil_secondary
57010197	nag_outpost_primary_arcane	major_norsca_helspire_mountains_graeling_moot
57010198	nag_outpost_primary_arcane	wh_main_special_miragliano_secondary
57010199	nag_outpost_primary_arcane	wh2_main_special_sartosa_secondary
57010200	nag_outpost_primary_arcane	major_secondary_pastures_western_jungles_tlaqua
57010201	nag_outpost_primary_arcane	major_secondary_salt_coast_of_araby_al_haikk
57010202	nag_outpost_primary_arcane	wh2_main_special_parravon_secondary
57010203	nag_outpost_primary_arcane	wh_main_special_carcassonne_secondary
57010204	nag_outpost_primary_arcane	wh2_main_special_skavenblight_secondary
57010205	nag_outpost_primary_arcane	major_secondary_atalan_mountains_vulture_mountain
57010206	nag_outpost_primary_arcane	wh_main_special_massif_orca_secondary
57010207	nag_outpost_primary_arcane	wh2_main_special_castle_drachenfels_secondary
57010208	nag_outpost_primary_arcane	wh_main_special_marienburg_secondary
57010209	nag_outpost_primary_arcane	major_norsca_vanaheim_mountains_bjornlings_gathering
57010210	nag_outpost_primary_arcane	major_secondary_land_of_assassins_palace_of_the_wizard_caliph
57010211	nag_outpost_primary_arcane	major_secondary_bastonne_et_montfort_castle_bastonne
57010212	nag_outpost_primary_arcane	wh_main_special_magritta_secondary
57010213	nag_outpost_primary_arcane	major_secondary_timber_forest_of_arden_castle_artois
57010214	nag_outpost_primary_arcane	wh_main_special_couronne_secondary
57010215	nag_outpost_primary_arcane	wh_main_special_bordeleux_secondary
57010216	nag_outpost_primary_arcane	major_norsca_aghol_wastelands_fortress_of_the_damned
57010217	nag_outpost_primary_arcane	major_secondary_pastures_lyonesse_lyonesse
57010218	nag_outpost_primary_arcane	major_norsca_albion_albion
57010219	nag_outpost_primary_arcane	wh2_main_special_tor_koruali_secondary
57010220	nag_outpost_primary_arcane	wh2_main_special_galleons_graveyard_secondary
57010221	nag_outpost_primary_arcane	wh2_main_special_tor_yvresse_secondary
57010222	nag_outpost_primary_arcane	wh2_main_special_tower_of_hoeth_secondary
57010223	nag_outpost_primary_arcane	major_secondary_deadwood_the_frozen_city
57010224	nag_outpost_primary_arcane	wh2_main_special_karond_kar_secondary
57010225	nag_outpost_primary_arcane	wh2_main_special_tor_achare_secondary
57010226	nag_outpost_primary_arcane	major_secondary_obsidian_volcanic_islands_the_star_tower
57010227	nag_outpost_primary_arcane	wh2_main_special_the_awakening_secondary
57010228	nag_outpost_primary_arcane	wh2_main_special_lothern_secondary
57010229	nag_outpost_primary_arcane	wh2_main_special_tor_anlec_secondary
57010230	nag_outpost_primary_arcane	wh2_main_special_oyxl_secondary
57010231	nag_outpost_primary_arcane	wh2_main_special_xlanhuapec_secondary
57010232	nag_outpost_primary_arcane	wh2_main_special_tor_elyr_secondary
57010233	nag_outpost_primary_arcane	wh2_main_special_hef_vauls_anvil_secondary
57010234	nag_outpost_primary_arcane	wh2_main_special_har_ganeth_secondary
57010235	nag_outpost_primary_arcane	major_secondary_iron_the_clawed_coast_hoteks_column
57010236	nag_outpost_primary_arcane	wh2_main_special_tor_anroc_secondary
57010237	nag_outpost_primary_arcane	wh2_main_special_ghrond_secondary
57010238	nag_outpost_primary_arcane	wh2_dlc16_sacred_pools_secondary
57010239	nag_outpost_primary_arcane	wh2_main_special_tlaxtlan_secondary
57010240	nag_outpost_primary_arcane	wh2_main_special_itza_secondary
57010241	nag_outpost_primary_arcane	wh2_main_special_hag_graef_secondary
57010242	nag_outpost_primary_arcane	major_secondary_the_black_coast_arnheim
57010243	nag_outpost_primary_arcane	wh2_main_special_clar_karond_secondary
57010244	nag_outpost_primary_arcane	wh2_main_special_naggarond_secondary
57010245	nag_outpost_primary_arcane	major_secondary_pastures_doom_glades_hag_hall
57010246	nag_outpost_primary_arcane	major_secondary_spine_of_sotek_hualotal
57010247	nag_outpost_primary_arcane	major_secondary_medicine_southern_jungle_of_pahualaxa_pahuax
57010248	nag_outpost_primary_arcane	wh2_main_special_quintex_secondary
57010249	nag_outpost_primary_arcane	wh2_main_special_hexoatl_secondary
57010250	nag_outpost_primary_arcane	wh2_dlc16_witchwood_secondary
57010251	nag_outpost_primary_arcane	major_secondary_gems_jungles_of_green_mists_spektazuma
57010252	nag_outpost_primary_arcane	major_secondary_marble_northern_jungle_of_pahualaxa_macu_peaks
57010253	nag_outpost_primary_arcane	major_secondary_huahuan_desert_sentinels_of_xeti
57010254	nag_outpost_primary_arcane	major_norsca_ironfrost_glacier_ironfrost
57010255	nag_outpost_primary_arcane	major_secondary_salt_blackspine_mountains_red_desert
57010256	nag_outpost_primary_arcane	wh2_dlc10_special_gaean_vale_secondary
57010257	nag_outpost_primary_arcane	wh2_main_special_konquata_primary
57010258	nag_outpost_primary_support	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary
57010259	nag_outpost_primary_support	wh2_dlc14_special_gnoblar_country_flayed_rock_secondary
57010260	nag_outpost_primary_support	major_secondary_pastures_kingdom_of_beasts_temple_of_skulls
57010261	nag_outpost_primary_support	major_secondary_dragon_isles_dread_rock
57010262	nag_outpost_primary_support	wh2_main_special_lahmia_secondary
57010263	nag_outpost_primary_support	major_norsca_southern_dark_lands_desolation_of_drakenmoor
57010264	nag_outpost_primary_support	major_secondary_southlands_jungle_teotiqua
57010265	nag_outpost_primary_support	major_secondary_crater_of_the_walking_dead_rasetra
57010266	nag_outpost_primary_support	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary
57010267	nag_outpost_primary_support	major_secondary_northern_dark_lands_silver_pinnacle
57010268	nag_outpost_primary_support	wh_main_special_mount_gunbad_secondary
57010269	nag_outpost_primary_support	wh2_main_special_karak_zorn_secondary
57010270	nag_outpost_primary_support	wh_main_special_karak_azul_secondary
57010271	nag_outpost_primary_support	major_norsca_iron_goromandy_mountains_baersonlings_camp
57010272	nag_outpost_primary_support	wh_main_special_karak_ungor_secondary
57010273	nag_outpost_primary_support	wh2_main_special_karag_orrud_secondary
57010274	nag_outpost_primary_support	wh_main_special_eight_peaks_secondary
57010275	nag_outpost_primary_support	wh_main_special_black_crag_secondary
57010276	nag_outpost_primary_support	wh_main_special_karak_kadrin_2_secondary
57010277	nag_outpost_primary_support	wh_main_special_karak_azgal_secondary
57010278	nag_outpost_primary_support	wh2_dlc09_special_ka_sabar_secondary
57010279	nag_outpost_primary_support	wh2_main_oreons_camp_secondary
57010280	nag_outpost_primary_support	wh_main_special_zhufbar_secondary
57010281	nag_outpost_primary_support	wh_main_special_karaz_a_karak_secondary
57010282	nag_outpost_primary_support	wh_main_special_praag_secondary
57010283	nag_outpost_primary_support	wh_main_special_kislev_secondary
57010284	nag_outpost_primary_support	wh_main_special_castle_drakenhof_secondary
57010285	nag_outpost_primary_support	wh2_main_special_kraka_drak_secondary
57010286	nag_outpost_primary_support	wh2_main_special_hellpit_secondary
57010287	nag_outpost_primary_support	wh2_dlc16_forest_of_gloom_secondary
57010288	nag_outpost_primary_support	major_secondary_wine_western_sylvania_castle_templehof
57010289	nag_outpost_primary_support	wh2_dlc09_special_numas_secondary
57010290	nag_outpost_primary_support	major_secondary_northern_oblast_fort_ostrosk
57010291	nag_outpost_primary_support	major_secondary_pastures_eastern_border_princes_akendorf
57010292	nag_outpost_primary_support	major_secondary_pottery_ostermark_bechafen
57010293	nag_outpost_primary_support	wh2_dlc16_gryphon_wood_secondary
57010294	nag_outpost_primary_support	major_secondary_dyes_blood_river_valley_barak_varr
57010295	nag_outpost_primary_support	wh2_main_special_the_moot_secondary
57010296	nag_outpost_primary_support	wh_main_special_erengrad_secondary
57010297	nag_outpost_primary_support	major_secondary_savages_western_badlands_ekrund
57010298	nag_outpost_primary_support	wh2_main_special_galbaraz_secondary
57010299	nag_outpost_primary_support	major_secondary_gold_ostland_wolfenburg
57010300	nag_outpost_primary_support	major_norsca_mountains_of_hel_aeslings_conclave
57010301	nag_outpost_primary_support	major_secondary_averland_averheim
57010302	nag_outpost_primary_support	major_secondary_wine_stirland_wurtbad
57010303	nag_outpost_primary_support	wh_main_special_talabheim_secondary
57010304	nag_outpost_primary_support	major_secondary_timber_hochland_hergig
57010305	nag_outpost_primary_support	major_secondary_land_of_the_dervishes_sudenburg
57010306	nag_outpost_primary_support	wh2_main_special_khemri_secondary
57010307	nag_outpost_primary_support	wh_main_special_karak_hirn_secondary
57010308	nag_outpost_primary_support	wh_main_special_pfeildorf_secondary
57010309	nag_outpost_primary_support	major_norsca_trollheim_mountains_sarl_encampment
57010310	nag_outpost_primary_support	wh2_dlc09_special_black_tower_of_arkhan_secondary
57010311	nag_outpost_primary_support	major_secondary_pottery_western_border_princes_myrmidens
57010312	nag_outpost_primary_support	wh2_main_special_karak_izor_secondary
57010313	nag_outpost_primary_support	wh_main_special_middenheim_secondary
57010314	nag_outpost_primary_support	wh2_main_special_salzenmund_secondary
57010315	nag_outpost_primary_support	wh_main_special_nuln_secondary
57010316	nag_outpost_primary_support	wh_main_special_karak_norn_secondary
57010317	nag_outpost_primary_support	wh_main_special_crag_halls_secondary
57010318	nag_outpost_primary_support	wh2_main_special_laurelorn_forest_secondary
57010319	nag_outpost_primary_support	wh_main_special_altdorf_secondary
57010320	nag_outpost_primary_support	wh_main_special_waterfall_palace_secondary
57010321	nag_outpost_primary_support	wh_main_special_yn_edryl_korian_secondary
57010322	nag_outpost_primary_support	major_secondary_misty_hills_the_black_pit
57010323	nag_outpost_primary_support	major_norsca_mountains_of_naglfari_varg_camp
57010324	nag_outpost_primary_support	major_norsca_ice_tooth_mountains_icedrake_fjord
57010325	nag_outpost_primary_support	wh_main_special_vauls_anvil_secondary
57010326	nag_outpost_primary_support	major_norsca_helspire_mountains_graeling_moot
57010327	nag_outpost_primary_support	wh_main_special_miragliano_secondary
57010328	nag_outpost_primary_support	wh2_main_special_sartosa_secondary
57010329	nag_outpost_primary_support	major_secondary_pastures_western_jungles_tlaqua
57010330	nag_outpost_primary_support	major_secondary_salt_coast_of_araby_al_haikk
57010331	nag_outpost_primary_support	wh2_main_special_parravon_secondary
57010332	nag_outpost_primary_support	wh_main_special_carcassonne_secondary
57010333	nag_outpost_primary_support	wh2_main_special_skavenblight_secondary
57010334	nag_outpost_primary_support	major_secondary_atalan_mountains_vulture_mountain
57010335	nag_outpost_primary_support	wh_main_special_massif_orca_secondary
57010336	nag_outpost_primary_support	wh2_main_special_castle_drachenfels_secondary
57010337	nag_outpost_primary_support	wh_main_special_marienburg_secondary
57010338	nag_outpost_primary_support	major_norsca_vanaheim_mountains_bjornlings_gathering
57010339	nag_outpost_primary_support	major_secondary_land_of_assassins_palace_of_the_wizard_caliph
57010340	nag_outpost_primary_support	major_secondary_bastonne_et_montfort_castle_bastonne
57010341	nag_outpost_primary_support	wh_main_special_magritta_secondary
57010342	nag_outpost_primary_support	major_secondary_timber_forest_of_arden_castle_artois
57010343	nag_outpost_primary_support	wh_main_special_couronne_secondary
57010344	nag_outpost_primary_support	wh_main_special_bordeleux_secondary
57010345	nag_outpost_primary_support	major_norsca_aghol_wastelands_fortress_of_the_damned
57010346	nag_outpost_primary_support	major_secondary_pastures_lyonesse_lyonesse
57010347	nag_outpost_primary_support	major_norsca_albion_albion
57010348	nag_outpost_primary_support	wh2_main_special_tor_koruali_secondary
57010349	nag_outpost_primary_support	wh2_main_special_galleons_graveyard_secondary
57010350	nag_outpost_primary_support	wh2_main_special_tor_yvresse_secondary
57010351	nag_outpost_primary_support	wh2_main_special_tower_of_hoeth_secondary
57010352	nag_outpost_primary_support	major_secondary_deadwood_the_frozen_city
57010353	nag_outpost_primary_support	wh2_main_special_karond_kar_secondary
57010354	nag_outpost_primary_support	wh2_main_special_tor_achare_secondary
57010355	nag_outpost_primary_support	major_secondary_obsidian_volcanic_islands_the_star_tower
57010356	nag_outpost_primary_support	wh2_main_special_the_awakening_secondary
57010357	nag_outpost_primary_support	wh2_main_special_lothern_secondary
57010358	nag_outpost_primary_support	wh2_main_special_tor_anlec_secondary
57010359	nag_outpost_primary_support	wh2_main_special_oyxl_secondary
57010360	nag_outpost_primary_support	wh2_main_special_xlanhuapec_secondary
57010361	nag_outpost_primary_support	wh2_main_special_tor_elyr_secondary
57010362	nag_outpost_primary_support	wh2_main_special_hef_vauls_anvil_secondary
57010363	nag_outpost_primary_support	wh2_main_special_har_ganeth_secondary
57010364	nag_outpost_primary_support	major_secondary_iron_the_clawed_coast_hoteks_column
57010365	nag_outpost_primary_support	wh2_main_special_tor_anroc_secondary
57010366	nag_outpost_primary_support	wh2_main_special_ghrond_secondary
57010367	nag_outpost_primary_support	wh2_dlc16_sacred_pools_secondary
57010368	nag_outpost_primary_support	wh2_main_special_tlaxtlan_secondary
57010369	nag_outpost_primary_support	wh2_main_special_itza_secondary
57010370	nag_outpost_primary_support	wh2_main_special_hag_graef_secondary
57010371	nag_outpost_primary_support	major_secondary_the_black_coast_arnheim
57010372	nag_outpost_primary_support	wh2_main_special_clar_karond_secondary
57010373	nag_outpost_primary_support	wh2_main_special_naggarond_secondary
57010374	nag_outpost_primary_support	major_secondary_pastures_doom_glades_hag_hall
57010375	nag_outpost_primary_support	major_secondary_spine_of_sotek_hualotal
57010376	nag_outpost_primary_support	major_secondary_medicine_southern_jungle_of_pahualaxa_pahuax
57010377	nag_outpost_primary_support	wh2_main_special_quintex_secondary
