id	building_superchain	slot_template
67010032	nag_sch_settlement_ushabti	wh2_dlc15_special_morgheim_secondary
67010033	nag_sch_settlement_warsphinx	wh2_dlc15_special_morgheim_secondary
67010034	nag_sch_settlement_cavalry	wh2_main_special_lahmia_secondary
67010035	nag_sch_settlement_chariots	wh2_main_special_lahmia_secondary
67010036	nag_sch_settlement_citadel	wh2_main_special_lahmia_secondary
67010037	nag_sch_settlement_defence_major	wh2_main_special_lahmia_secondary
67010038	nag_sch_settlement_estate	wh2_main_special_lahmia_secondary
67010039	nag_sch_settlement_growth	wh2_main_special_lahmia_secondary
67010040	nag_sch_settlement_hierotitan	wh2_main_special_lahmia_secondary
67010041	nag_sch_settlement_income	wh2_main_special_lahmia_secondary
67010042	nag_sch_settlement_infantry	wh2_main_special_lahmia_secondary
67010043	nag_sch_settlement_necrosphinx	wh2_main_special_lahmia_secondary
67010044	nag_sch_settlement_scorpions	wh2_main_special_lahmia_secondary
67010045	nag_sch_settlement_ushabti	wh2_main_special_lahmia_secondary
67010046	nag_sch_settlement_warsphinx	wh2_main_special_lahmia_secondary
67010047	nag_sch_settlement_cavalry	wh2_main_special_khemri_secondary
67010048	nag_sch_settlement_chariots	wh2_main_special_khemri_secondary
67010049	nag_sch_settlement_citadel	wh2_main_special_khemri_secondary
67010050	nag_sch_settlement_defence_major	wh2_main_special_khemri_secondary
67010051	nag_sch_settlement_estate	wh2_main_special_khemri_secondary
67010052	nag_sch_settlement_growth	wh2_main_special_khemri_secondary
67010053	nag_sch_settlement_hierotitan	wh2_main_special_khemri_secondary
67010054	nag_sch_settlement_income	wh2_main_special_khemri_secondary
67010055	nag_sch_settlement_infantry	wh2_main_special_khemri_secondary
67010056	nag_sch_settlement_necrosphinx	wh2_main_special_khemri_secondary
67010057	nag_sch_settlement_scorpions	wh2_main_special_khemri_secondary
67010058	nag_sch_settlement_ushabti	wh2_main_special_khemri_secondary
67010059	nag_sch_settlement_warsphinx	wh2_main_special_khemri_secondary
67010060	nag_sch_settlement_cavalry	wh2_main_special_the_awakening_secondary
67010061	nag_sch_settlement_chariots	wh2_main_special_the_awakening_secondary
67010062	nag_sch_settlement_citadel	wh2_main_special_the_awakening_secondary
67010063	nag_sch_settlement_defence_major	wh2_main_special_the_awakening_secondary
67010064	nag_sch_settlement_estate	wh2_main_special_the_awakening_secondary
67010065	nag_sch_settlement_growth	wh2_main_special_the_awakening_secondary
67010066	nag_sch_settlement_hierotitan	wh2_main_special_the_awakening_secondary
67010067	nag_sch_settlement_income	wh2_main_special_the_awakening_secondary
67010068	nag_sch_settlement_infantry	wh2_main_special_the_awakening_secondary
67010069	nag_sch_settlement_necrosphinx	wh2_main_special_the_awakening_secondary
67010070	nag_sch_settlement_scorpions	wh2_main_special_the_awakening_secondary
67010071	nag_sch_settlement_ushabti	wh2_main_special_the_awakening_secondary
67010072	nag_sch_settlement_warsphinx	wh2_main_special_the_awakening_secondary
67010073	nag_sch_settlement_cavalry	wh_main_special_castle_drakenhof_secondary
67010074	nag_sch_settlement_chariots	wh_main_special_castle_drakenhof_secondary
67010075	nag_sch_settlement_citadel	wh_main_special_castle_drakenhof_secondary
67010076	nag_sch_settlement_defence_major	wh_main_special_castle_drakenhof_secondary
67010077	nag_sch_settlement_estate	wh_main_special_castle_drakenhof_secondary
67010078	nag_sch_settlement_growth	wh_main_special_castle_drakenhof_secondary
67010079	nag_sch_settlement_hierotitan	wh_main_special_castle_drakenhof_secondary
67010080	nag_sch_settlement_income	wh_main_special_castle_drakenhof_secondary
67010081	nag_sch_settlement_infantry	wh_main_special_castle_drakenhof_secondary
67010082	nag_sch_settlement_necrosphinx	wh_main_special_castle_drakenhof_secondary
67010083	nag_sch_settlement_scorpions	wh_main_special_castle_drakenhof_secondary
67010084	nag_sch_settlement_ushabti	wh_main_special_castle_drakenhof_secondary
67010085	nag_sch_settlement_warsphinx	wh_main_special_castle_drakenhof_secondary
67010086	nag_sch_settlement_cavalry	wh2_main_special_quintex_secondary
67010087	nag_sch_settlement_chariots	wh2_main_special_quintex_secondary
67010088	nag_sch_settlement_citadel	wh2_main_special_quintex_secondary
67010089	nag_sch_settlement_defence_major	wh2_main_special_quintex_secondary
67010090	nag_sch_settlement_estate	wh2_main_special_quintex_secondary
67010091	nag_sch_settlement_growth	wh2_main_special_quintex_secondary
67010092	nag_sch_settlement_hierotitan	wh2_main_special_quintex_secondary
67010093	nag_sch_settlement_income	wh2_main_special_quintex_secondary
67010094	nag_sch_settlement_infantry	wh2_main_special_quintex_secondary
67010095	nag_sch_settlement_necrosphinx	wh2_main_special_quintex_secondary
67010096	nag_sch_settlement_scorpions	wh2_main_special_quintex_secondary
67010097	nag_sch_settlement_ushabti	wh2_main_special_quintex_secondary
67010098	nag_sch_settlement_warsphinx	wh2_main_special_quintex_secondary
