technology	effect	effect_scope	value
nag_vlad_battle_2	nag_effect_tech_vanguard_black_knights	faction_to_force_own_unseen	1.0000
nag_vlad_battle_2	wh_main_effect_force_stat_speed_cavalry	faction_to_force_own_unseen	10.0000
nag_vlad_battle_3	nag_effect_force_stat_leadership_direwolves_fell_bats	faction_to_force_own_unseen	10.0000
nag_vlad_battle_3	nag_effect_force_stat_charge_bonus_fell_bats_dire_wolves	faction_to_force_own_unseen	10.0000
nag_vlad_battle_3	nag_effect_ability_enable_the_hunger_fellbats_direwolves	faction_to_force_own_unseen	1.0000
nag_vlad_battle_3	wh_main_faction_political_diplomacy_mod_technology_vampire_counts	faction_to_faction_own_unseen	20.0000
nag_mortarch_arkhan_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0000
nag_mortarch_arkhan_unlock	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	-15.0000
nag_mortarch_luthor_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0000
nag_mortarch_luthor_unlock	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	-15.0000
nag_mortarch_mannfred_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0000
nag_mortarch_mannfred_unlock	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	-15.0000
nag_mortarch_krell_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0000
nag_mortarch_krell_unlock	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	-15.0000
nag_mortarch_neferata_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0000
nag_mortarch_neferata_unlock	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	-15.0000
nag_mortarch_vlad_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0000
nag_mortarch_vlad_unlock	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	-15.0000
nag_location_nagashizzar	nag_effect_enable_poison_tomb_guard	faction_to_force_own_unseen	1.0000
nag_location_nagashizzar	nag_effect_enable_sunder_nagashi_guard	faction_to_force_own_unseen	1.0000
nag_location_nagashizzar	nag_effect_enable_frenzy_grave_guard	faction_to_force_own_unseen	1.0000
nag_location_nagashizzar	nag_effect_ability_enable_warpfireball_liche_casket	faction_to_force_own_unseen	1.0000
nag_location_nagashizzar	nag_ritual_attack_warning_dummy	faction_to_force_own_unseen	1.0000
nag_location_nagashizzar	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-15.0000
nag_location_mourkain	wh_main_effect_building_construction_cost_mod	faction_to_region_own	-15.0000
nag_location_mourkain	nag_ritual_attack_warning_dummy	faction_to_faction_own_unseen	1.0000
nag_location_mourkain	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-15.0000
nag_location_lahmia	wh3_main_effect_corruption_vampiric_characters	faction_to_faction_own_unseen	2.0000
nag_location_lahmia	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	15.0000
nag_location_lahmia	nag_ritual_attack_warning_dummy	faction_to_faction_own_unseen	1.0000
nag_location_lahmia	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-15.0000
nag_location_khemri	nag_effect_agent_recruitment_xp_general_traitor_kings	faction_to_province_own_unseen	2.0000
nag_location_khemri	nag_effect_agent_recruitment_xp_general_traitor_kings_hidden	faction_to_force_own_unseen	2.0000
nag_location_khemri	wh2_dlc09_effect_ability_enable_my_will_be_done	faction_to_character_own	1.0000
nag_location_khemri	nag_ritual_attack_warning_dummy	faction_to_force_own_unseen	3.0000
nag_location_khemri	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-15.0000
nag_location_awakening	wh2_dlc11_effect_ability_enable_dead_eyes	faction_to_character_own	1.0000
nag_location_awakening	wh2_dlc11_effect_ability_enable_regeneration_at_sea	faction_to_force_own	1.0000
nag_location_awakening	nag_ritual_attack_warning_dummy	faction_to_faction_own_unseen	1.0000
nag_location_awakening	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-15.0000
nag_location_drakenhof	wh3_main_effect_corruption_vampiric_characters	faction_to_faction_own_unseen	1.0000
nag_location_drakenhof	nag_effect_enable_ability_zombie_battery	faction_to_force_own_unseen	1.0000
nag_location_drakenhof	nag_effect_ap_warbeasts	faction_to_force_own_unseen	6.0000
nag_location_drakenhof	nag_ritual_attack_warning_dummy	faction_to_faction_own_unseen	1.0000
nag_location_drakenhof	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-15.0000
nag_location_quintex	wh2_main_effect_replenishment_lords	faction_to_character_own	30.0000
nag_location_quintex	wh_main_effect_force_all_campaign_replenishment_rate_horde	faction_to_force_own	4.0000
nag_location_quintex	nag_effect_ability_enable_curse_quintex	faction_to_character_own	1.0000
nag_location_quintex	nag_ritual_attack_warning_dummy	faction_to_faction_own_unseen	1.0000
nag_location_quintex	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-15.0000
nag_arkhan_proclamation	wh_main_effect_unit_recruitment_points	faction_to_province_own	1.0000
nag_arkhan_proclamation	nag_effect_upkeep_reduction_skeletons_basic	faction_to_force_own	-25.0000
nag_luthor_proclamation	nag_effect_tech_missile_resistance_all_zombies	faction_to_force_own_unseen	30.0000
nag_luthor_proclamation	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	30.0000
nag_luthor_proclamation	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	10.0000
nag_mannfred_proclamation	nag_effect_resource_upkeep_reduction_zombie	faction_to_force_own_unseen	-50.0000
nag_mannfred_proclamation	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own_unseen	20.0000
nag_mannfred_proclamation	wh_main_effect_ability_cooldown_lore_of_vampires	faction_to_character_own_unseen	-15.0000
nag_krell_proclamation	wh_main_effect_force_army_campaign_attrition_all_resistance	faction_to_force_own_unseen	-10.0000
nag_krell_proclamation	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	10.0000
nag_krell_proclamation	wh_main_effect_agent_action_success_chance_enemy	faction_to_character_own_unseen	-8.0000
nag_neferata_proclamation	wh_main_faction_political_diplomacy_mod_technology	faction_to_faction_own_unseen	30.0000
nag_neferata_proclamation	wh_main_effect_force_stat_vigour_loss_reduction	faction_to_force_own_unseen	-15.0000
nag_vlad_proclamation	nag_effect_army_beasts_melee_attack_skill	faction_to_faction_own_unseen	10.0000
nag_vlad_proclamation	wh_main_effect_unit_recruitment_points	faction_to_province_own	1.0000
nag_nagash_ultimate	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own	-40.0000
nag_nagash_ultimate	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	10.0000
nag_nagash_ultimate	wh_dlc05_effect_global_recruitment_duration_all	faction_to_faction_own_unseen	-1.0000
nag_nagash_ultimate	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	3.0000
nag_nagash_ultimate_preprartion	nag_ritual_attack_warning_dummy_final	faction_to_faction_own_unseen	1.0000
nag_nagash_ultimate	nag_ritual_victory_dummy	faction_to_faction_own_unseen	1.0000
nag_arkhan_archai	nag_effect_agent_cap_increase_archai	faction_to_faction_own_unseen	1.0000
nag_luthor_archai	nag_effect_agent_cap_increase_archai	faction_to_faction_own_unseen	1.0000
nag_mannfred_archai	nag_effect_agent_cap_increase_archai	faction_to_faction_own_unseen	1.0000
nag_krell_archai	nag_effect_agent_cap_increase_archai	faction_to_faction_own_unseen	1.0000
nag_neferata_archai	nag_effect_agent_cap_increase_archai	faction_to_faction_own_unseen	1.0000
nag_vlad_archai	nag_effect_agent_cap_increase_archai	faction_to_faction_own_unseen	1.0000
nag_mortarch_arkhan_event_1	wh_main_effect_force_all_campaign_reinforcement_range	faction_to_character_own_unseen	30.0000
nag_mortarch_arkhan_event_1	wh3_main_effect_own_reinforcement_time_percentage_mod	faction_to_faction_own_unseen	-20.0000
nag_mortarch_arkhan_event_2	nag_effect_agent_recruitment_xp_general_traitor_kings	faction_to_province_own_unseen	2.0000
nag_mortarch_arkhan_event_2	nag_effect_agent_recruitment_xp_general_traitor_kings_hidden	faction_to_force_own_unseen	2.0000
nag_mortarch_arkhan_event_3	nag_arkhan_unit_effect	faction_to_force_own_unseen	33.0000
nag_mortarch_krell_event_3	wh2_main_effect_ability_cooldown_deadly_onslaught	faction_to_character_own	-20.0000
nag_mortarch_krell_event_3	wh2_main_effect_ability_cooldown_foe_seeker	faction_to_character_own	-20.0000
nag_mortarch_krell_event_1	wh2_dlc17_effect_xp_gain_against_bst_chs_nor	faction_to_force_own	200.0000
nag_mortarch_krell_event_1	nag_effect_recruitment_available_doom_dummy	faction_to_faction_own_unseen	1.0000
nag_mortarch_krell_event_2	wh3_dlc20_effect_xp_gain_all_units	faction_to_force_own	100.0000
nag_mortarch_krell_event_3	nag_krell_unit_effect	faction_to_force_own_unseen	10.0000
nag_mortarch_krell_event_3	wh_main_effect_character_stat_magic_resistance	faction_to_character_own	10.0000
nag_mortarch_luthor_event_1	wh2_dlc11_cst_lord_trait_harkon_split_personality	faction_to_faction_own_unseen	1.0000
nag_mortarch_luthor_event_1	nag_luthor_will_heal_dummy	faction_to_faction_own_unseen	1.0000
nag_mortarch_luthor_event_2	wh2_dlc11_cst_lord_trait_harkon_split_personality	faction_to_faction_own_unseen	1.0000
nag_mortarch_luthor_event_2	nag_luthor_will_heal_dummy	faction_to_faction_own_unseen	1.0000
nag_mortarch_luthor_event_3	nag_effect_ability_carcinization	faction_to_force_own_unseen	1.0000
nag_mortarch_luthor_event_3	wh2_dlc11_cst_lord_trait_harkon_split_personality	faction_to_faction_own_unseen	1.0000
nag_mortarch_mannfred_event_1	wh_main_effect_force_stat_leadership_defending	faction_to_force_own_unseen	5.0000
nag_mortarch_mannfred_event_2	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	15.0000
nag_mortarch_mannfred_event_3	nag_mannfred_unit_effect	faction_to_force_own_unseen	-20.0000
nag_mortarch_mannfred_event_3	nag_effect_upkeep_mannfred	faction_to_force_own_unseen	25.0000
nag_mortarch_neferata_event_1	wh2_main_effect_stance_line_of_sight_mod	faction_to_character_own	150.0000
nag_mortarch_neferata_event_1	nag_effect_upkeep_reduction_unembedded_vampire_agents	faction_to_character_own_unseen	-50.0000
nag_mortarch_neferata_event_1	nag_effect_upkeep_reduction_vampire_agents	faction_to_force_own_unseen	-50.0000
nag_mortarch_neferata_event_2	nag_effect_agent_recruitment_xp_dignitary_vampires	faction_to_force_own_unseen	3.0000
nag_mortarch_neferata_event_2	nag_effect_agent_recruitment_xp_dignitary_vampires_hidden	province_to_province_own_factionwide	3.0000
nag_mortarch_neferata_event_2	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	5.0000
nag_mortarch_neferata_event_3	nag_neferata_unit_effect	faction_to_force_own_unseen	1.0000
nag_mortarch_vlad_event_1	nag_effect_diplomatic_relations_humans	faction_to_faction_own_unseen	33.0000
nag_mortarch_vlad_event_1	nag_effect_missile_resistance_vlad_isa	faction_to_force_own_unseen	30.0000
nag_mortarch_vlad_event_1	nag_effect_melee_defence_vlad_isa	faction_to_force_own_unseen	6.0000
nag_mortarch_vlad_event_1	nag_effect_upkeep_vlad_isa	faction_to_force_own_unseen	33.0000
nag_mortarch_vlad_event_2	nag_effect_diplomatic_relations_humans	faction_to_faction_own_unseen	33.0000
nag_mortarch_vlad_event_2	wh_main_effect_hordebuilding_growth_tech	faction_to_force_own	3.0000
nag_mortarch_vlad_event_2	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own_unseen	10.0000
nag_mortarch_vlad_event_2	nag_effect_upkeep_vlad_isa	faction_to_force_own_unseen	33.0000
nag_mortarch_vlad_event_2	nag_effect_recruitment_available_thrall_crossbow_dummy	faction_to_faction_own_unseen	1.0000
nag_mortarch_vlad_event_2	nag_effect_recruitment_available_thrall_handgunners_dummy	faction_to_faction_own_unseen	1.0000
nag_mortarch_vlad_event_3	nag_effect_diplomatic_relations_humans	faction_to_faction_own_unseen	33.0000
nag_mortarch_vlad_event_3	nag_vlad_unit_effect	faction_to_force_own_unseen	4.0000
nag_mortarch_vlad_event_3	wh_main_effect_force_all_campaign_captives	faction_to_force_own_unseen	15.0000
nag_mortarch_vlad_event_3	wh2_dlc15_effect_force_army_battle_unit_armour_piercing_damage_during_ambushes	faction_to_force_own	3.0000
nag_mortarch_vlad_event_3	nag_effect_upkeep_vlad_isa	faction_to_force_own_unseen	33.0000
nag_mortarch_arkhan_unlock	nag_arkhan_unlock	faction_to_faction_own_unseen	1.0000
nag_mortarch_arkhan_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0000
nag_mortarch_luthor_unlock	nag_luthor_unlock	faction_to_faction_own_unseen	1.0000
nag_mortarch_luthor_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0000
nag_mortarch_krell_unlock	nag_krell_unlock	faction_to_faction_own_unseen	1.0000
nag_mortarch_krell_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0000
nag_mortarch_mannfred_unlock	nag_mannfred_unlock	faction_to_faction_own_unseen	1.0000
nag_mortarch_mannfred_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0000
nag_mortarch_neferata_unlock	nag_neferata_unlock	faction_to_faction_own_unseen	1.0000
nag_mortarch_neferata_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0000
nag_mortarch_vlad_unlock	nag_vlad_unlock	faction_to_faction_own_unseen	1.0000
nag_mortarch_vlad_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0000
nag_nagash_ultimate	nag_undead_corruption_world_dummy	faction_to_army_own_unseen	20.0000
nag_nagash_ultimate	rhox_nagash_all_vassal_dummy	faction_to_faction_own_unseen	1.0000
nag_nagash_ultimate	rhox_nagash_zombie_apocalypse_dummy	faction_to_faction_own_unseen	1.0000
nag_arkhan_archai	nag_archai_spawn_effect_dummy	faction_to_faction_own_unseen	1.0000
nag_luthor_archai	nag_archai_spawn_effect_dummy	faction_to_faction_own_unseen	1.0000
nag_mannfred_archai	nag_archai_spawn_effect_dummy	faction_to_faction_own_unseen	1.0000
nag_krell_archai	nag_archai_spawn_effect_dummy	faction_to_faction_own_unseen	1.0000
nag_neferata_archai	nag_archai_spawn_effect_dummy	faction_to_faction_own_unseen	1.0000
nag_vlad_archai	nag_archai_spawn_effect_dummy	faction_to_faction_own_unseen	1.0000
