technology	effect	effect_scope	value
nag_vlad_battle_2	wh_main_effect_force_army_battle_cavalry_movement_speed	faction_to_force_own_unseen	10.0
nag_vlad_battle_3	wh2_dlc11_vmp_force_unit_stat_morale_direwolves_fell_bats	faction_to_force_own_unseen	10.0
nag_vlad_battle_3	wh2_dlc11_vmp_skill_battle_units_fell_bats_dire_wolves	faction_to_force_own_unseen	10.0
nag_vlad_battle_3	wh2_dlc17_effect_ability_enable_the_hunger_fellbats_direwolves	faction_to_force_own_unseen	1.0
nag_vlad_battle_3	wh_dlc05_tech_diplomacy_bonus_vampires	faction_to_faction_own_unseen	20.0
nag_arkhan_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0
nag_arkhan_unlock	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30.0
nag_luthor_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0
nag_luthor_unlock	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30.0
nag_mannfred_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0
nag_mannfred_unlock	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30.0
nag_krell_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0
nag_krell_unlock	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30.0
nag_neferata_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0
nag_neferata_unlock	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30.0
nag_vlad_unlock	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0
nag_vlad_unlock	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	-30.0
nag_nagash_1	nag_arkhan_unlock	faction_to_faction_own_unseen	1.0
nag_nagash_2	nag_krell_unlock	faction_to_faction_own_unseen	1.0
nag_nagash_3	nag_mannfred_unlock	faction_to_faction_own_unseen	1.0
nag_nagash_4	nag_luthor_unlock	faction_to_faction_own_unseen	1.0
nag_nagash_5	nag_vlad_unlock	faction_to_faction_own_unseen	1.0
nag_nagash_6	nag_neferata_unlock	faction_to_faction_own_unseen	1.0
nag_nagash_7	wh2_dlc09_effect_tomb_king_herald_7	faction_to_faction_own_unseen	1.0
nag_arkhan_proclamation	wh_main_effect_unit_recruitment_points	faction_to_province_own	1.0
nag_arkhan_proclamation	nag_effect_upkeep_reduction_skeletons_basic	faction_to_force_own	-25.0
nag_luthor_proclamation	nag_effect_tech_missile_resistance_all_zombies	faction_to_force_own_unseen	30.0
nag_luthor_proclamation	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_character_own_unseen	30.0
nag_luthor_proclamation	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	10.0
nag_mannfred_proclamation	nag_effect_resource_upkeep_reduction_zombie	faction_to_force_own_unseen	-50.0
nag_mannfred_proclamation	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own_unseen	20.0
nag_mannfred_proclamation	wh_main_effect_battle_magic_lore_of_vampires_cooldown_rate	faction_to_character_own_unseen	-15.0
nag_krell_proclamation	wh_main_effect_force_army_campaign_attrition_all_resistance	faction_to_force_own_unseen	-10.0
nag_krell_proclamation	wh_main_effect_agent_movement_range_mod	faction_to_character_own_unseen	10.0
nag_krell_proclamation	wh2_main_effect_agent_action_success_chance_enemies	faction_to_character_own_unseen	-8.0
nag_neferata_proclamation	wh_main_faction_political_diplomacy_mod_technology	faction_to_faction_own_unseen	30.0
nag_neferata_proclamation	wh_dlc08_effect_tech_army_battle_infantry_fatigue_resistance	faction_to_force_own_unseen	-15.0
nag_vlad_proclamation	nag_effect_army_beasts_melee_attack_skill	faction_to_faction_own_unseen	10.0
nag_vlad_proclamation	wh_main_effect_unit_recruitment_points	faction_to_province_own	1.0
nag_nagash_ultimate	wh2_dlc09_effect_increase_army_capacity	faction_to_faction_own_unseen	1.0
nag_nagash_ultimate	wh_dlc05_effect_global_recruitment_duration_all	faction_to_faction_own_unseen	-1.0
nag_nagash_ultimate	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	3.0
nag_arkhan_archai	nag_archai_cap	faction_to_faction_own_unseen	1.0
nag_luthor_archai	nag_archai_cap	faction_to_faction_own_unseen	1.0
nag_mannfred_archai	nag_archai_cap	faction_to_faction_own_unseen	1.0
nag_krell_archai	nag_archai_cap	faction_to_faction_own_unseen	1.0
nag_neferata_archai	nag_archai_cap	faction_to_faction_own_unseen	1.0
nag_vlad_archai	nag_archai_cap	faction_to_faction_own_unseen	1.0
nag_arkhan_event_1	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_arkhan_event_2	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_arkhan_event_3	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_krell_event_1	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_krell_event_2	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_krell_event_3	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_luthor_event_1	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_luthor_event_2	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_luthor_event_3	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_mannfred_event_1	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_mannfred_event_2	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_mannfred_event_3	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_neferata_event_1	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_neferata_event_2	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_neferata_event_3	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_vlad_event_1	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_vlad_event_2	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_vlad_event_3	wh2_twa03_effect_blood_voyage_no_attrition	faction_to_faction_own_unseen	1.0
nag_arkhan_unlock	nag_arkhan_unlock	faction_to_faction_own_unseen	1.0
nag_arkhan_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0
nag_luthor_unlock	nag_luthor_unlock	faction_to_faction_own_unseen	1.0
nag_luthor_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0
nag_krell_unlock	nag_krell_unlock	faction_to_faction_own_unseen	1.0
nag_krell_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0
nag_mannfred_unlock	nag_mannfred_unlock	faction_to_faction_own_unseen	1.0
nag_mannfred_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0
nag_neferata_unlock	nag_neferata_unlock	faction_to_faction_own_unseen	1.0
nag_neferata_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0
nag_vlad_unlock	nag_vlad_unlock	faction_to_faction_own_unseen	1.0
nag_vlad_unlock	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0
