effect	bonus_value_id	unit_ability
nag_effect_enable_bound_spell_light_phas_protection	enable	nag_bound_spell_light_phas_protection
nag_effect_enable_bound_spell_vamp_wind_of_death	enable	nag_bound_spell_vamp_wind_of_death
nag_effect_enable_bound_spell_vamp_curse_of_years	enable	nag_bound_spell_vamp_curse_of_years
nag_effect_enable_bound_spell_nehek_cursed_blades	enable	nag_bound_spell_nehek_cursed_blades
nag_effect_enable_bound_spell_nehek_skullstorm	enable	nag_bound_spell_nehek_skullstorm
nag_effect_enable_bound_spell_deep_krakens_pull	enable	nag_bound_spell_deep_krakens_pull
nag_effect_self_enable_ability_mortarch_of_despair	enable	nag_krell_passive_mortarch_of_despair
nag_effect_self_enable_ability_armour_of_barrow	enable	nag_krell_armour_passive_armour_of_barrow
nag_effect_self_arkhan_enable_mortarch_of_sacrements_summon	enable	nag_arkhan_abilities_mortarch_of_sacraments_swarm
nag_effect_self_neferata_enable_ability_blood_queen	enable	nag_neferata_passive_blood_queen
nag_effect_self_neferata_enable_ability_mortarch_of_blood	enable	nag_neferata_abilities_mortarch_of_blood_death
nag_effect_item_neferata_ability_enable_staff_of_pain	enable	nag_neferata_item_passive_staff_of_pain
nag_effect_item_neferata_ability_dagger_of_jet	enable	nag_neferata_item_passive_dagger_of_jet
nag_effect_number_uses_mortarch_of_sacrements	uses_mod	nag_arkhan_abilities_mortarch_of_sacraments_swarm
nag_effect_self_vlad_enable_mortarch_of_shadows_aura	enable	nag_vlad_passive_mortarch_of_shadows_aura
nag_effect_self_vlad_ability_upgrade_mortarch_of_shadows	enable	nag_vlad_passive_mortarch_of_shadows_aura_upgrade
nag_effect_ability_enable_eternal_danse_macabre	enable	nag_nagash_passive_eternal_danse_macabre
nag_effect_ability_enable_malediction_of_nagash	enable	nag_nagash_passive_malediction_of_nagash
nag_effect_ability_enable_raise_the_dead	enable	wh_main_lore_nagash_raise_the_dead
nag_effect_nagash_enable_death_magic_incarnate	enable	nag_nagash_passive_death_magic_incarnate
nag_effect_item_nagash_ability_enable_morikhane	enable	nag_nagash_abilities_morikhane_black_armour
nag_effect_item_nagash_ability_enable_mortis_blade	enable	nag_nagash_abilities_mortis_blade
nag_effect_item_nagash_ability_enable_staff_of_power	enable	nag_nagash_abilities_staff_of_power
nag_effect_item_nagash_ability_enable_crown_of_nagash	enable	nag_nagash_abilities_crown_of_sorcery
nag_effect_item_nagash_ability_enable_ashes_and_dust	enable	nag_nagash_abilities_ashes_and_dust
nag_effect_ability_enable_exorcism_hidden	enable	wh_main_lore_passive_exorcism
nag_effect_ability_enable_the_restless_dead_hidden	enable	wh2_dlc09_lore_passive_the_restless_dead
nag_effect_ability_enable_curse_of_undeath_hidden	enable	wh_main_lore_passive_the_curse_of_undeath
nag_effect_ability_enable_life-leeching_hidden	enable	wh_main_lore_passive_life_leeching
nag_effect_ability_enable_master_arcane_conduit	disable	wh_main_character_abilities_arcane_conduit
nag_effect_ability_enable_master_arcane_conduit	disable	wh2_main_character_passive_grand_arcane_conduit
nag_effect_ability_enable_master_arcane_conduit	enable	nag_nagash_abilities_master_arcane_conduit
nag_effect_enable_heralds_of_the_accursed_one	enable	nag_unit_abilities_heralds_of_the_accursed_one
nag_effect_ability_enable_whispers	enable	nag_azhag_abilities_reckless_whispers
nag_effect_enable_bound_raise_dead_zombie	enable	nag_bound_spell_raise_dead_zombie
nag_effect_enable_bound_raise_dead_reapers	enable	nag_bound_spell_raise_dead_reapers
nag_effect_enable_bound_raise_dead_crypt_ghoul	enable	nag_bound_spell_raise_dead_crypt_ghouls
nag_effect_enable_bound_raise_dead_cairn_wraiths	enable	nag_bound_spell_raise_dead_cairn_wraiths
nag_effect_enable_bound_raise_dead_fell_bats	enable	nag_bound_spell_raise_dead_fell_bats
nag_effect_enable_bound_raise_dead_corpse_cart_balefire	enable	nag_bound_spell_raise_dead_corpse_cart_balefire
nag_effect_enable_bound_raise_dead_corpse_cart_lodestone	enable	nag_bound_spell_raise_dead_corpse_cart_lodestone
