effect	bonus_value_id	unit_ability
nag_double_vampires_cooldown_gaze_of_nagash	recharge_mod	nag_double_spell_vampires_gaze_of_nagash
nag_double_vampires_reduce_wom_cost_gaze_of_nagash	cost_percentage_mod	nag_double_spell_vampires_gaze_of_nagash
nag_double_vampires_enable_gaze_of_nagash_upgraded	enable	nag_double_spell_vampires_gaze_of_nagash_upgraded
nag_double_vampires_miscast_reduction_gaze_of_nagash_upgraded	miscast_percentage_mod	nag_double_spell_vampires_gaze_of_nagash_upgraded
nag_double_vampires_reduce_wom_cost_gaze_of_nagash_upgraded	cost_percentage_mod	nag_double_spell_vampires_gaze_of_nagash_upgraded
nag_double_vampires_enable_raise_dead	enable	nag_double_spell_vampires_raise_dead
nag_double_vampires_cooldown_raise_dead	recharge_mod	nag_double_spell_vampires_raise_dead
nag_double_mod_amount_of_uses_raise_dead	uses_mod	nag_double_spell_vampires_raise_dead
nag_double_vampires_enable_raise_dead_upgraded	enable	nag_double_spell_vampires_raise_dead_upgraded
nag_double_vampires_miscast_reduction_raise_dead_upgraded	miscast_percentage_mod	nag_double_spell_vampires_raise_dead_upgraded
nag_double_vampires_enable_curse_of_years	enable	nag_double_spell_vampires_curse_of_years
nag_double_vampires_reduce_wom_cost_curse_of_years	cost_percentage_mod	nag_double_spell_vampires_curse_of_years
nag_double_vampires_cooldown_curse_of_years	recharge_mod	nag_double_spell_vampires_curse_of_years
nag_double_vampires_enable_wind_of_death	enable	nag_double_spell_vampires_wind_of_death
nag_double_vampires_cooldown_wind_of_death	recharge_mod	nag_double_spell_vampires_wind_of_death
nag_double_vampires_enable_wind_of_death_upgraded	enable	nag_double_spell_vampires_wind_of_death_upgraded
nag_double_vampires_reduce_wom_cost_wind_of_death	cost_percentage_mod	nag_double_spell_vampires_wind_of_death
nag_double_vampires_miscast_reduction_wind_of_death_upgraded	miscast_percentage_mod	nag_double_spell_vampires_wind_of_death_upgraded
nag_double_vampires_reduce_wom_cost_wind_of_death_upgraded	cost_percentage_mod	nag_double_spell_vampires_wind_of_death_upgraded
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_dark_riders
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_dark_riders_upgraded
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_hand_of_dust
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_breath_of_darkness
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_breath_of_darkness_upgraded
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_harbinger
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_grave_call_secondary_hidden_01
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_grave_call_secondary_hidden_02
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_soul_stealer
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_become_construct
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_grave_call_master
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_grave_call_master_upgraded
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_abyssal_swarm
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_abyssal_swarm_upgrade
wh2_dlc14_effect_magic_cost_all_lores_percentage	cost_percentage_mod	wh_main_spell_nagash_harbinger_upgraded
nag_effect_ability_enable_eternal_danse_macabre	enable	nag_nagash_passive_eternal_danse_macabre
nag_effect_ability_enable_malediction_of_nagash	enable	nag_nagash_passive_malediction_of_nagash
nag_effect_ability_enable_raise_the_dead	enable	wh_main_lore_nagash_raise_the_dead
nag_effect_nagash_enable_death_magic_incarnate	enable	nag_nagash_passive_death_magic_incarnate
nag_effect_item_nagash_ability_enable_morikhane	enable	nag_nagash_abiliities_morikhane_black_armour
nag_effect_item_nagash_ability_enable_mortis_blade	enable	nag_nagash_abiliities_mortis_blade
nag_effect_item_nagash_ability_enable_staff_of_power	enable	nag_nagash_abiliities_staff_of_power
nag_effect_item_nagash_ability_enable_ashes_and_dust	enable	nag_nagash_abiliities_ashes_and_dust
nag_effect_ability_enable_exorcism_hidden	enable	wh_main_lore_passive_exorcism
nag_effect_ability_enable_the_restless_dead_hidden	enable	wh2_dlc09_lore_passive_the_restless_dead
nag_effect_ability_enable_curse_of_undeath_hidden	enable	wh_main_lore_passive_the_curse_of_undeath
nag_effect_ability_enable_life-leeching_hidden	enable	wh_main_lore_passive_life_leeching
nag_effect_ability_enable_master_arcane_conduit	disable	wh_main_character_abilities_arcane_conduit
nag_effect_ability_enable_master_arcane_conduit	disable	wh2_main_character_passive_grand_arcane_conduit
nag_effect_ability_enable_master_arcane_conduit	enable	nag_nagash_abiliities_master_arcane_conduit
nag_effect_enable_heralds_of_the_accursed_one	enable	nag_unit_abilities_heralds_of_the_accursed_one
