effect	icon	priority	icon_negative	category	is_positive_value_good
nag_effect_resource_xp_rank_coast	experience.png	120	experience.png	campaign	true
nag_effect_resource_upkeep_reduction_ethereal	treasury.png	106	treasury.png	campaign	false
nag_effect_resource_upkeep_reduction_nagashizzar	treasury.png	106	treasury.png	campaign	false
nag_effect_resource_upkeep_reduction_nehek	treasury.png	106	treasury.png	campaign	false
nag_effect_resource_upkeep_reduction_beasts	treasury.png	106	treasury.png	campaign	false
nag_effect_resource_upkeep_reduction_count	treasury.png	106	treasury.png	campaign	false
nag_effect_resource_upkeep_reduction_construct	treasury.png	106	treasury.png	campaign	false
nag_effect_resource_upkeep_reduction_zombie	treasury.png	106	treasury.png	campaign	false
nag_effect_resource_upkeep_reduction_coast	treasury.png	106	treasury.png	campaign	false
nag_effect_agent_recruitment_xp_spy_archai	saurus_scar_veteran.png	3	saurus_scar_veteran.png	campaign	true
nag_effect_agent_recruitment_xp_spy_archai_hidden		0		campaign	false
nag_effect_agent_recruitment_xp_general_traitor_kings	army.png	118	army.png	campaign	true
nag_effect_agent_recruitment_xp_general_traitor_kings_hidden		0		campaign	false
nag_effect_agent_recruitment_xp_hero_all	agent.png	118	agent.png	campaign	true
nag_effect_agent_recruitment_xp_hero_all_hidden		0		campaign	false
nag_effect_agent_recruitment_xp_champion_wight_king_tomb_prince	tomb_prince.png	3	tomb_prince.png	campaign	true
nag_effect_agent_recruitment_xp_champion_wight_king_tomb_prince_hidden		0		campaign	false
nag_effect_agent_recruitment_xp_champion_wight_king	wight_king.png	3	wight_king.png	campaign	true
nag_effect_agent_recruitment_xp_champion_wight_king_hidden		0		campaign	false
nag_effect_agent_recruitment_xp_champion_tomb_prince	tomb_prince.png	3	tomb_prince.png	campaign	true
nag_effect_agent_recruitment_xp_champion_tomb_prince_hidden		0		campaign	false
nag_effect_agent_recruitment_xp_wizard_liche_priests	wizard.png	3	wizard.png	campaign	true
nag_effect_agent_recruitment_xp_wizard_liche_priests_hidden		0		campaign	false
nag_effect_agent_recruitment_xp_engineer_gunnery_wight	gunnery_wight.png	3	gunnery_wight.png	campaign	true
nag_effect_agent_recruitment_xp_engineer_gunnery_wight_hidden		0		campaign	false
nag_effect_agent_recruitment_xp_dignitary_vampires	vampire.png	3	vampire.png	campaign	true
nag_effect_agent_recruitment_xp_dignitary_vampires_hidden		0		campaign	false
nag_effect_force_enemy_campaign_movement_range_hidden		0		campaign	false
nag_effect_force_own_campaign_movement_range_hidden		0		campaign	true
nag_effect_enable_flaming_attacks_carrion	modifier_icon_flaming.png	61	modifier_icon_flaming.png	battle	true
nag_effect_charge_bonus_chariots	charge.png	101	charge.png	battle	true
nag_effect_melee_defence_skeletons	defence.png	102	defence.png	campaign	true
nag_effect_melee_attack_skeletons	melee.png	103	melee.png	campaign	true
nag_effect_upkeep_reduction_skeletons	military_spending.png	105	military_spending.png	campaign	false
nag_effect_ammunition_powder	ammo.png	201	ammo.png	battle	true
nag_effect_force_unit_stat_attack_attacking	melee.png	103	melee.png	campaign	true
nag_effect_upkeep_reduction_skeletons_basic	military_spending.png	105	military_spending.png	campaign	false
nag_effect_contact_charmed_vampires	dlc16_phase_charmed.png	61	dlc16_phase_charmed.png	battle	true
nag_death_shambling_horde_free_upkeep	military_spending.png	10	military_spending.png	campaign	true
nag_effect_ability_carcinization	general_ability.png	600	general_ability.png	battle	true
nag_effect_enable_poison_tomb_guard	phase_posion.png	61	phase_posion.png	battle	true
nag_effect_enable_sunder_nagashi_guard	phase_sunder_armour.png	61	phase_sunder_armour.png	battle	true
nag_effect_enable_frenzy_grave_guard	general_ability.png	101	general_ability.png	battle	true
nag_effect_husk_can_tunnel_dummy	subterranean.png	101	subterranean.png	campaign	true
nag_effect_enable_ability_zombie_battery	general_ability.png	101	general_ability.png	battle	true
nag_effect_ability_enable_warpfireball_liche_casket	general_ability.png	666	general_ability.png	battle	true
nag_effect_ability_enable_curse_quintex	general_ability.png	101	general_ability.png	battle	true
nag_effect_agent_action_cost_mod_champion	treasury.png	101	treasury.png	campaign	true
nag_effect_agent_action_success_chance_champion	tomb_prince.png	101	tomb_prince.png	campaign	true
nag_effect_agent_action_cost_mod_engineer	treasury.png	101	treasury.png	campaign	true
nag_effect_agent_action_success_chance_engineer	gunnery_wight.png	101	gunnery_wight.png	campaign	true
nag_effect_agent_action_cost_mod_wizard	treasury.png	101	treasury.png	campaign	true
nag_effect_agent_action_success_chance_wizard	wizard.png	101	wizard.png	campaign	true
nag_effect_agent_action_cost_mod_spy	treasury.png	101	treasury.png	campaign	true
nag_effect_agent_action_success_chance_spy	saurus_scar_veteran.png	101	saurus_scar_veteran.png	campaign	true
nag_effect_agent_action_cost_mod_dinitary	treasury.png	101	treasury.png	campaign	true
nag_effect_agent_action_success_chance_dignitary	vampire.png	101	vampire.png	campaign	true
nag_effect_force_army_campaign_upkeep_cost_war_beasts	military_spending.png	101	military_spending.png	campaign	true
nag_effect_force_army_campaign_upkeep_cost_war_machines	military_spending.png	101	military_spending.png	campaign	true
nag_effect_force_unit_stat_melee_attack_versus_bretonnia	melee.png	109	melee.png	battle	true
nag_effect_force_unit_stat_melee_attack_versus_beastmen	melee.png	109	melee.png	battle	true
nag_effect_force_unit_stat_melee_attack_versus_high_elves	melee.png	109	melee.png	battle	true
nag_effect_force_unit_stat_melee_attack_versus_lizardmen	melee.png	109	melee.png	battle	true
nag_effect_force_unit_stat_melee_attack_versus_vampires	melee.png	109	melee.png	battle	true
nag_effect_force_unit_stat_melee_attack_versus_wood_elves	melee.png	109	melee.png	battle	true
nag_effect_climate_dummy	trait_set_nagash.png	1	trait_set_nagash.png	campaign	true
nag_effect_missile_resistance_vlad_isa	resistance_missile.png	703	resistance_missile.png	battle	true
nag_effect_melee_defence_vlad_isa	defence.png	111	defence.png	battle	true
nag_effect_upkeep_vlad_isa	military_spending.png	666	military_spending.png	campaign	false
nag_effect_upkeep_mannfred	military_spending.png	666	military_spending.png	campaign	false
nag_effect_ap_warbeasts	armour_piercing.png	1	armour_piercing.png	battle	true
nag_effect_grand_spell_01_recharge	nag_army_abilities_endless_tomb.png	1	nag_army_abilities_endless_tomb.png	campaign	true
nag_effect_grand_spell_02_recharge	nag_army_abilities_batocalypse.png	1	nag_army_abilities_batocalypse.png	campaign	true
nag_effect_grand_spell_03_recharge	nag_army_abilities_pyramid_bombardment.png	1	nag_army_abilities_pyramid_bombardment.png	campaign	true
nag_effect_grand_spell_01_recharge_instant	nag_army_abilities_endless_tomb.png	1	nag_army_abilities_endless_tomb.png	campaign	true
nag_effect_grand_spell_02_recharge_instant	nag_army_abilities_batocalypse.png	1	nag_army_abilities_batocalypse.png	campaign	true
nag_effect_grand_spell_03_recharge_instant	nag_army_abilities_pyramid_bombardment.png	1	nag_army_abilities_pyramid_bombardment.png	campaign	true
nag_effect_spawns_army_dummy	army.png	118	army.png	campaign	true
nag_effect_cannot_grow_disable	growth.png	500	growth.png	campaign	true
nag_arkhan_unit_effect	resistance_physical.png	666	resistance_physical.png	campaign	true
nag_luthor_harkon	resistance_magic.png	666	resistance_physical.png	campaign	true
nag_mannfred_unit_effect	resistance_physical.png	666	resistance_physical.png	campaign	false
nag_krell_unit_effect	melee.png	666	resistance_physical.png	campaign	true
nag_neferata_unit_effect	attribute_stalk.png	666	resistance_physical.png	campaign	true
nag_vlad_unit_effect	resistance_physical.png	666	resistance_physical.png	campaign	true
nag_undead_corruption_world_dummy	corruption_vampiric.png	104	corruption_vampiric.png	campaign	true
nag_effect_force_enemy_campaign_movement_range_province	campaign_movement.png	14	campaign_movement.png	campaign	false
nag_effect_force_enemy_begin_fatigued_3_winded	vigour.png	101	vigour.png	battle	true
nag_effect_character_physical_resist_lord_hero_all	resistance_physical.png	55	resistance_ward_save.png	battle	true
nag_effect_unit_enable_flaming_attacks_constructs	modifier_icon_flaming.png	61	modifier_icon_flaming.png	battle	true
nag_effect_unit_speed_all_skeleton	battle_movement.png	115	battle_movement.png	battle	true
nag_effect_unit_vigour_loss_reduction_all_skeleton	vigour.png	105	ammo.png	battle	false
nag_effect_unit_frostbite_attacks_spirits	phase_frostbite.png	61	phase_frostbite.png	battle	true
nag_effect_unit_magic_attacks_morghasts	magical_attacks.png	61	magical_attacks.png	battle	true
nag_effect_unit_ability_magic_attacks_morghasts_hidden		0		both	true
nag_effect_unit_magic_resistance_morghasts	resistance_magic.png	704	resistance_magic.png	battle	true
nag_effect_enable_ability_chilling_aura_zombies	general_ability.png	600	general_ability.png	battle	true
nag_effect_unit_missile_resistance_zombie_units	resistance_missile.png	55	resistance_missile.png	battle	true
nag_effect_book_stack_dummy	trait_mortarch.png	900	trait_mortarch.png	campaign	true
nag_effect_book_extra_stack_dummy	trait_mortarch.png	901	trait_mortarch.png	campaign	true
nag_effect_character_stat_mod_miscast_chance_dummy	bullet_1.png	902	bullet_1.png	campaign	true
nag_effect_military_force_winds_of_magic_depletion_mod_character_dummy	bullet_2.png	903	bullet_2.png	campaign	true
nag_effect_morghast_archai_ward_save_dummy	bullet_3.png	904	bullet_3.png	battle	true
nag_effect_mortarch_ward_save_dummy	bullet_4.png	904	bullet_4.png	battle	true
nag_effect_force_army_battle_leadership_all_defending	morale.png	65	morale.png	battle	true
rhox_nagash_remaining_turns	turns.png	130	turns.png	campaign	true
rhox_nagash_hidden_wrath_abilities		0		battle	true
