building_chain	id
nag_horde_military4_monsters	nag_nagash
nag_horde_support1_smith	nag_nagash
nag_horde_support2_worship	nag_nagash
nag_horde_support3_wizards	nag_nagash
nag_horde_infrastructure1_growth	nag_nagash
nag_horde_infrastructure2_industry	nag_nagash
nag_horde_infrastructure3_energy	nag_nagash
nag_horde_infrastructure4_other	nag_nagash
nag_subhorde_main	nag_nagash
nag_subhorde_military1_barracks	nag_nagash
nag_subhorde_military2_stables	nag_nagash
nag_subhorde_military3_warmachines	nag_nagash
nag_subhorde_military4_monsters	nag_nagash
nag_subhorde_support2_worship	nag_nagash
nag_subhorde_infrastructure1_growth	nag_nagash
nag_subhorde_infrastructure2_industry	nag_nagash
nag_settlement_cavalry	nag_nagash
nag_settlement_chariots	nag_nagash
nag_settlement_citadel	nag_nagash
nag_settlement_defence_major	nag_nagash
nag_settlement_estate	nag_nagash
nag_settlement_growth	nag_nagash
nag_settlement_hierotitan	nag_nagash
nag_settlement_income	nag_nagash
nag_settlement_infantry	nag_nagash
nag_settlement_necrosphinx	nag_nagash
nag_settlement_scorpions	nag_nagash
nag_settlement_ushabti	nag_nagash
nag_settlement_warsphinx	nag_nagash
wh2_dlc09_special_settlement_altdorf_nag	nag_nagash
wh2_dlc09_special_settlement_athel_loren_nag	nag_nagash
wh2_dlc09_special_settlement_black_crag_nag	nag_nagash
wh2_dlc09_special_settlement_castle_drakenhof_nag	nag_nagash
wh2_dlc09_special_settlement_couronne_nag	nag_nagash
wh2_dlc09_special_settlement_eight_peaks_nag	nag_nagash
wh2_dlc09_special_settlement_gaean_vale_nag	nag_nagash
wh2_dlc09_special_settlement_hexoatl_nag	nag_nagash
wh2_dlc09_special_settlement_itza_nag	nag_nagash
wh2_dlc09_special_settlement_karaz_a_karak_nag	nag_nagash
wh2_dlc09_special_settlement_khemri_nag	nag_nagash
wh2_dlc09_special_settlement_kislev_nag	nag_nagash
wh2_dlc09_special_settlement_konquata_nag	nag_nagash
wh2_dlc09_special_settlement_lahmia_nag	nag_nagash
wh2_dlc09_special_settlement_lothern_nag	nag_nagash
wh2_dlc09_special_settlement_miragliano_nag	nag_nagash
wh2_dlc09_special_settlement_naggarond_nag	nag_nagash
wh2_dlc09_special_settlement_pyramid_of_nagash_nag	nag_nagash
wh2_dlc15_special_settlement_massif_orcal_nag	nag_nagash
wh2_dlc15_special_settlement_tor_yvresse_nag	nag_nagash
wh2_main_special_settlement_sartosa_nag	nag_nagash
wh2_main_special_settlement_the_awakening_nag	nag_nagash
wh2_dlc11_special_settlement_galleons_graveyard_nag	nag_nagash
wh2_main_special_settlement_hellpit_nag	nag_nagash
wh2_main_special_settlement_skavenblight_nag	nag_nagash
wh2_main_special_empire_fort_nag	nag_nagash
wh2_main_special_fortress_gate_eagle_nag	nag_nagash
wh2_main_special_fortress_gate_griffon_nag	nag_nagash
wh2_main_special_fortress_gate_phoenix_nag	nag_nagash
wh2_main_special_fortress_gate_unicorn_nag	nag_nagash
wh2_main_special_settlement_colony_major_nag	nag_nagash
wh2_main_special_settlement_colony_minor_nag	nag_nagash
wh_dlc05_wef_oak_of_ages_nag	nag_nagash
wh2_twa03_special_ogham_stones_nag	nag_nagash
wh2_dlc15_special_morgheim_necropolis_nag	nag_nagash
wh2_main_special_galbaraz_mourkain_nag	nag_nagash
wh2_dlc14_special_copher_port_nag	nag_nagash
wh_main_bretonnia_legendary_bordeleaux_nag	nag_nagash
wh2_dlc14_special_dragon_isle_port_nag	nag_nagash
wh2_main_special_lothern_port_nag	nag_nagash
wh_main_special_erengrad_port_nag	nag_nagash
wh_main_special_marienburg_port_nag	nag_nagash
wh_twa03_special_albion_port_nag	nag_nagash
