member	context	faction
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionHighElves_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionLizardmen	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionLizardmen_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionLizardmen_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionSkaven	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionSkaven_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionSkaven_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionTombKings	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionTombKings_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionTombKings_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionVamp	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionVamp_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionVamp_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionWoodElves	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionWoodElves_&_Negative	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_OtherFactionWoodElves_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
diplomacy_FactionGroup_rhox_lahmia_&_Positive	ACTOR	wh3_main_vmp_lahmian_sisterhood
