key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
nag_carrion_wraiths	gh1_cairn_wraith_wm_carriage01	wh_vmp_ghost_cairnwraith_mortis	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_hero_melee_summon	hu1_wight_king_sword_and_shield	wh_vmp_ch_wight_king	nag_hero_melee_summon		false	true	false
nag_hero_mage_summon	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_liche_priest	nag_hero_mage_summon		false	true	false
nag_hero_warsphinx_rider_0	hu1_wight_king_sword_and_shield	wh_vmp_ch_wight_king	wh2_dlc09_tmb_warsphinx_rider_360		false	true	false
nag_hero_warsphinx_rider_1	hu1_liche_priest_staff_and_sword	wh2_dlc09_tmb_liche_priest	wh2_dlc09_tmb_warsphinx_rider_360		false	true	false
nag_hero_warsphinx_rider_2	hu1b_cst_admiral_cutlass_and_pistol	wh2_dlc11_cst_ch_vampire_fleet_admiral_female	wh2_dlc09_tmb_warsphinx_rider_360		false	true	false
nag_hero_warsphinx_rider_3	hu1b_cst_admiral_cutlass_and_pistol	nagash_hero_barrel	wh2_dlc09_tmb_warsphinx_rider_360		false	true	false
cr_nag_cav_carrion_rider_1	gh1_cairn_wraith	wh_vmp_ghost_cairnwraith	wh_main_vmp_inf_wraith		false	true	false
nag_arkhan_abyssal	gp_hu1_arkhan_bc2_abyssal_wb_staff_and_sword	wh2_dlc09_tmb_ch_arkhan	wh2_dlc09_tmb_skeleton_infantry_hero_lord		true	true	false
nag_neferata_abyssal	hu1b_elf_bc3_manticore_wb_staff_and_sword	nag_neferata_abyssal	wh_main_infantry_standard		true	true	false
nag_mannfred_abyssal	gp_hu1_mannfred_bc2_abyssal_wb_staff_and_sword	wh_vmp_ch_mannfred	wh_main_infantry_standard		true	true	false
nag_shade_haunts_crew_banshee1	mortisengine01_nag_fell_spectres_minus_5	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_banshee2	mortisengine01_nag_fell_spectres_minus_5	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_banshee3	mortisengine01_nag_fell_spectres_minus_5	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_cairn_wraith1	mortisengine01_nag_fell_spectres_magnified	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_cairn_wraith2	mortisengine01_nag_fell_spectres_magnified_reversed	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_horse1	hr1_vmp_skeletal_steed_mortisengine	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_horse2	hr1_vmp_skeletal_steed_mortisengine	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_horse3	hr1_vmp_skeletal_steed_mortisengine	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_knight01	hu1_skeleton_hr1_skeletal_steed_mortis_engine	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_knight02	hu1_skeleton_hr1_skeletal_steed_mortis_engine	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_knight03	hu1_skeleton_hr1_skeletal_steed_mortis_engine	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_rider1	hu1_empire_staff_and_sword	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_shade_haunts_crew_skeleton1	hu1_sk_mortisengine_left_00	nag_empty	wh_main_infantry_rider		false	true	false
nag_shade_haunts_crew_skeleton2	hu1_sk_mortisengine_left_01	nag_empty	wh_main_infantry_rider		false	true	false
nag_shade_haunts_crew_skeleton3	hu1_sk_mortisengine_left_02	nag_empty	wh_main_infantry_rider		false	true	false
nag_shade_haunts_crew_skeleton4	hu1_sk_mortisengine_right_00	nag_empty	wh_main_infantry_rider		false	true	false
nag_shade_haunts_crew_skeleton5	hu1_sk_mortisengine_right_01	nag_empty	wh_main_infantry_rider		false	true	false
nag_shade_haunts_crew_skeleton6	hu1_sk_mortisengine_right_02	nag_empty	wh_main_infantry_rider		false	true	false
nag_spirit_host_crew_banshee1	gh1_banshee_mortisengine	nag_spirit_host_ghost	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_spirit_host_crew_banshee2	gh1_banshee_mortisengine	nag_spirit_host_ghost	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_spirit_host_crew_banshee3	gh1_banshee_mortisengine	nag_spirit_host_ghost	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_spectre_swarm_crew_banshee1	mortisengine01_nag_fell_spectres_minus_5_green	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_spectre_swarm_crew_banshee2	mortisengine01_nag_fell_spectres_minus_5_green	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_spectre_swarm_crew_banshee3	mortisengine01_nag_fell_spectres_minus_5_green	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_spectre_swarm_crew_cairn_wraith1	mortisengine01_nag_fell_spectres_magnified_green	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_spectre_swarm_crew_cairn_wraith2	mortisengine01_nag_fell_spectres_magnified_reversed_green	nag_empty	wh_main_cavalry_rider_standard_ethereal		false	true	false
nag_virion_officer	gh1_cairn_wraith_wm_carriage01	nag_virion	wh_main_infantry_rider		false	true	false
nag_undead_chariot_unit	hu1d_dlc14_wm_cold_one_chariot01_master_spear_shield	nag_undead_chariot_unit	wh2_dlc09_tmb_skeleton		false	true	false
nag_undead_chariot_unit_archer	hu1_tomb_wm_tomb_chariot01_sword_and_bow	nag_undead_chariot_unit_archer	wh2_dlc09_tmb_chariot_rider_bow_360	nag_skeleton_bow_chariot	false	true	false
nag_blood_beasts_2	hu8b_varghulf	nag_blood_beasts	wh_main_monster_varghulf_blood		false	true	false
nag_blood_beasts_3	hu8b_varghulf	nag_blood_beasts	wh_main_monster_varghulf_blood		false	true	false
nag_doomed_legion_officer	hu1c_nag_doom_legion	nag_doomed_legion_officer	wh_main_infantry_standard_very_large_blood_dismembers		false	true	false
