group_key	unit_key	quality
wh3_default_land_artillery_long_range	nag_vanilla_tmb_art_casket_of_souls_0	tier_3_step_3_units
wh3_default_land_melee_infantry_trash	nag_vanilla_vmp_inf_zombie	tier_1_step_2_units
wh3_default_land_melee_infantry_trash	nag_vanilla_vmp_inf_skeleton_warriors_0	tier_1_step_4_units
wh3_default_land_melee_infantry_main_frontline_spears	nag_vanilla_vmp_inf_skeleton_warriors_1	tier_1_step_4_units
wh3_default_land_melee_infantry_main_flanking	nag_vanilla_vmp_inf_crypt_ghouls	tier_2_step_1_units
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	nag_vanilla_vmp_inf_cairn_wraiths	tier_2_step_4_units
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	nag_vanilla_vmp_inf_grave_guard_0	tier_2_step_4_units
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	nag_vanilla_vmp_inf_grave_guard_1	tier_2_step_5_units
wh3_default_land_melee_cavalry_main_mounted_medium	nag_vanilla_vmp_cav_black_knights_0	tier_3_step_1_units
wh3_default_land_melee_cavalry_main_mounted_medium	nag_vanilla_vmp_cav_black_knights_3	tier_3_step_2_units
wh3_default_land_melee_cavalry_main_mounted_heavy	nag_vanilla_vmp_cav_hexwraiths	tier_3_step_5_units
wh3_default_land_melee_cavalry_main_mounted_heavy	nag_vanilla_vmp_cav_blood_knights_0	tier_4_step_3_units
wh3_default_land_aura	nag_vanilla_vmp_veh_corpse_cart_1	tier_2_step_1_units
wh3_default_land_aura	nag_vanilla_vmp_veh_corpse_cart_2	tier_2_step_1_units
wh3_default_land_melee_cavalry_light	nag_vanilla_vmp_mon_dire_wolves	tier_2_step_1_units
wh3_default_land_monsters_flanking	nag_vanilla_vmp_mon_fell_bats	tier_1_step_5_units
wh3_default_land_monsters_flanking_strong	nag_vanilla_vmp_mon_vargheists	tier_3_step_1_units
wh3_default_land_melee_infantry_trash	nag_vanilla_cst_inf_zombie_deckhands_mob_0	tier_1_step_3_units
wh3_default_land_melee_infantry_trash	nag_vanilla_cst_inf_zombie_deckhands_mob_1	tier_1_step_5_units
wh3_default_land_ranged_infantry_main_light_backline	nag_vanilla_cst_inf_zombie_gunnery_mob_0	tier_1_step_4_units
wh3_default_land_ranged_infantry_main_light_backline	nag_vanilla_cst_inf_zombie_gunnery_mob_1	tier_2_step_1_units
wh3_default_land_ranged_infantry_main_heavy_long_range	nag_vanilla_cst_inf_deck_gunners_0	tier_2_step_3_units
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	nag_vanilla_cst_inf_depth_guard_0	tier_3_step_2_units
wh3_dlc24_bloated_corpse_unique	nag_vanilla_cst_mon_bloated_corpse_0	tier_1_step_5_units
wh3_default_land_monsters_heavy	nag_vanilla_cst_mon_terrorgheist	tier_5_units
wh3_default_land_ranged_cavalry_chariots	nag_undead_chariot_unit	tier_3_step_1_units
wh3_default_land_melee_infantry_main_frontline_swords	vigpro_nagash_skeleton_orcs	tier_1_step_5_units
wh3_default_land_monsters_heavy	vigpro_nagash_skeleton_giant	tier_3_step_5_units
wh3_default_land_ranged_infantry_main_light_backline	vigpro_nagash_skeleton_goblin_range	tier_1_step_4_units
wh3_default_land_melee_infantry_trash	vigpro_nagash_skeleton_goblin_melee	tier_1_step_4_units
wh3_default_land_monsters_flanking_strong	vigpro_nagash_skeleton_troll_1h	tier_2_step_4_units
wh3_default_land_monsters_flanking_strong	vigpro_nagash_skeleton_troll_2h	tier_2_step_5_units
wh3_default_land_characters	nag_vampire_lord_0	tier_2_step_5_units
wh3_default_land_characters	nag_vampire_lord_2	tier_3_step_4_units
wh3_default_land_characters	nag_vampire_lord_3	tier_5_units
wh3_default_land_characters	nag_vampire_lord_5	tier_3_step_2_units
wh3_default_land_characters	nag_master_necromancer_0	tier_1_step_4_units
wh3_default_land_characters	nag_master_necromancer_1	tier_1_step_5_units
wh3_default_land_characters	nag_master_necromancer_2	tier_2_step_2_units
wh3_default_land_characters	nag_master_necromancer_3	tier_2_step_2_units
wh3_default_land_characters	nag_master_necromancer_4	tier_2_step_3_units
wh3_default_land_characters	nag_master_necromancer_5	tier_2_step_2_units
wh3_default_land_characters	nag_tomb_banshee	tier_2_step_3_units
wh3_default_land_melee_infantry_main_frontline_swords_high_quality	nag_vanilla_cst_inf_syreen	tier_2_step_4_units
wh3_default_land_monsters_flanking	nag_vanilla_cst_mon_bloated_corpse_0	tier_1_step_5_units
